ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	TURCHINID
31484	Pitjantjatjara	pitj1243	THOU		ɲura	ɲ u r a	H u r a	N V R V	N Y R A	THOU:11467	11467	THOU:NR	4335
31485	Pitta Pitta	pitt1247	THOU		n̪uɹa	n̪ u ɹ a	n u r a	N V R V	N Y R A	THOU:11467	11467	THOU:NR	4335
31486	Ritarungo	rita1239	THOU		n̪uma	n̪ u m a	n u m a	N V M V	N Y M A	THOU:11484	11484	THOU:NM	4333
31487	Dhalandji	dhal1245	THOU		n̪ura	n̪ u r a	n u r a	N V R V	N Y R A	THOU:11467	11467	THOU:NR	4335
31488	Dhargari	dhar1247	THOU		n̪ura	n̪ u r a	n u r a	N V R V	N Y R A	THOU:11467	11467	THOU:NR	4335
31491	Wagaya	waga1260	THOU		ir	i r	i r	V R	I R	THOU:11467	11467	THOU:HR	4325
31495	Ngura	ngur1261	THOU		jura	j u r a	y u r a	J V R V	J Y R A	THOU:11467	11467	THOU:JR	4328
31499	Warlpiri	warl1254	THOU		ɲara	ɲ a r a	H a r a	N V R V	N A R A	THOU:11467	11467	THOU:NR	4335
31500	Wanman	wanm1242	THOU		paraŋkuwaʈa	p a r a ŋ k u w a ʈ a	p a r a N k u w a t a	P V R V N K V W V T V	P A R A N K Y W A T A	THOU:11474	11474	THOU:PR	4338
31501	Wariyangga	wari1262	THOU		n̪urakaɹa	n̪ u r a k a ɹ a	n u r a k a r a	N V R V K V R V	N Y R A K A R A	THOU:11467	11467	THOU:NR	4335
31502	Warumungu	waru1265	THOU		arkːul	a r kː u l	a r k u l	V R K V R	A R K Y L	THOU:11464	11464	THOU:HR	4325
31504	Wathawurrung	wath1238	THOU		in	i n	i n	V N	I N	THOU:11470	11470	THOU:HN	4324
31505	Wik-Mungkan	wikm1247	THOU		niːjam	n iː j a m	n i y a m	N V J V M	N I J A M	THOU:11472	11472	THOU:NJ	4331
31506	Wiradhuri	wira1262	THOU		ŋinduːgir	ŋ i n d uː g i r	N i n d u g i r	N V N T V K V R	N I N T Y K I R	THOU:11462	11462	THOU:NN	4334
31507	Wirangu-Nauo	wira1260	THOU		n̪uga	n̪ u g a	n u g a	N V K V	N Y K A	THOU:11466	11466	THOU:NK	4332
31511	Yan-nhangu	yann1237	THOU		ɲili	ɲ i l i	H i l i	N V R V	N I L I	THOU:11485	11485	THOU:NR	4335
31512	Yandruwandha	yand1253	THOU		juɹa	j u ɹ a	y u r a	J V R V	J Y R A	THOU:11467	11467	THOU:JR	4328
31515	Yawarawarga	yawa1258	THOU		jura	j u r a	y u r a	J V R V	J Y R A	THOU:11467	11467	THOU:JR	4328
31516	Yindjibarndi	yind1247	THOU		ɲindaʔuw	ɲ i n d a ʔ u w	H i n d a 7 u w	N V N T V H V W	N I N T A H Y W	THOU:11481	11481	THOU:NN	4334
31517	Yorta Yorta	yort1237	THOU		n̪ura	n̪ u r a	n u r a	N V R V	N Y R A	THOU:11467	11467	THOU:NR	4335
31519	Yulparitja	yulp1238	THOU		ɲuntuʈi	ɲ u n t u ʈ i	H u n t u t i	N V N T V T V	N Y N T Y T I	THOU:11483	11483	THOU:NN	4334
27136	Adnyamathanha	adny1235	THREE		uɭparina	u ɭ p a r i n a	u L p a r i n a	V R P V R V N V	Y L P A R I N A	THREE:11502	11502	THREE:HR	4342
27138	Alyawarr	alya1239	THREE		irpec	i r p e c	i r p e T	V R P V K	I R P E C	THREE:11523	11523	THREE:HR	4342
27139	Arabana	arab1267	THREE		kulpaɹi	k u l p a ɹ i	k u l p a r i	K V R P V R V	K Y L P A R I	THREE:11499	11499	THREE:KR	4347
27142	Yugambeh-Bandjalang	band1339	THREE		boːɹoːa_jabɹa	b oː ɹ oː a j a b ɹ a	b o r o a y a b r a	P V R V V J V P R V	P U R U A J A P R A	THREE:11515	11515	THREE:PR	4352
27150	Dhangu	dhan1270	THREE		ɭurkunʔ	ɭ u r k u n ʔ	L u r k u n 7	R V R K V N H	L Y R K Y N H	THREE:11490	11490	THREE:RR	4353
27152	Sydney	sydn1236	THREE		boːɹeː	b oː ɹ eː	b o r e	P V R V	P U R E	THREE:11515	11515	THREE:PR	4352
27157	Dhuwal	dhuw1249	THREE		ɭurkunʔ	ɭ u r k u n ʔ	L u r k u n 7	R V R K V N H	L Y R K Y N H	THREE:11490	11490	THREE:RR	4353
27159	Dieri	dier1241	THREE		paɹkulu	p a ɹ k u l u	p a r k u l u	P V R K V R V	P A R K Y L Y	THREE:11525	11525	THREE:PR	4352
27160	Dyaabugay	dyaa1242	THREE		dawul	d a w u l	d a w u l	T V W V R	T A W Y L	THREE:11531	11531	THREE:TW	4356
27163	Djinang	djin1253	THREE		ɭurkun	ɭ u r k u n	L u r k u n	R V R K V N	L Y R K Y N	THREE:11490	11490	THREE:RR	4353
27168	Gamilaraay	gami1243	THREE		gulibaː	g u l i b aː	g u l i b a	K V R V P V	K Y L I P A	THREE:11516	11516	THREE:KR	4347
27173	Kumbainggar	kumb1268	THREE		bulari_gar_ugun	b u l a r i g a r u g u n	b u l a r i g a r u g u n	P V R V R V K V R V K V N	P Y L A R I K A R Y K Y N	THREE:11529	11529	THREE:PR	4352
27177	Gupapuyngu	gupa1247	THREE		ɭurkunʔ	ɭ u r k u n ʔ	L u r k u n 7	R V R K V N H	L Y R K Y N H	THREE:11490	11490	THREE:RR	4353
27178	Gurindji	guri1247	THREE		murkun	m u r k u n	m u r k u n	M V R K V N	M Y R K Y N	THREE:11538	11538	THREE:MR	4350
27181	Guyani	guya1249	THREE		kulpaɹi	k u l p a ɹ i	k u l p a r i	K V R P V R V	K Y L P A R I	THREE:11499	11499	THREE:KR	4347
27182	Sydney	sydn1236	THREE		bɹua	b ɹ u a	b r u a	P R V V	P R Y A	THREE:11511	11511	THREE:PR	4352
27183	Jaru	jaru1254	THREE		mogon	m o g o n	m o g o n	M V K V N	M U K U N	THREE:11501	11501	THREE:MK	4348
27185	Djiwarli	djiw1241	THREE		cargu	c a r g u	T a r g u	K V R K V	C A R K Y	THREE:11564	11564	THREE:KR	4347
27186	Kalkutung	kalk1246	THREE		kurpai	k u r p a i	k u r p a i	K V R P V V	K Y R P A I	THREE:11499	11499	THREE:KR	4347
27187	Gamilaraay	gami1243	THREE		guliba	g u l i b a	g u l i b a	K V R V P V	K Y L I P A	THREE:11516	11516	THREE:KR	4347
27188	Karadjeri	kara1476	THREE		kucara_waɹaɲ	k u c a r a w a ɹ a ɲ	k u T a r a w a r a H	K V K V R V W V R V N	K Y C A R A W A R A N	THREE:11528	11528	THREE:KK	4346
27192	Kartujarra	kart1247	THREE		jupal	j u p a l	y u p a l	J V P V R	J Y P A L	THREE:11508	11508	THREE:JP	4343
27195	Kaurna	kaur1267	THREE		maɳkuce	m a ɳ k u c e	m a n k u T e	M V N K V K V	M A N K Y C E	THREE:11488	11488	THREE:MN	4349
27200	Kukatja	kuka1246	THREE		maŋuɹba	m a ŋ u ɹ b a	m a N u r b a	M V N V R P V	M A N Y R P A	THREE:11488	11488	THREE:MN	4349
27201	Kuku-Yalanji	kuku1273	THREE		kuluɹ	k u l u ɹ	k u l u r	K V R V R	K Y L Y R	THREE:11517	11517	THREE:KR	4347
27207	Gurdjar	gurd1238	THREE		tuaːɖiŋ	t u aː ɖ i ŋ	t u a d i N	T V V T V N	T Y A T I N	THREE:11557	11557	THREE:TT	4355
27208	Kuuku-Ya'u	kuuk1238	THREE		kulntu	k u l n t u	k u l n t u	K V R N T V	K Y L N T Y	THREE:11539	11539	THREE:KR	4347
27210	Kala Lagaw Ya	kala1377	THREE		ukamodobilgal	u k a m o d o b i l g a l	u k a m o d o b i l g a l	V K V M V T V P V R K V R	Y K A M U T U P I L K A L	THREE:11497	11497	THREE:HK	4341
27214	Margany	marg1253	THREE		koːlkura	k oː l k u r a	k o l k u r a	K V R K V R V	K U L K Y R A	THREE:1	1	THREE:KR	4347
27230	Mudburra	mudb1240	THREE		murkuna	m u r k u n a	m u r k u n a	M V R K V N V	M Y R K Y N A	THREE:11538	11538	THREE:MR	4350
27232	Muruwari	muru1266	THREE		buɹugulo_jaman	b u ɹ u g u l o j a m a n	b u r u g u l o y a m a n	P V R V K V R V J V M V N	P Y R Y K Y L U J A M A N	THREE:11519	11519	THREE:PR	4352
27235	Ngaanyatjarra	ngaa1240	THREE		maɳkur	m a ɳ k u r	m a n k u r	M V N K V R	M A N K Y R	THREE:11488	11488	THREE:MN	4349
27237	Lower Riverland	lowe1402	THREE		boːla_oːnbojie	b oː l a oː n b o j i e	b o l a o n b o y i e	P V R V V N P V J V V	P U L A U N P U J I E	THREE:11518	11518	THREE:PR	4352
27238	Ngamini	ngam1284	THREE		paɹkuna_ŋan̪a?/ʔ	p a ɹ k u n a ŋ a n̪ a ʔ	p a r k u n a N a n a 7	P V R K V N V N V N V H	P A R K Y N A N A N A H	THREE:11545	11545	THREE:PR	4352
27241	Ngarinman	ngar1235	THREE		murgun	m u r g u n	m u r g u n	M V R K V N	M Y R K Y N	THREE:11538	11538	THREE:MR	4350
27243	Ngarluma	ngar1287	THREE		burgu	b u r g u	b u r g u	P V R K V	P Y R K Y	THREE:11549	11549	THREE:PR	4352
27244	Narrinyeri	narr1259	THREE		nepːaldaɹ	n e pː a l d a ɹ	n e p a l d a r	N V P V R T V R	N E P A L T A R	THREE:11504	11504	THREE:NP	4351
27252	Northern Coastal Nyangumarta	nort2754	THREE		kucarawaɹiɲ	k u c a r a w a ɹ i ɲ	k u T a r a w a r i H	K V K V R V W V R V N	K Y C A R A W A R I N	THREE:1	1	THREE:KK	4346
27253	Nyamal	nyam1271	THREE		kucarapawaɹaca	k u c a r a p a w a ɹ a c a	k u T a r a p a w a r a T a	K V K V R V P V W V R V K V	K Y C A R A P A W A R A C A	THREE:1	1	THREE:KK	4346
27254	Nyangumarta	nyan1301	THREE		wirpamaʈa	w i r p a m a ʈ a	w i r p a m a t a	W V R P V M V T V	W I R P A M A T A	THREE:11555	11555	THREE:WR	4357
27255	Nyunga	nyun1247	THREE		wuruŋ	w u r u ŋ	w u r u N	W V R V N	W Y R Y N	THREE:11570	11570	THREE:WR	4357
27256	Paakantyi	darl1243	THREE		boːla_nica	b oː l a n i c a	b o l a n i T a	P V R V N V K V	P U L A N I C A	THREE:11491	11491	THREE:PR	4352
27259	Panytyima	pany1241	THREE		carkuʈi	c a r k u ʈ i	T a r k u t i	K V R K V T V	C A R K Y T I	THREE:11564	11564	THREE:KR	4347
27260	Banggarla	bang1339	THREE		koːlberi	k oː l b e r i	k o l b e r i	K V R P V R V	K U L P E R I	THREE:11499	11499	THREE:KR	4347
27261	Bayungu	bayu1240	THREE		cargu	c a r g u	T a r g u	K V R K V	C A R K Y	THREE:11564	11564	THREE:KR	4347
27266	Pitjantjatjara	pitj1243	THREE		makuɹ	m a k u ɹ	m a k u r	M V K V R	M A K Y R	THREE:11488	11488	THREE:MK	4348
27267	Pitta Pitta	pitt1247	THREE		baɹcoːla_noːɹa	b a ɹ c oː l a n oː ɹ a	b a r T o l a n o r a	P V R K V R V N V R V	P A R C U L A N U R A	THREE:11524	11524	THREE:PR	4352
27268	Ritarungo	rita1239	THREE		ɭurkun	ɭ u r k u n	L u r k u n	R V R K V N	L Y R K Y N	THREE:11490	11490	THREE:RR	4353
27269	Dhalandji	dhal1245	THREE		cargu	c a r g u	T a r g u	K V R K V	C A R K Y	THREE:11564	11564	THREE:KR	4347
27270	Dhargari	dhar1247	THREE		cargu	c a r g u	T a r g u	K V R K V	C A R K Y	THREE:11564	11564	THREE:KR	4347
27273	Wagaya	waga1260	THREE		jawul	j a w u l	y a w u l	J V W V R	J A W Y L	THREE:11531	11531	THREE:JW	4345
27279	Ngura	ngur1261	THREE		parkuwatcu	p a r k u w a t c u	p a r k u w a t T u	P V R K V W V T K V	P A R K Y W A T C Y	THREE:11526	11526	THREE:PR	4352
27283	Warlpiri	warl1254	THREE		ciramakaɹicinta	c i r a m a k a ɹ i c i n t a	T i r a m a k a r i T i n t a	K V R V M V K V R V K V N T V	C I R A M A K A R I C I N T A	THREE:11492	11492	THREE:KR	4347
27285	Wanman	wanm1242	THREE		kucara_kumpiɲa	k u c a r a k u m p i ɲ a	k u T a r a k u m p i H a	K V K V R V K V M P V N V	K Y C A R A K Y M P I N A	THREE:11509	11509	THREE:KK	4346
27286	Wariyangga	wari1262	THREE		cargu	c a r g u	T a r g u	K V R K V	C A R K Y	THREE:11564	11564	THREE:KR	4347
27287	Warumungu	waru1265	THREE		kucːara_jaɳti	k u cː a r a j a ɳ t i	k u T a r a y a n t i	K V K V R V J V N T V	K Y C A R A J A N T I	THREE:11493	11493	THREE:KK	4346
27288	Warumungu	waru1265	THREE		jurkati	j u r k a t i	y u r k a t i	J V R K V T V	J Y R K A T I	THREE:11493	11493	THREE:JR	4344
27289	Warumungu	waru1265	THREE		jurkaʈi	j u r k a ʈ i	y u r k a t i	J V R K V T V	J Y R K A T I	THREE:11493	11493	THREE:JR	4344
27290	Warumungu	waru1265	THREE		wuɹkaʈu	w u ɹ k a ʈ u	w u r k a t u	W V R K V T V	W Y R K A T Y	THREE:11493	11493	THREE:WR	4357
27292	Wathawurrung	wath1238	THREE		bulajt_ba_kojnmajt	b u l a j t b a k o j n m a j t	b u l a y t b a k o y n m a y t	P V R V J T P V K V J N M V J T	P Y L A J T P A K U J N M A J T	THREE:11507	11507	THREE:PR	4352
27296	Wik-Mungkan	wikm1247	THREE		sʔumadjum	s ʔ u m a d j u m	s 7 u m a d y u m	S H V M V T J V M	S H Y M A T J Y M	THREE:1	1	THREE:SH	4354
27297	Wiradhuri	wira1262	THREE		buːlaŋuːnbaːj	b uː l a ŋ uː n b aː j	b u l a N u n b a y	P V R V N V N P V J	P Y L A N Y N P A J	THREE:11518	11518	THREE:PR	4352
27298	Wirangu-Nauo	wira1260	THREE		jalgaɖa	j a l g a ɖ a	y a l g a d a	J V R K V T V	J A L K A T A	THREE:11503	11503	THREE:JR	4344
27304	Yan-nhangu	yann1237	THREE		ɭurkun	ɭ u r k u n	L u r k u n	R V R K V N	L Y R K Y N	THREE:11490	11490	THREE:RR	4353
27305	Yandruwandha	yand1253	THREE		parkukuɳu	p a r k u k u ɳ u	p a r k u k u n u	P V R K V K V N V	P A R K Y K Y N Y	THREE:11505	11505	THREE:PR	4352
27307	Yawarawarga	yawa1258	THREE		paɹkukulno	p a ɹ k u k u l n o	p a r k u k u l n o	P V R K V K V R N V	P A R K Y K Y L N U	THREE:11505	11505	THREE:PR	4352
27309	Yindjibarndi	yind1247	THREE		caruwiɖi	c a r u w i ɖ i	T a r u w i d i	K V R V W V T V	C A R Y W I T I	THREE:11564	11564	THREE:KR	4347
27312	Yorta Yorta	yort1237	THREE		bultcubul_ijuŋ	b u l t c u b u l i j u ŋ	b u l t T u b u l i y u N	P V R T K V P V R V J V N	P Y L T C Y P Y L I J Y N	THREE:11514	11514	THREE:PR	4352
27314	Yulparitja	yulp1238	THREE		jubal	j u b a l	y u b a l	J V P V R	J Y P A L	THREE:11508	11508	THREE:JP	4343
27315	Yuwaalaraay	yuwa1242	THREE		gulibaː	g u l i b aː	g u l i b a	K V R V P V	K Y L I P A	THREE:11516	11516	THREE:KR	4347
27161	Djambarrpuyngu	djam1256	THREE		ɭurkunʔ	ɭ u r k u n ʔ	L u r k u n 7	R V R K V N H	L Y R K Y N H	THREE:11490	11490	THREE:RR	4353
27475	Adnyamathanha	adny1235	THROW		ŋuɹa	ŋ u ɹ a	N u r a	N V R V	N Y R A	THROW:11675	11675	THROW:NR	4368
27476	Adnyamathanha	adny1235	THROW		wija	w i j a	w i y a	W V J V	W I J A	THROW:11675	11675	THROW:WJ	4381
27478	Alyawarr	alya1239	THROW		iwum	i w u m	i w u m	V W V M	I W Y M	THROW:11699	11699	THROW:HW	4360
27480	Arabana	arab1267	THROW		t̪awi	t̪ a w i	t a w i	T V W V	T A W I	THROW:11695	11695	THROW:TW	4380
27483	Yugambeh-Bandjalang	band1339	THROW		biɹa	b i ɹ a	b i r a	P V R V	P I R A	THROW:11680	11680	THROW:PR	4373
27492	Dhangu	dhan1270	THROW		ɖup	ɖ u p	d u p	T V P	T Y P	THROW:11661	11661	THROW:TP	4378
27493	Sydney	sydn1236	THROW		kuɹɹiʔbeː	k u ɹ ɹ i ʔ b eː	k u r r i 7 b e	K V R R V H P V	K Y R R I H P E	THROW:11684	11684	THROW:KR	4364
27498	Dhuwal	dhuw1249	THROW		ɖup	ɖ u p	d u p	T V P	T Y P	THROW:11661	11661	THROW:TP	4378
27500	Dieri	dier1241	THROW		wara	w a r a	w a r a	W V R V	W A R A	THROW:11679	11679	THROW:WR	4384
27501	Dyaabugay	dyaa1242	THROW		dabaj	d a b a j	d a b a y	T V P V J	T A P A J	THROW:11709	11709	THROW:TP	4378
27502	Djambarrpuyngu	djam1256	THROW		ɖup	ɖ u p	d u p	T V P	T Y P	THROW:11661	11661	THROW:TP	4378
27504	Djinang	djin1253	THROW		bat	b a t	b a t	P V T	P A T	THROW:11660	11660	THROW:PT	4374
27507	Gamilaraay	gami1243	THROW		waːli	w aː l i	w a l i	W V R V	W A L I	THROW:11694	11694	THROW:WR	4384
27510	Kumbainggar	kumb1268	THROW		bindajma	b i n d a j m a	b i n d a y m a	P V N T V J M V	P I N T A J M A	THROW:11723	11723	THROW:PN	4372
27513	Gupapuyngu	gupa1247	THROW		ɖup	ɖ u p	d u p	T V P	T Y P	THROW:11661	11661	THROW:TP	4378
27514	Gurindji	guri1247	THROW		wac_juwanana	w a c j u w a n a n a	w a T y u w a n a n a	W V K J V W V N V N V	W A C J Y W A N A N A	THROW:11669	11669	THROW:WK	4382
27516	Guyani	guya1249	THROW		wicanta	w i c a n t a	w i T a n t a	W V K V N T V	W I C A N T A	THROW:11673	11673	THROW:WK	4382
27517	Sydney	sydn1236	THROW		jerj	j e r j	y e r y	J V R J	J E R J	THROW:11690	11690	THROW:JR	4362
27518	Jaru	jaru1254	THROW		maja	m a j a	m a y a	M V J V	M A J A	THROW:11674	11674	THROW:MJ	4366
27520	Djiwarli	djiw1241	THROW		cuguɹu	c u g u ɹ u	T u g u r u	K V K V R V	C Y K Y R Y	THROW:11733	11733	THROW:KK	4363
27522	Kalkutung	kalk1246	THROW		it̪iti	i t̪ i t i	i t i t i	V T V T V	I T I T I	THROW:11691	11691	THROW:HT	4359
27523	Karadjeri	kara1476	THROW		ilbanca	i l b a n c a	i l b a n T a	V R P V N K V	I L P A N C A	THROW:11696	11696	THROW:HR	4358
27526	Kartujarra	kart1247	THROW		wirupu	w i r u p u	w i r u p u	W V R V P V	W I R Y P Y	THROW:11689	11689	THROW:WR	4384
27528	Kaurna	kaur1267	THROW		batːendi	b a tː e n d i	b a t e n d i	P V T V N T V	P A T E N T I	THROW:11660	11660	THROW:PT	4374
27532	Kukatja	kuka1246	THROW		pantcarpuwa	p a n t c a r p u w a	p a n t T a r p u w a	P V N T K V R P V W V	P A N T C A R P Y W A	THROW:11659	11659	THROW:PN	4372
27533	Kuku-Yalanji	kuku1273	THROW		jilbal	j i l b a l	y i l b a l	J V R P V R	J I L P A L	THROW:11696	11696	THROW:JR	4362
27535	Gurdjar	gurd1238	THROW		ɖaj	ɖ a j	d a y	T V J	T A J	THROW:11728	11728	THROW:TJ	4376
27536	Gurdjar	gurd1238	THROW		jeɹk	j e ɹ k	y e r k	J V R K	J E R K	THROW:11728	11728	THROW:JR	4362
27537	Kuuku-Ya'u	kuuk1238	THROW		waːjina	w aː j i n a	w a y i n a	W V J V N V	W A J I N A	THROW:11710	11710	THROW:WJ	4381
27539	Kala Lagaw Ya	kala1377	THROW		t̪aja	t̪ a j a	t a y a	T V J V	T A J A	THROW:11668	11668	THROW:TJ	4376
27545	Margany	marg1253	THROW		bicu	b i c u	b i T u	P V K V	P I C Y	THROW:11657	11657	THROW:PK	4371
27546	Martu Wangka	mart1256	THROW		kikiɹicunu	k i k i ɹ i c u n u	k i k i r i T u n u	K V K V R V K V N V	K I K I R I C Y N Y	THROW:11685	11685	THROW:KK	4363
27556	Mudburra	mudb1240	THROW		waɳ	w a ɳ	w a n	W V N	W A N	THROW:11670	11670	THROW:WN	4383
27558	Muruwari	muru1266	THROW		t̪arku	t̪ a r k u	t a r k u	T V R K V	T A R K Y	THROW:11693	11693	THROW:TR	4379
27560	Ngaanyatjarra	ngaa1240	THROW		waɳiku	w a ɳ i k u	w a n i k u	W V N V K V	W A N I K Y	THROW:11732	11732	THROW:WN	4383
27561	Ngaanyatjarra	ngaa1240	THROW		wirupuŋku	w i r u p u ŋ k u	w i r u p u N k u	W V R V P V N K V	W I R Y P Y N K Y	THROW:11732	11732	THROW:WR	4384
27563	Lower Riverland	lowe1402	THROW		puntun	p u n t u n	p u n t u n	P V N T V N	P Y N T Y N	THROW:11716	11716	THROW:PN	4372
27564	Ngamini	ngam1284	THROW		dicina	d i c i n a	d i T i n a	T V K V N V	T I C I N A	THROW:11718	11718	THROW:TK	4377
27566	Ngarinman	ngar1235	THROW		wac_juwani	w a c j u w a n i	w a T y u w a n i	W V K J V W V N V	W A C J Y W A N I	THROW:11669	11669	THROW:WK	4382
27568	Ngarluma	ngar1287	THROW		ŋaji	ŋ a j i	N a y i	N V J V	N A J I	THROW:11714	11714	THROW:NJ	4367
27569	Narrinyeri	narr1259	THROW		t̪ɹot	t̪ ɹ o t	t r o t	T R V T	T R U T	THROW:11681	11681	THROW:TR	4379
27577	Northern Coastal Nyangumarta	nort2754	THROW		panpini	p a n p i n i	p a n p i n i	P V N P V N V	P A N P I N I	THROW:11687	11687	THROW:PN	4372
27578	Nyamal	nyam1271	THROW		paɳpi	p a ɳ p i	p a n p i	P V N P V	P A N P I	THROW:1	1	THROW:PN	4372
27579	Nyangumarta	nyan1301	THROW		paɳpili	p a ɳ p i l i	p a n p i l i	P V N P V R V	P A N P I L I	THROW:11687	11687	THROW:PN	4372
27580	Nyunga	nyun1247	THROW		kʷeʈ	kʷ e ʈ	k e t	K V T	K E T	THROW:11672	11672	THROW:KT	4365
27581	Paakantyi	darl1243	THROW		ŋaːḍ/da	ŋ aː ḍ/d a	N a d a	N V T V	N A T A	THROW:11665	11665	THROW:NT	4369
27584	Panytyima	pany1241	THROW		bat̪al	b a t̪ a l	b a t a l	P V T V R	P A T A L	THROW:11660	11660	THROW:PT	4374
27585	Banggarla	bang1339	THROW		wajandata	w a j a n d a t a	w a y a n d a t a	W V J V N T V T V	W A J A N T A T A	THROW:11678	11678	THROW:WJ	4381
27586	Bayungu	bayu1240	THROW		pajat̪anma	p a j a t̪ a n m a	p a y a t a n m a	P V J V T V N M V	P A J A T A N M A	THROW:11701	11701	THROW:PJ	4370
27590	Pitjantjatjara	pitj1243	THROW		waniɲi	w a n i ɲ i	w a n i H i	W V N V N V	W A N I N I	THROW:11732	11732	THROW:WN	4383
27591	Pitta Pitta	pitt1247	THROW		t̪awi	t̪ a w i	t a w i	T V W V	T A W I	THROW:11695	11695	THROW:TW	4380
27593	Ritarungo	rita1239	THROW		wurd̪aʔʲun	w u r d̪ a ʔʲ u n	w u r d a 7 u n	W V R T V H V N	W Y R T A H Y N	THROW:11671	11671	THROW:WR	4384
27594	Dhalandji	dhal1245	THROW		waɳdijalgin	w a ɳ d i j a l g i n	w a n d i y a l g i n	W V N T V J V R K V N	W A N T I J A L K I N	THROW:11706	11706	THROW:WN	4383
27595	Dhargari	dhar1247	THROW		cuguɹu	c u g u ɹ u	T u g u r u	K V K V R V	C Y K Y R Y	THROW:11733	11733	THROW:KK	4363
27598	Wagaya	waga1260	THROW		t̪uku	t̪ u k u	t u k u	T V K V	T Y K Y	THROW:11698	11698	THROW:TK	4377
27603	Ngura	ngur1261	THROW		winbi	w i n b i	w i n b i	W V N P V	W I N P I	THROW:11707	11707	THROW:WN	4383
27608	Warlpiri	warl1254	THROW		kiciɳi	k i c i ɳ i	k i T i n i	K V K V N V	K I C I N I	THROW:11664	11664	THROW:KK	4363
27610	Wanman	wanm1242	THROW		ŋaɹipuwa	ŋ a ɹ i p u w a	N a r i p u w a	N V R V P V W V	N A R I P Y W A	THROW:11686	11686	THROW:NR	4368
27611	Wariyangga	wari1262	THROW		cuguɹu	c u g u ɹ u	T u g u r u	K V K V R V	C Y K Y R Y	THROW:11733	11733	THROW:KK	4363
27612	Warumungu	waru1265	THROW		ŋaɹapunccan	ŋ a ɹ a p u n c c a n	N a r a p u n T T a n	N V R V P V N K K V N	N A R A P Y N C C A N	THROW:11666	11666	THROW:NR	4368
27613	Wathawurrung	wath1238	THROW		juŋga	j u ŋ g a	y u N g a	J V N K V	J Y N K A	THROW:11682	11682	THROW:JN	4361
27616	Wik-Mungkan	wikm1247	THROW		t̪eːʔaŋ	t̪ eː ʔ a ŋ	t e 7 a N	T V H V N	T E H A N	THROW:1	1	THROW:TH	4375
27617	Wiradhuri	wira1262	THROW		birambara	b i r a m b a r a	b i r a m b a r a	P V R V M P V R V	P I R A M P A R A	THROW:11692	11692	THROW:PR	4373
27618	Wirangu-Nauo	wira1260	THROW		widjiɳ	w i d j i ɳ	w i d y i n	W V T J V N	W I T J I N	THROW:11673	11673	THROW:WT	4385
27623	Yan-nhangu	yann1237	THROW		waɳʔpuma	w a ɳ ʔ p u m a	w a n 7 p u m a	W V N H P V M V	W A N H P Y M A	THROW:11670	11670	THROW:WN	4383
27624	Yandruwandha	yand1253	THROW		warka	w a r k a	w a r k a	W V R K V	W A R K A	THROW:11679	11679	THROW:WR	4384
27627	Yawarawarga	yawa1258	THROW		dɹakindɹi	d ɹ a k i n d ɹ i	d r a k i n d r i	T R V K V N T R V	T R A K I N T R I	THROW:11703	11703	THROW:TR	4379
27628	Yindjibarndi	yind1247	THROW		ŋajigu	ŋ a j i g u	N a y i g u	N V J V K V	N A J I K Y	THROW:11714	11714	THROW:NJ	4367
27631	Yorta Yorta	yort1237	THROW		juŋa	j u ŋ a	y u N a	J V N V	J Y N A	THROW:11682	11682	THROW:JN	4361
27633	Yulparitja	yulp1238	THROW		wiralpuwa	w i r a l p u w a	w i r a l p u w a	W V R V R P V W V	W I R A L P Y W A	THROW:11658	11658	THROW:WR	4384
27634	Yuwaalaraay	yuwa1242	THROW		wanagi	w a n a g i	w a n a g i	W V N V K V	W A N A K I	THROW:11732	11732	THROW:WN	4383
27635	Adnyamathanha	adny1235	THUNDER		aɳɖu	a ɳ ɖ u	a n d u	V N T V	A N T Y	THUNDER:11763	11763	THUNDER:HN	4386
27636	Alyawarr	alya1239	THUNDER		aŋkejawar	a ŋ k e j a w a r	a N k e y a w a r	V N K V J V W V R	A N K E J A W A R	THUNDER:11794	11794	THUNDER:HN	4386
27637	Arabana	arab1267	THUNDER		kuɹaɹaduncinta	k u ɹ a ɹ a d u n c i n t a	k u r a r a d u n T i n t a	K V R V R V T V N K V N T V	K Y R A R A T Y N C I N T A	THUNDER:11796	11796	THUNDER:KR	4389
27641	Yugambeh-Bandjalang	band1339	THUNDER		mogaɹa	m o g a ɹ a	m o g a r a	M V K V R V	M U K A R A	THUNDER:11804	11804	THUNDER:MK	4392
27651	Sydney	sydn1236	THUNDER		moːɹoŋal	m oː ɹ o ŋ a l	m o r o N a l	M V R V N V R	M U R U N A L	THUNDER:11778	11778	THUNDER:MR	4394
27656	Dhuwal	dhuw1249	THUNDER		wolma	w o l m a	w o l m a	W V R M V	W U L M A	THUNDER:11759	11759	THUNDER:WR	4410
27658	Dieri	dier1241	THUNDER		tcilticindata	t c i l t i c i n d a t a	t T i l t i T i n d a t a	T K V R T V K V N T V T V	T C I L T I C I N T A T A	THUNDER:11803	11803	THUNDER:TK	4404
