ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	INFOMAPID
30025	Yorta Yorta	yort1237	WHERE		wan̪al	w a n̪ a l	W V N V R	w a n a l	W A N A L	WHERE:12610	12610	WHERE:6682	6682
29846	Yugambeh-Bandjalang	band1339	WHERE		jili	j i l i	J V R V	y i l i	J I L I	WHERE:12587	12587	WHERE:6683	6683
29847	Yugambeh-Bandjalang	band1339	WHERE		jile_j	j i l e j	J V R V J	y i l e y	J I L E J	WHERE:12587	12587	WHERE:6683	6683
29848	Yugambeh-Bandjalang	band1339	WHERE		jile	j i l e	J V R V	y i l e	J I L E	WHERE:12587	12587	WHERE:6683	6683
29849	Yugambeh-Bandjalang	band1339	WHERE		jila_ot̪ers	j i l a o t̪ e r s	J V R V V T V R S	y i l a o t e r s	J I L A U T E R S	WHERE:12587	12587	WHERE:6707	6707
29850	Yugambeh-Bandjalang	band1339	WHERE		cijah_c	c i j a h c	K V J V H K	T i y a h T	C I J A H C	WHERE:12587	12587	WHERE:6708	6708
29851	Yugambeh-Bandjalang	band1339	WHERE		w	w	W	w	W	WHERE:12587	12587	WHERE:6685	6685
29852	Yugambeh-Bandjalang	band1339	WHERE		wi	w i	W V	w i	W I	WHERE:12587	12587	WHERE:6685	6685
29853	Yugambeh-Bandjalang	band1339	WHERE		wijnci_j	w i j n c i j	W V J N K V J	w i y n T i y	W I J N C I J	WHERE:12587	12587	WHERE:6709	6709
30027	Yulparitja	yulp1238	WHERE		waɲca	w a ɲ c a	W V N K V	w a H T a	W A N C A	WHERE:12610	12610	WHERE:6680	6680
30028	Yuwaalaraay	yuwa1242	WHERE		miɲaːja	m i ɲ aː j a	M V N V J V	m i H a y a	M I N A J A	WHERE:12591	12591	WHERE:6705	6705
30029	Adnyamathanha	adny1235	WHITE		upan̪a	u p a n̪ a	V P V N V	u p a n a	Y P A N A	WHITE:12640	12640	WHITE:6733	6733
30031	Alyawarr	alya1239	WHITE		ɳtɹalkeɹ	ɳ t ɹ a l k e ɹ	N T R V R K V R	n t r a l k e r	N T R A L K E R	WHITE:12664	12664	WHITE:6732	6732
30033	Arabana	arab1267	WHITE		waɹu	w a ɹ u	W V R V	w a r u	W A R Y	WHITE:12660	12660	WHITE:6715	6715
30151	Banggarla	bang1339	WHITE		palkara	p a l k a r a	P V R K V R V	p a l k a r a	P A L K A R A	WHITE:12631	12631	WHITE:6725	6725
30152	Bayungu	bayu1240	WHITE		ciŋgil	c i ŋ g i l	K V N K V R	T i N g i l	C I N K I L	WHITE:12668	12668	WHITE:6731	6731
30159	Dhalandji	dhal1245	WHITE		ŋariwaɹi	ŋ a r i w a ɹ i	N V R V W V R V	N a r i w a r i	N A R I W A R I	WHITE:12666	12666	WHITE:6755	6755
30048	Dhangu	dhan1270	WHITE		gapaɳ	g a p a ɳ	K V P V N	g a p a n	K A P A N	WHITE:12622	12622	WHITE:6710	6710
30055	Dhuwal	dhuw1249	WHITE		wat̪ar	w a t̪ a r	W V T V R	w a t a r	W A T A R	WHITE:12632	12632	WHITE:6714	6714
30057	Dieri	dier1241	WHITE		waru	w a r u	W V R V	w a r u	W A R Y	WHITE:12660	12660	WHITE:6715	6715
30059	Djambarrpuyngu	djam1256	WHITE		wat̪ar	w a t̪ a r	W V T V R	w a t a r	W A T A R	WHITE:12632	12632	WHITE:6714	6714
30061	Djinang	djin1253	WHITE		baɖciniŋ	b a ɖ c i n i ŋ	P V T K V N V N	b a d T i n i N	P A T C I N I N	WHITE:12619	12619	WHITE:6730	6730
30080	Djiwarli	djiw1241	WHITE		ciɳda	c i ɳ d a	K V N T V	T i n d a	C I N T A	WHITE:12669	12669	WHITE:6729	6729
30058	Dyaabugay	dyaa1242	WHITE		maraːn	m a r aː n	M V R V N	m a r a n	M A R A N	WHITE:12674	12674	WHITE:6728	6728
30064	Gamilaraay	gami1243	WHITE		balaː	b a l aː	P V R V	b a l a	P A L A	WHITE:12653	12653	WHITE:6711	6711
30083	Gamilaraay	gami1243	WHITE		bulːa	b u lː a	P V R V	b u l a	P Y L A	WHITE:12652	12652	WHITE:6711	6711
30073	Gupapuyngu	gupa1247	WHITE		wat̪ar	w a t̪ a r	W V T V R	w a t a r	W A T A R	WHITE:12632	12632	WHITE:6714	6714
30098	Gurdjar	gurd1238	WHITE		mpoːɖ	m p oː ɖ	M P V T	m p o d	M P U T	WHITE:12694	12694	WHITE:6727	6727
30099	Gurdjar	gurd1238	WHITE		βeːnt̪ik	β eː n t̪ i k	P V N T V K	b e n t i k	B E N T I K	WHITE:12694	12694	WHITE:6737	6737
30074	Gurindji	guri1247	WHITE		waki	w a k i	W V K V	w a k i	W A K I	WHITE:12628	12628	WHITE:6721	6721
30076	Guyani	guya1249	WHITE		kupa	k u p a	K V P V	k u p a	K Y P A	WHITE:12623	12623	WHITE:6710	6710
30078	Jaru	jaru1254	WHITE		buɹga	b u ɹ g a	P V R K V	b u r g a	P Y R K A	WHITE:12638	12638	WHITE:6717	6717
30102	Kala Lagaw Ya	kala1377	WHITE		boladgamul	b o l a d g a m u l	P V R V T K V M V R	b o l a d g a m u l	P U L A T K A M Y L	WHITE:12621	12621	WHITE:6754	6754
30082	Kalkutung	kalk1246	WHITE		puɭupuɭu	p u ɭ u p u ɭ u	P V R V P V R V	p u L u p u L u	P Y L Y P Y L Y	WHITE:12655	12655	WHITE:6723	6723
30084	Karadjeri	kara1476	WHITE		lali	l a l i	R V R V	l a l i	L A L I	WHITE:12644	12644	WHITE:6724	6724
30088	Kartujarra	kart1247	WHITE		piɭpiɭ	p i ɭ p i ɭ	P V R P V R	p i L p i L	P I L P I L	WHITE:1	1	WHITE:6713	6713
30090	Kaurna	kaur1267	WHITE		peɹkanːa	p e ɹ k a nː a	P V R K V N V	p e r k a n a	P E R K A N A	WHITE:12637	12637	WHITE:6718	6718
30094	Kukatja	kuka1246	WHITE		lebi	l e b i	R V P V	l e b i	L E P I	WHITE:12618	12618	WHITE:6753	6753
30095	Kuku-Yalanji	kuku1273	WHITE		biŋaci	b i ŋ a c i	P V N V K V	b i N a T i	P I N A C I	WHITE:12702	12702	WHITE:6726	6726
30069	Kumbainggar	kumb1268	WHITE		gaɹaːban	g a ɹ aː b a n	K V R V P V N	g a r a b a n	K A R A P A N	WHITE:12688	12688	WHITE:6710	6710
30100	Kuuku-Ya'u	kuuk1238	WHITE		pulpu	p u l p u	P V R P V	p u l p u	P Y L P Y	WHITE:12661	12661	WHITE:6713	6713
30132	Lower Riverland	lowe1402	WHITE		palgaɹiɲi	p a l g a ɹ i ɲ i	P V R K V R V N V	p a l g a r i H i	P A L K A R I N I	WHITE:12631	12631	WHITE:6725	6725
30108	Margany	marg1253	WHITE		bunduɲ	b u n d u ɲ	P V N T V N	b u n d u H	P Y N T Y N	WHITE:12703	12703	WHITE:6752	6752
30109	Martu Wangka	mart1256	WHITE		ŋintaɭpa	ŋ i n t a ɭ p a	N V N T V R P V	N i n t a L p a	N I N T A L P A	WHITE:12651	12651	WHITE:6722	6722
30123	Mudburra	mudb1240	WHITE		liwakara	l i w a k a r a	R V W V K V R V	l i w a k a r a	L I W A K A R A	WHITE:12629	12629	WHITE:6751	6751
30125	Muruwari	muru1266	WHITE		pulampulam	p u l a m p u l a m	P V R V M P V R V M	p u l a m p u l a m	P Y L A M P Y L A M	WHITE:12652	12652	WHITE:6723	6723
30138	Narrinyeri	narr1259	WHITE		balpe	b a l p e	P V R P V	b a l p e	P A L P E	WHITE:12643	12643	WHITE:6713	6713
30128	Ngaanyatjarra	ngaa1240	WHITE		piɳtalpa	p i ɳ t a l p a	P V N T V R P V	p i n t a l p a	P I N T A L P A	WHITE:12696	12696	WHITE:6722	6722
30133	Ngamini	ngam1284	WHITE		puɭu	p u ɭ u	P V R V	p u L u	P Y L Y	WHITE:12655	12655	WHITE:6711	6711
30135	Ngarinman	ngar1235	WHITE		wagi	w a g i	W V K V	w a g i	W A K I	WHITE:12628	12628	WHITE:6721	6721
30137	Ngarluma	ngar1287	WHITE		miɖamiɖa	m i ɖ a m i ɖ a	M V T V M V T V	m i d a m i d a	M I T A M I T A	WHITE:12654	12654	WHITE:6712	6712
30171	Ngura	ngur1261	WHITE		kupa	k u p a	K V P V	k u p a	K Y P A	WHITE:12623	12623	WHITE:6710	6710
30144	Northern Coastal Nyangumarta	nort2754	WHITE		lali	l a l i	R V R V	l a l i	L A L I	WHITE:12644	12644	WHITE:6724	6724
30145	Nyamal	nyam1271	WHITE		miʈamiʈa	m i ʈ a m i ʈ a	M V T V M V T V	m i t a m i t a	M I T A M I T A	WHITE:1	1	WHITE:6712	6712
30146	Nyangumarta	nyan1301	WHITE		miʈamiʈa	m i ʈ a m i ʈ a	M V T V M V T V	m i t a m i t a	M I T A M I T A	WHITE:12654	12654	WHITE:6712	6712
30147	Nyunga	nyun1247	WHITE		tel	t e l	T V R	t e l	T E L	WHITE:12627	12627	WHITE:6720	6720
30148	Paakantyi	darl1243	WHITE		goba	g o b a	K V P V	g o b a	K U P A	WHITE:12623	12623	WHITE:6710	6710
30150	Panytyima	pany1241	WHITE		cibara	c i b a r a	K V P V R V	T i b a r a	C I P A R A	WHITE:12686	12686	WHITE:6719	6719
30154	Pitjantjatjara	pitj1243	WHITE		piɹan	p i ɹ a n	P V R V N	p i r a n	P I R A N	WHITE:12696	12696	WHITE:6718	6718
30155	Pitta Pitta	pitt1247	WHITE		warhaput̪a	w a r h a p u t̪ a	W V R H V P V T V	w a r h a p u t a	W A R H A P Y T A	WHITE:12660	12660	WHITE:6750	6750
30158	Ritarungo	rita1239	WHITE		miɭitc	m i ɭ i t c	M V R V T K	m i L i t T	M I L I T C	WHITE:12625	12625	WHITE:6749	6749
30050	Sydney	sydn1236	WHITE		burakutːi	b u r a k u tː i	P V R V K V T V	b u r a k u t i	P Y R A K Y T I	WHITE:12647	12647	WHITE:6748	6748
30077	Sydney	sydn1236	WHITE		djira	d j i r a	T J V R V	d y i r a	T J I R A	WHITE:1	1	WHITE:6736	6736
30162	Wagaya	waga1260	WHITE		peɳʔaŋk	p e ɳ ʔ a ŋ k	P V N H V N K	p e n 7 a N k	P E N H A N K	WHITE:12681	12681	WHITE:6747	6747
30178	Wanman	wanm1242	WHITE		miʈamiʈa	m i ʈ a m i ʈ a	M V T V M V T V	m i t a m i t a	M I T A M I T A	WHITE:12654	12654	WHITE:6712	6712
30179	Wariyangga	wari1262	WHITE		t̪uɭa	t̪ u ɭ a	T V R V	t u L a	T Y L A	WHITE:12687	12687	WHITE:6720	6720
30176	Warlpiri	warl1254	WHITE		kaɖiri	k a ɖ i r i	K V T V R V	k a d i r i	K A T I R I	WHITE:12633	12633	WHITE:6746	6746
30180	Warumungu	waru1265	WHITE		puɳuɹu	p u ɳ u ɹ u	P V N V R V	p u n u r u	P Y N Y R Y	WHITE:12630	12630	WHITE:6745	6745
30182	Wathawurrung	wath1238	WHITE		daɳgarijn	d a ɳ g a r i j n	T V N K V R V J N	d a n g a r i y n	T A N K A R I J N	WHITE:12690	12690	WHITE:6744	6744
30184	Wik-Mungkan	wikm1247	WHITE		polp	p o l p	P V R P	p o l p	P U L P	WHITE:12661	12661	WHITE:6713	6713
30185	Wiradhuri	wira1262	WHITE		barabara	b a r a b a r a	P V R V P V R V	b a r a b a r a	P A R A P A R A	WHITE:12656	12656	WHITE:6743	6743
30186	Wirangu-Nauo	wira1260	WHITE		balgubalgu	b a l g u b a l g u	P V R K V P V R K V	b a l g u b a l g u	P A L K Y P A L K Y	WHITE:12631	12631	WHITE:6742	6742
30192	Yan-nhangu	yann1237	WHITE		biɹijanaɹaŋu	b i ɹ i j a n a ɹ a ŋ u	P V R V J V N V R V N V	b i r i y a n a r a N u	P I R I J A N A R A N Y	WHITE:12620	12620	WHITE:6741	6741
30193	Yandruwandha	yand1253	WHITE		paɭu	p a ɭ u	P V R V	p a L u	P A L Y	WHITE:12645	12645	WHITE:6711	6711
30195	Yawarawarga	yawa1258	WHITE		waɹu	w a ɹ u	W V R V	w a r u	W A R Y	WHITE:12660	12660	WHITE:6715	6715
30197	Yindjibarndi	yind1247	WHITE		ciwara	c i w a r a	K V W V R V	T i w a r a	C I W A R A	WHITE:12686	12686	WHITE:6719	6719
30200	Yorta Yorta	yort1237	WHITE		batcatc	b a t c a t c	P V T K V T K	b a t T a t T	P A T C A T C	WHITE:12689	12689	WHITE:6740	6740
30036	Yugambeh-Bandjalang	band1339	WHITE		dalahn_j	d a l a h n j	T V R V H N J	d a l a h n y	T A L A H N J	WHITE:12684	12684	WHITE:6739	6739
30037	Yugambeh-Bandjalang	band1339	WHITE		g	g	K	g	K	WHITE:12684	12684	WHITE:6735	6735
30038	Yugambeh-Bandjalang	band1339	WHITE		c	c	K	T	C	WHITE:12684	12684	WHITE:6716	6716
30039	Yugambeh-Bandjalang	band1339	WHITE		debeɹ_w	d e b e ɹ w	T V P V R W	d e b e r w	T E P E R W	WHITE:12684	12684	WHITE:6734	6734
30040	Yugambeh-Bandjalang	band1339	WHITE		c	c	K	T	C	WHITE:12684	12684	WHITE:6716	6716
30202	Yulparitja	yulp1238	WHITE		cuɳpulpa	c u ɳ p u l p a	K V N P V R P V	T u n p u l p a	C Y N P Y L P A	WHITE:12617	12617	WHITE:6738	6738
30203	Yuwaalaraay	yuwa1242	WHITE		baŋga	b a ŋ g a	P V N K V	b a N g a	P A N K A	WHITE:1	1	WHITE:6717	6717
30204	Adnyamathanha	adny1235	WHO		ŋanan̪a	ŋ a n a n̪ a	N V N V N V	N a n a n a	N A N A N A	WHO:12726	12726	WHO:6756	6756
30206	Alyawarr	alya1239	WHO		ŋwun̪	ŋ w u n̪	N W V N	N w u n	N W Y N	WHO:12716	12716	WHO:6760	6760
30207	Alyawarr	alya1239	WHO		ŋwun̪aij	ŋ w u n̪ a i j	N W V N V V J	N w u n a i y	N W Y N A I J	WHO:12716	12716	WHO:6760	6760
30209	Arabana	arab1267	WHO		waɹa	w a ɹ a	W V R V	w a r a	W A R A	WHO:12728	12728	WHO:6757	6757
30310	Banggarla	bang1339	WHO		nauwe	n a u w e	N V V W V	n a u w e	N A Y W E	WHO:12705	12705	WHO:6770	6770
30311	Bayungu	bayu1240	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30318	Dhalandji	dhal1245	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30218	Dhangu	dhan1270	WHO		jol	j o l	J V R	y o l	J U L	WHO:12731	12731	WHO:6758	6758
30319	Dhargari	dhar1247	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30223	Dhuwal	dhuw1249	WHO		jol	j o l	J V R	y o l	J U L	WHO:12731	12731	WHO:6758	6758
30225	Dieri	dier1241	WHO		waɹan̪a	w a ɹ a n̪ a	W V R V N V	w a r a n a	W A R A N A	WHO:12728	12728	WHO:6757	6757
30226	Dieri	dier1241	WHO		waɭi	w a ɭ i	W V R V	w a L i	W A L I	WHO:12728	12728	WHO:6757	6757
30228	Djambarrpuyngu	djam1256	WHO		jol	j o l	J V R	y o l	J U L	WHO:12731	12731	WHO:6758	6758
30230	Djinang	djin1253	WHO		waɹi	w a ɹ i	W V R V	w a r i	W A R I	WHO:12728	12728	WHO:6757	6757
30249	Djiwarli	djiw1241	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30227	Dyaabugay	dyaa1242	WHO		cuː	c uː	K V	T u	C Y	WHO:12720	12720	WHO:6769	6769
30235	Gamilaraay	gami1243	WHO		ŋaːndu	ŋ aː n d u	N V N T V	N a n d u	N A N T Y	WHO:12726	12726	WHO:6756	6756
30236	Gamilaraay	gami1243	WHO		ŋaːndi	ŋ aː n d i	N V N T V	N a n d i	N A N T I	WHO:12726	12726	WHO:6756	6756
30253	Gamilaraay	gami1243	WHO		ŋganːa	ŋ g a nː a	N K V N V	N g a n a	N K A N A	WHO:12726	12726	WHO:6756	6756
30242	Gupapuyngu	gupa1247	WHO		wæɹi	w æ ɹ i	W V R V	w E r i	W E R I	WHO:12728	12728	WHO:6757	6757
30265	Gurdjar	gurd1238	WHO		ŋkol	ŋ k o l	N K V R	N k o l	N K U L	WHO:12724	12724	WHO:6768	6768
30243	Gurindji	guri1247	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30245	Guyani	guya1249	WHO		ŋandunku	ŋ a n d u n k u	N V N T V N K V	N a n d u n k u	N A N T Y N K Y	WHO:12726	12726	WHO:6767	6767
30247	Jaru	jaru1254	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30268	Kala Lagaw Ya	kala1377	WHO		ŋa	ŋ a	N V	N a	N A	WHO:12726	12726	WHO:6756	6756
30252	Kalkutung	kalk1246	WHO		n̪ani	n̪ a n i	N V N V	n a n i	N A N I	WHO:12712	12712	WHO:6756	6756
30254	Karadjeri	kara1476	WHO		ŋaʈu	ŋ a ʈ u	N V T V	N a t u	N A T Y	WHO:12723	12723	WHO:6756	6756
30257	Kartujarra	kart1247	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30259	Kaurna	kaur1267	WHO		waːdaina	w aː d a i n a	W V T V V N V	w a d a i n a	W A T A I N A	WHO:12706	12706	WHO:6766	6766
30262	Kukatja	kuka1246	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30263	Kuku-Yalanji	kuku1273	WHO		waɲcu	w a ɲ c u	W V N K V	w a H T u	W A N C Y	WHO:12718	12718	WHO:6762	6762
30239	Kumbainggar	kumb1268	WHO		waːru	w aː r u	W V R V	w a r u	W A R Y	WHO:12728	12728	WHO:6757	6757
30266	Kuuku-Ya'u	kuuk1238	WHO		waːʔi	w aː ʔ i	W V H V	w a 7 i	W A H I	WHO:12727	12727	WHO:6761	6761
30273	Margany	marg1253	WHO		wan̪d̪u	w a n̪ d̪ u	W V N T V	w a n d u	W A N T Y	WHO:12718	12718	WHO:6762	6762
30274	Martu Wangka	mart1256	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30285	Mudburra	mudb1240	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30287	Muruwari	muru1266	WHO		ŋaːna	ŋ aː n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30295	Narrinyeri	narr1259	WHO		kidcanulin	k i d c a n u l i n	K V T K V N V R V N	k i d T a n u l i n	K I T C A N Y L I N	WHO:12708	12708	WHO:6765	6765
30288	Ngaanyatjarra	ngaa1240	WHO		ŋanalu?/ʔ	ŋ a n a l u ʔ	N V N V R V H	N a n a l u 7	N A N A L Y H	WHO:12726	12726	WHO:6756	6756
30289	Ngaanyatjarra	ngaa1240	WHO		ŋanaɲa?/ʔ	ŋ a n a ɲ a ʔ	N V N V N V H	N a n a H a 7	N A N A N A H	WHO:12726	12726	WHO:6756	6756
30290	Ngamini	ngam1284	WHO		waɹa	w a ɹ a	W V R V	w a r a	W A R A	WHO:12728	12728	WHO:6757	6757
30292	Ngarinman	ngar1235	WHO		ŋana?/ʔ	ŋ a n a ʔ	N V N V H	N a n a 7	N A N A H	WHO:12726	12726	WHO:6756	6756
30294	Ngarluma	ngar1287	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30327	Ngura	ngur1261	WHO		waɹa	w a ɹ a	W V R V	w a r a	W A R A	WHO:12728	12728	WHO:6757	6757
30303	Northern Coastal Nyangumarta	nort2754	WHO		ŋanuʈu	ŋ a n u ʈ u	N V N V T V	N a n u t u	N A N Y T Y	WHO:12713	12713	WHO:6756	6756
30304	Nyamal	nyam1271	WHO		ŋaniɲa	ŋ a n i ɲ a	N V N V N V	N a n i H a	N A N I N A	WHO:12726	12726	WHO:6756	6756
30305	Nyangumarta	nyan1301	WHO		ŋanuʈu	ŋ a n u ʈ u	N V N V T V	N a n u t u	N A N Y T Y	WHO:12713	12713	WHO:6756	6756
30306	Nyunga	nyun1247	WHO		ŋijaŋ	ŋ i j a ŋ	N V J V N	N i y a N	N I J A N	WHO:1	1	WHO:6759	6759
30307	Paakantyi	darl1243	WHO		windciga	w i n d c i g a	W V N T K V K V	w i n d T i g a	W I N T C I K A	WHO:12730	12730	WHO:6764	6764
30309	Panytyima	pany1241	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30314	Pitjantjatjara	pitj1243	WHO		ŋanaɲa?/ʔ	ŋ a n a ɲ a ʔ	N V N V N V H	N a n a H a 7	N A N A N A H	WHO:12726	12726	WHO:6756	6756
30315	Pitta Pitta	pitt1247	WHO		waɹa	w a ɹ a	W V R V	w a r a	W A R A	WHO:12728	12728	WHO:6757	6757
30317	Ritarungo	rita1239	WHO		waɹa	w a ɹ a	W V R V	w a r a	W A R A	WHO:12728	12728	WHO:6757	6757
30219	Sydney	sydn1236	WHO		ŋjan	ŋ j a n	N J V N	N y a n	N J A N	WHO:12710	12710	WHO:6759	6759
30246	Sydney	sydn1236	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:1	1	WHO:6756	6756
30322	Wagaya	waga1260	WHO		went̪iŋaɭ	w e n t̪ i ŋ a ɭ	W V N T V N V R	w e n t i N a L	W E N T I N A L	WHO:12730	12730	WHO:6763	6763
30332	Wanman	wanm1242	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30333	Wariyangga	wari1262	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30330	Warlpiri	warl1254	WHO		ŋana?/ʔ	ŋ a n a ʔ	N V N V H	N a n a 7	N A N A H	WHO:12726	12726	WHO:6756	6756
30334	Warumungu	waru1265	WHO		ɲaji	ɲ a j i	N V J V	H a y i	N A J I	WHO:12729	12729	WHO:6759	6759
30336	Wathawurrung	wath1238	WHO		wela	w e l a	W V R V	w e l a	W E L A	WHO:12709	12709	WHO:6757	6757
30339	Wik-Mungkan	wikm1247	WHO		weːʔ	w eː ʔ	W V H	w e 7	W E H	WHO:12719	12719	WHO:6761	6761
30340	Wiradhuri	wira1262	WHO		ŋandu	ŋ a n d u	N V N T V	N a n d u	N A N T Y	WHO:12726	12726	WHO:6756	6756
30341	Wirangu-Nauo	wira1260	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30345	Yan-nhangu	yann1237	WHO		waɹa	w a ɹ a	W V R V	w a r a	W A R A	WHO:12728	12728	WHO:6757	6757
30346	Yandruwandha	yand1253	WHO		waɳu	w a ɳ u	W V N V	w a n u	W A N Y	WHO:12728	12728	WHO:6762	6762
30347	Yandruwandha	yand1253	WHO		waɹanu	w a ɹ a n u	W V R V N V	w a r a n u	W A R A N Y	WHO:12728	12728	WHO:6757	6757
30350	Yawarawarga	yawa1258	WHO		waɭu	w a ɭ u	W V R V	w a L u	W A L Y	WHO:12728	12728	WHO:6757	6757
30352	Yindjibarndi	yind1247	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30354	Yorta Yorta	yort1237	WHO		ŋani	ŋ a n i	N V N V	N a n i	N A N I	WHO:12726	12726	WHO:6756	6756
30213	Yugambeh-Bandjalang	band1339	WHO		ŋeːn	ŋ eː n	N V N	N e n	N E N	WHO:12726	12726	WHO:6760	6760
30356	Yulparitja	yulp1238	WHO		ŋana	ŋ a n a	N V N V	N a n a	N A N A	WHO:12726	12726	WHO:6756	6756
30357	Yuwaalaraay	yuwa1242	WHO		ŋaːndu	ŋ aː n d u	N V N T V	N a n d u	N A N T Y	WHO:12726	12726	WHO:6756	6756
30358	Yuwaalaraay	yuwa1242	WHO		ŋaːndi	ŋ aː n d i	N V N T V	N a n d i	N A N T I	WHO:12726	12726	WHO:6756	6756
30359	Adnyamathanha	adny1235	WIFE		aʈuɳa	a ʈ u ɳ a	V T V N V	a t u n a	A T Y N A	WIFE:12734	12734	WIFE:6777	6777
30361	Alyawarr	alya1239	WIFE		anew	a n e w	V N V W	a n e w	A N E W	WIFE:12759	12759	WIFE:6782	6782
30362	Alyawarr	alya1239	WIFE		mpweɳej	m p w e ɳ e j	M P W V N V J	m p w e n e y	M P W E N E J	WIFE:12759	12759	WIFE:6801	6801
30363	Alyawarr	alya1239	WIFE		anenc	a n e n c	V N V N K	a n e n T	A N E N C	WIFE:12759	12759	WIFE:6806	6806
30364	Alyawarr	alya1239	WIFE		anewikʷ	a n e w i kʷ	V N V W V K	a n e w i k	A N E W I K	WIFE:12759	12759	WIFE:6809	6809
30366	Arabana	arab1267	WIFE		nupa	n u p a	N V P V	n u p a	N Y P A	WIFE:12803	12803	WIFE:6771	6771
30490	Banggarla	bang1339	WIFE		juŋaɹa	j u ŋ a ɹ a	J V N V R V	y u N a r a	J Y N A R A	WIFE:12741	12741	WIFE:6778	6778
30491	Bayungu	bayu1240	WIFE		jagan	j a g a n	J V K V N	y a g a n	J A K A N	WIFE:12757	12757	WIFE:6773	6773
30500	Dhalandji	dhal1245	WIFE		jagan	j a g a n	J V K V N	y a g a n	J A K A N	WIFE:12757	12757	WIFE:6773	6773
30381	Dhangu	dhan1270	WIFE		galaj	g a l a j	K V R V J	g a l a y	K A L A J	WIFE:12736	12736	WIFE:6772	6772
30501	Dhargari	dhar1247	WIFE		cali	c a l i	K V R V	T a l i	C A L I	WIFE:12790	12790	WIFE:6772	6772
30387	Dhuwal	dhuw1249	WIFE		galaj	g a l a j	K V R V J	g a l a y	K A L A J	WIFE:12736	12736	WIFE:6772	6772
30389	Dieri	dier1241	WIFE		n̪uwa	n̪ u w a	N V W V	n u w a	N Y W A	WIFE:12803	12803	WIFE:6771	6771
30391	Djambarrpuyngu	djam1256	WIFE		galaj	g a l a j	K V R V J	g a l a y	K A L A J	WIFE:12736	12736	WIFE:6772	6772
30393	Djinang	djin1253	WIFE		ɲanimigi	ɲ a n i m i g i	N V N V M V K V	H a n i m i g i	N A N I M I K I	WIFE:12740	12740	WIFE:6810	6810
30414	Djiwarli	djiw1241	WIFE		jagan	j a g a n	J V K V N	y a g a n	J A K A N	WIFE:12757	12757	WIFE:6773	6773
30390	Dyaabugay	dyaa1242	WIFE		wagal	w a g a l	W V K V R	w a g a l	W A K A L	WIFE:12784	12784	WIFE:6811	6811
30398	Gamilaraay	gami1243	WIFE		goːleaɹ	g oː l e a ɹ	K V R V V R	g o l e a r	K U L E A R	WIFE:12751	12751	WIFE:6775	6775
30418	Gamilaraay	gami1243	WIFE		guliɹan	g u l i ɹ a n	K V R V R V N	g u l i r a n	K Y L I R A N	WIFE:12751	12751	WIFE:6775	6775
30407	Gupapuyngu	gupa1247	WIFE		galaj	g a l a j	K V R V J	g a l a y	K A L A J	WIFE:12736	12736	WIFE:6772	6772
30436	Gurdjar	gurd1238	WIFE		ŋkaːr	ŋ k aː r	N K V R	N k a r	N K A R	WIFE:12795	12795	WIFE:6812	6812
30408	Gurindji	guri1247	WIFE		muŋkac	m u ŋ k a c	M V N K V K	m u N k a T	M Y N K A C	WIFE:12738	12738	WIFE:6774	6774
30410	Guyani	guya1249	WIFE		karu	k a r u	K V R V	k a r u	K A R Y	WIFE:1	1	WIFE:6776	6776
30412	Jaru	jaru1254	WIFE		galu	g a l u	K V R V	g a l u	K A L Y	WIFE:12736	12736	WIFE:6772	6772
