ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	EDITID
55390	Rarotongan	?	wet		tarari	t a r a r i	T V R V R V	t a r a r i	T A R A R I	9	1734	wet:6294	6294
58724	Rennellese	?	wet		suʔia	s u ʔ ia	S V H V	s u 7 i	S Y H I	11	1728	wet:6313	6313
47215	Rurutuan	?	wet		maʔu	m a ʔ u	M V H V	m a 7 u	M A H Y	10	1727	wet:6303	6303
47216	Rurutuan	?	wet		rari	r a r i	R V R V	r a r i	R A R I	9	1734	wet:6294	6294
27130	Samoan	?	wet		susu	s u s u	S V S V	s u s u	S Y S Y	11	1728	wet:6313	6313
55726	Sikaiana	?	wet		siu	s iu	S V	s i	S I	11	1728	wet:6313	6313
5788	Surigaonon	?	wet		basa	b a s a	P V S V	b a s a	P A S A	1	1726	wet:6295	6295
54688	Tagalog	?	wet		basa	b a s a	P V S V	b a s a	P A S A	1	1726	wet:6295	6295
49721	TagalogAnthonydelaPaz	?	wet		basa	b a s a	P V S V	b a s a	P A S A	1	1726	wet:6295	6295
60481	TahitianModern	?	wet		rari	r a r i	R V R V	r a r i	R A R I	9	1734	wet:6294	6294
30426	Tikopia	?	wet		suu	s uu	S V	s u	S Y	11	1728	wet:6313	6313
49698	Tongan	?	wet		viku	v i k u	W V K V	v i k u	B I K Y	48	1733	wet:6331	6331
23519	Tuamotu	?	wet		rari	r a r i	R V R V	r a r i	R A R I	9	1734	wet:6294	6294
40812	UveaEast	?	wet		palapala	p a l a p a l a	P V R V P V R V	p a l a p a l a	P A L A P A L A	38	1732	wet:6294	6294
27779	WesternBukidnonManobo	?	wet		hames	h a m e s	H V M V S	h a m e s	H A M E S	30	1731	wet:6334	6334
46547	Woleai	?	wet		ccogo	cc o g o	K V K V	T o g o	C U K U	12	1729	wet:6335	6335
7143	Yami	?	wet		mavasa	m a v a s a	M V W V S V	m a v a s a	M A B A S A	1	1726	wet:6295	6295
16157	Anuta	?	what?		aa	aa	V	a	A	1	1735	what?:6336	6336
26107	BanjareseMalay	?	what?		apaʔ	a p a ʔ	V P V H	a p a 7	A P A H	1	1735	what?:6337	6337
58018	Carolinian	?	what?		mee|ta	m ee| t a	M V T V	m e t a	M E T A	1	1735	what?:6338	6338
15626	Chuukese	?	what?		meeta	m ee t a	M V T V	m e t a	M E T A	1	1735	what?:6338	6338
56773	DayakNgaju	?	what?		narai	n a r ai	N V R V	n a r a	N A R A	11	1736	what?:6337	6337
26584	EastSumbaneseKamberaSoutherndialect	?	what?		nggara	n gg a r a	N K V R V	n g a r a	N K A R A	5	1740	what?:6337	6337
10091	EastSumbaneseUmbuRatuNggaidialect	?	what?		gara	g a r a	K V R V	g a r a	K A R A	5	1740	what?:6337	6337
59424	FutunaEast	?	what?		aa	aa	V	a	A	1	1735	what?:6336	6336
55486	Imorod	?	what?		ikongo	i k o n g o	V K V N K V	i k o n g o	I K U N K U	18	1737	what?:6344	6344
49859	Indonesian	?	what?		apa	a p a	V P V	a p a	A P A	1	1735	what?:6337	6337
48283	Iraralay	?	what?		ikongo	i k o n g o	V K V N K V	i k o n g o	I K U N K U	18	1737	what?:6344	6344
53751	Isamorong	?	what?		ango	a n g o	V N K V	a n g o	A N K U	18	1737	what?:6344	6344
24447	Itbayat	?	what?		akoh	a k o h	V K V H	a k o h	A K U H	18	1737	what?:6344	6344
65330	Ivasay	?	what?		ango	a n g o	V N K V	a n g o	A N K U	18	1737	what?:6344	6344
1861	Katingan	?	what?		narai	n a r ai	N V R V	n a r a	N A R A	11	1736	what?:6337	6337
29239	Lakalai	?	what?		lava	l a v a	R V W V	l a v a	L A B A	1	1735	what?:6337	6337
38381	Luangiua	?	what?		ea	ea	V	e	E	1	1735	what?:6352	6352
907	MalayBahasaIndonesia	?	what?		apa	a p a	V P V	a p a	A P A	1	1735	what?:6337	6337
49160	Maori	?	what?		aha	a h a	V H V	a h a	A H A	1	1735	what?:6337	6337
48877	Marquesan	?	what?		aha	a h a	V H V	a h a	A H A	1	1735	what?:6337	6337
22680	Minangkabau	?	what?		apo	a p o	V P V	a p o	A P U	1	1735	what?:6344	6344
8559	NakanaiBilekiDialect	?	what?		l|ava	l| a v a	R V W V	l a v a	L A B A	1	1735	what?:6337	6337
42125	Niue	?	what?		haa	h aa	H V	h a	H A	1	1735	what?:6336	6336
3233	Ogan	?	what?		apə	a p ə	V P V	a p I	A P E	1	1735	what?:6344	6344
14501	Penrhyn	?	what?		aha	a h a	V H V	a h a	A H A	1	1735	what?:6337	6337
42906	RapanuiEasterIsland	?	what?		aha	a h a	V H V	a h a	A H A	1	1735	what?:6337	6337
66850	Rarotongan	?	what?		aa	aa	V	a	A	1	1735	what?:6336	6336
46988	Rennellese	?	what?		aa	aa	V	a	A	1	1735	what?:6336	6336
50735	Rurutuan	?	what?		aʔa	a ʔ a	V H V	a 7 a	A H A	1	1735	what?:6337	6337
33903	Sikaiana	?	what?		aa	aa	V	a	A	1	1735	what?:6336	6336
35680	Surigaonon	?	what?		ono	o n o	V N V	o n o	U N U	2	1738	what?:6344	6344
10033	Tagalog	?	what?		ano	a n o	V N V	a n o	A N U	2	1738	what?:6344	6344
25308	TagalogAnthonydelaPaz	?	what?		ano	a n o	V N V	a n o	A N U	2	1738	what?:6344	6344
29776	Tikopia	?	what?		aa	aa	V	a	A	1	1735	what?:6336	6336
29578	Tongan	?	what?		ha	h a	H V	h a	H A	1	1735	what?:6337	6337
63410	Tuamotu	?	what?		aha	a h a	V H V	a h a	A H A	1	1735	what?:6337	6337
35741	UveaEast	?	what?		aa	aa	V	a	A	1	1735	what?:6336	6336
62276	WesternBukidnonManobo	?	what?		heŋkey	h e ŋ k ey	H V N K V	h e N k e	H E N K E	26	1739	what?:6373	6373
54638	Woleai	?	what?		mettaa	m e tt aa	M V T V	m e t a	M E T A	1	1735	what?:6336	6336
14186	Yami	?	what?		ikong	i k o n g	V K V N K	i k o n g	I K U N K	18	1737	what?:6344	6344
15286	BanjareseMalay	?	when?		bila	b i l a	P V R V	b i l a	P I L A	13	1744	when?:6374	6374
28331	Carolinian	?	when?		ileet	i l ee t	V R V T	i l e t	I L E T	1	1741	when?:6375	6375
13388	Cebuano	?	when?		kanusa	k a n u s a	K V N V S V	k a n u s a	K A N Y S A	10	1742	when?:6376	6376
40929	Chuukese	?	when?		ineet	i n ee t	V N V T	i n e t	I N E T	1	1741	when?:6375	6375
3997	ChuukeseAKATrukese	?	when?		neet	n ee t	N V T	n e t	N E T	1	1741	when?:6375	6375
14193	EastSumbaneseKamberaSoutherndialect	?	when?		pirang	p i r a n g	P V R V N K	p i r a n g	P I R A N K	1	1741	when?:6379	6379
12378	EastSumbaneseUmbuRatuNggaidialect	?	when?		pirang	p i r a n g	P V R V N K	p i r a n g	P I R A N K	1	1741	when?:6379	6379
327	FutunaEast	?	when?		aafea	aa f ea	V P V	a f e	A B E	5	1745	when?:6381	6381
62234	Indonesian	?	when?		kapan	k a p a n	K V P V N	k a p a n	K A P A N	12	1743	when?:6379	6379
45494	Isamorong	?	when?		kaango	k aa n g o	K V N K V	k a n g o	K A N K U	10	1742	when?:6383	6383
12056	Itbayat	?	when?		angkaangoh	a n g k aa n g o h	V N K K V N K V H	a n g k a n g o h	A N K K A N K U H	10	1742	when?:6383	6383
12450	Itbayaten	?	when?		qangkaanguh	q a n g k aa n g u h	K V N K K V N K V H	q a n g k a n g u h	K A N K K A N K Y H	10	1742	when?:6383	6383
15846	Ivasay	?	when?		kaango	k aa n g o	K V N K V	k a n g o	K A N K U	10	1742	when?:6383	6383
18422	Lakalai	?	when?		alaisa	a l ai s a	V R V S V	a l a s a	A L A S A	1	1741	when?:6376	6376
22638	MalayBahasaIndonesia	?	when?		bila	b i l a	P V R V	b i l a	P I L A	13	1744	when?:6374	6374
22639	MalayBahasaIndonesia	?	when?		kapan	k a p a n	K V P V N	k a p a n	K A P A N	12	1743	when?:6379	6379
23929	Maori	?	when?		aahea	aa h ea	V H V	a h e	A H E	5	1745	when?:6381	6381
53408	Marquesan	?	when?		aahea	aa h ea	V H V	a h e	A H E	5	1745	when?:6381	6381
29735	Minangkabau	?	when?		bilo	b i l o	P V R V	b i l o	P I L U	13	1744	when?:6374	6374
19291	NakanaiBilekiDialect	?	when?		ga|isa	g a|i s a	K V S V	g a s a	K A S A	1	1741	when?:6376	6376
46668	Niue	?	when?		fe_	f e	P V	f e	B E	5	1745	when?:6393	6393
32257	Ogan	?	when?		kəbilə	k ə b i l ə	K V P V R V	k I b i l I	K E P I L E	13	1744	when?:6374	6374
56806	Penrhyn	?	when?		aahea	aa h ea	V H V	a h e	A H E	5	1745	when?:6381	6381
66225	Rarotongan	?	when?		aaea	aaea	V	a	A	5	1745	when?:6396	6396
7420	Rurutuan	?	when?		inaaʔea	i n aa ʔ ea	V N V H V	i n a 7 e	I N A H E	5	1745	when?:6381	6381
11710	Samoan	?	when?		anafea	a n a f ea	V N V P V	a n a f e	A N A B E	5	1745	when?:6381	6381
4112	Surigaonon	?	when?		kanusa	k a n u s a	K V N V S V	k a n u s a	K A N Y S A	10	1742	when?:6376	6376
66585	Tagalog	?	when?		kailan	k ai l a n	K V R V N	k a l a n	K A L A N	1	1741	when?:6379	6379
23554	TagalogAnthonydelaPaz	?	when?		kailan	k ai l a n	K V R V N	k a l a n	K A L A N	1	1741	when?:6379	6379
7070	TahitianModern	?	when?		inaafea	i n aa f ea	V N V P V	i n a f e	I N A B E	5	1745	when?:6381	6381
37608	Tikopia	?	when?		afea	a f ea	V P V	a f e	A B E	5	1745	when?:6381	6381
60878	UveaEast	?	when?		afea	a f ea	V P V	a f e	A B E	5	1745	when?:6381	6381
34375	Woleai	?	when?		ileeta	i l ee t a	V R V T V	i l e t a	I L E T A	1	1741	when?:6375	6375
56438	Yami	?	when?		mango	m a n g o	M V N K V	m a n g o	M A N K U	10	1742	when?:6383	6383
2048	Anuta	?	where?		pea	p ea	P V	p e	P E	3	1751	where?:6397	6397
30233	Carolinian	?	where?		iiya	iiya	V	i	I	3	1751	where?:6398	6398
3503	Cebuano	?	where?		hain	h ai n	H V N	h a n	H A N	15	1748	where?:6399	6399
50035	Chuukese	?	where?		iiya	iiya	V	i	I	3	1751	where?:6398	6398
36394	ChuukeseAKATrukese	?	where?		iyaa	iyaa	V	i	I	3	1751	where?:6401	6401
49775	DayakNgaju	?	where?		kuweh	k u w e h	K V W V H	k u w e h	K Y W E H	25	1750	where?:6402	6402
37310	EastSumbaneseUmbuRatuNggaidialect	?	where?		gide	g i d e	K V T V	g i d e	K I T E	5	1753	where?:6403	6403
56972	FutunaEast	?	where?		fea	f ea	P V	f e	B E	3	1751	where?:6397	6397
41865	Imorod	?	where?		jino	j i n o	J V N V	y i n o	J I N U	1	1746	where?:6405	6405
11238	Iraralay	?	where?		jino	j i n o	J V N V	y i n o	J I N U	1	1746	where?:6405	6405
26536	Isamorong	?	where?		jino	j i n o	J V N V	y i n o	J I N U	1	1746	where?:6405	6405
38789	Itbayat	?	where?		dinoh	d i n o h	T V N V H	d i n o h	T I N U H	1	1746	where?:6405	6405
67344	Itbayaten	?	where?		dinuh	d i n u h	T V N V H	d i n u h	T I N Y H	1	1746	where?:6405	6405
38154	Ivasay	?	where?		dino	d i n o	T V N V	d i n o	T I N U	1	1746	where?:6405	6405
5234	Katingan	?	where?		naŋquhsuwɛi	n a ŋ q u h s u w ɛi	N V N K V H S V W V	n a N q u h s u w E	N A N K Y H S Y W E	25	1750	where?:6411	6411
63512	Lakalai	?	where?		oiove	oio v e	V W V	o v e	U B E	10	1747	where?:6403	6403
20774	Luangiua	?	where?		hea	h ea	H V	h e	H E	3	1751	where?:6397	6397
14960	MalayBahasaIndonesia	?	where?		dimana	d i m a n a	T V M V N V	d i m a n a	T I M A N A	20	1749	where?:6405	6405
45913	Maori	?	where?		whea	w h ea	W H V	w h e	W H E	3	1751	where?:6397	6397
62770	Marquesan	?	where?		hea	h ea	H V	h e	H E	3	1751	where?:6397	6397
26062	Minangkabau	?	where?		dima	d i m a	T V M V	d i m a	T I M A	20	1749	where?:6405	6405
52121	NakanaiBilekiDialect	?	where?		oiove	oio v e	V W V	o v e	U B E	10	1747	where?:6403	6403
56198	Niue	?	where?		fee	f ee	P V	f e	B E	3	1751	where?:6419	6419
11015	Ogan	?	where?		dimanə	d i m a n ə	T V M V N V	d i m a n I	T I M A N E	20	1749	where?:6405	6405
58149	Penrhyn	?	where?		hea	h ea	H V	h e	H E	3	1751	where?:6397	6397
65409	RapanuiEasterIsland	?	where?		he	h e	H V	h e	H E	3	1751	where?:6399	6399
48727	Rarotongan	?	where?		ea	ea	V	e	E	3	1751	where?:6397	6397
36323	Rennellese	?	where?		hea	h ea	H V	h e	H E	3	1751	where?:6397	6397
10504	Rurutuan	?	where?		ʔia	ʔ ia	H V	7 i	H I	3	1751	where?:6425	6425
47864	Sikaiana	?	where?		hea	h ea	H V	h e	H E	3	1751	where?:6397	6397
11687	Surigaonon	?	where?		hain	h ai n	H V N	h a n	H A N	15	1748	where?:6399	6399
58408	Tagalog	?	where?		saan	s aa n	S V N	s a n	S A N	15	1748	where?:6428	6428
37696	TagalogAnthonydelaPaz	?	where?		saan	s aa n	S V N	s a n	S A N	15	1748	where?:6428	6428
19834	TahitianModern	?	where?		hea	h ea	H V	h e	H E	3	1751	where?:6397	6397
62364	Tikopia	?	where?		fea	f ea	P V	f e	B E	3	1751	where?:6397	6397
39114	Tuamotu	?	where?		hea	h ea	H V	h e	H E	3	1751	where?:6397	6397
59511	UveaEast	?	where?		fea	f ea	P V	f e	B E	3	1751	where?:6397	6397
45577	WesternBukidnonManobo	?	where?		hendeqi	h e n d e q i	H V N T V K V	h e n d e q i	H E N T E K I	32	1752	where?:6399	6399
26830	Woleai	?	where?		iiya	iiya	V	i	I	3	1751	where?:6398	6398
51812	Yami	?	where?		jino	j i n o	J V N V	y i n o	J I N U	1	1746	where?:6405	6405
15309	Anuta	?	white		kena	k e n a	K V N V	k e n a	K E N A	10	1755	white:6429	6429
15310	Anuta	?	white		tea	t ea	T V	t e	T E	8	1764	white:6437	6437
23339	BanjareseMalay	?	white		putih	p u t i h	P V T V H	p u t i h	P Y T I H	1	1754	white:6430	6430
61860	Carolinian	?	white		bweschebwesch	b w e s c h e b w e s c h	P W V S K H V P W V S K H	b w e s T h e b w e s T h	P W E S C H E P W E S C H	11	1756	white:6431	6431
34047	Cebuano	?	white		puti	p u t i	P V T V	p u t i	P Y T I	1	1754	white:6430	6430
31362	Chuukese	?	white		pwecha	p w e c h a	P W V K H V	p w e T h a	P W E C H A	11	1756	white:6431	6431
56499	DayakNgaju	?	white		puti	p u t i	P V T V	p u t i	P Y T I	1	1754	white:6430	6430
16373	EastSumbaneseKamberaSoutherndialect	?	white		bara	b a r a	P V R V	b a r a	P A R A	3	1760	white:6435	6435
39790	EastSumbaneseUmbuRatuNggaidialect	?	white		kaka	k a k a	K V K V	k a k a	K A K A	5	1762	white:6435	6435
39791	EastSumbaneseUmbuRatuNggaidialect	?	white		mbara	m b a r a	M P V R V	m b a r a	M P A R A	3	1760	white:6435	6435
7845	FutunaEast	?	white		tea	t ea	T V	t e	T E	8	1764	white:6437	6437
28211	Imorod	?	white		meylak	m ey l a k	M V R V K	m e l a k	M E L A K	27	1758	white:6438	6438
28212	Imorod	?	white		malavang	m a l a v a n g	M V R V W V N K	m a l a v a n g	M A L A B A N K	28	1759	white:6438	6438
48451	Indonesian	?	white		putih	p u t i h	P V T V H	p u t i h	P Y T I H	1	1754	white:6430	6430
4745	Iraralay	?	white		meylak	m ey l a k	M V R V K	m e l a k	M E L A K	27	1758	white:6438	6438
4746	Iraralay	?	white		malavang	m a l a v a n g	M V R V W V N K	m a l a v a n g	M A L A B A N K	28	1759	white:6438	6438
3014	Isamorong	?	white		mayidak	m ayi d a k	M V T V K	m a d a k	M A T A K	27	1758	white:6438	6438
39616	Itbayat	?	white		mahilak	m a h i l a k	M V H V R V K	m a h i l a k	M A H I L A K	27	1758	white:6438	6438
39423	Itbayaten	?	white		mahilak	m a h i l a k	M V H V R V K	m a h i l a k	M A H I L A K	27	1758	white:6438	6438
52002	Ivasay	?	white		maydak	m ay d a k	M V T V K	m a d a k	M A T A K	27	1758	white:6438	6438
15678	Katingan	?	white		baputiʔ	b a p u t i ʔ	P V P V T V H	b a p u t i 7	P A P Y T I H	1	1754	white:6430	6430
9534	Lakalai	?	white		kakea	k a k ea	K V K V	k a k e	K A K E	20	1757	white:6435	6435
27357	MalayBahasaIndonesia	?	white		putih	p u t i h	P V T V H	p u t i h	P Y T I H	1	1754	white:6430	6430
18668	Marquesan	?	white		tavaie	t a v aie	T V W V	t a v a	T A B A	47	1761	white:6437	6437
18669	Marquesan	?	white		teko	t e k o	T V K V	t e k o	T E K U	9	1765	white:6437	6437
18670	Marquesan	?	white		tea	t ea	T V	t e	T E	8	1764	white:6437	6437
54718	Minangkabau	?	white		putiah	p u t ia h	P V T V H	p u t i h	P Y T I H	1	1754	white:6430	6430
1455	NakanaiBilekiDialect	?	white		kakea	k a k ea	K V K V	k a k e	K A K E	20	1757	white:6435	6435
63453	Niue	?	white		tea	t ea	T V	t e	T E	8	1764	white:6437	6437
1906	Ogan	?	white		putih	p u t i h	P V T V H	p u t i h	P Y T I H	1	1754	white:6430	6430
55394	Penrhyn	?	white		tea	t ea	T V	t e	T E	8	1764	white:6437	6437
47682	RapanuiEasterIsland	?	white		teatea	t ea t ea	T V T V	t e t e	T E T E	8	1764	white:6437	6437
39398	Rarotongan	?	white		tea	t ea	T V	t e	T E	8	1764	white:6437	6437
9353	Rennellese	?	white		tea	t ea	T V	t e	T E	8	1764	white:6437	6437
9577	Rurutuan	?	white		teatea	t ea t ea	T V T V	t e t e	T E T E	8	1764	white:6437	6437
38602	Samoan	?	white		sina	s i n a	S V N V	s i n a	S I N A	66	1763	white:6429	6429
38603	Samoan	?	white		tea	t ea	T V	t e	T E	8	1764	white:6437	6437
64259	Sikaiana	?	white		k/kena	k k e n a	K K V N V	k k e n a	K K E N A	10	1755	white:6429	6429
64260	Sikaiana	?	white		tea	t ea	T V	t e	T E	8	1764	white:6437	6437
5684	Surigaonon	?	white		puti	p u t i	P V T V	p u t i	P Y T I	1	1754	white:6430	6430
49937	Tagalog	?	white		puti	p u t i	P V T V	p u t i	P Y T I	1	1754	white:6430	6430
13475	TagalogAnthonydelaPaz	?	white		puti	p u t i	P V T V	p u t i	P Y T I	1	1754	white:6430	6430
51376	Tikopia	?	white		kena	k e n a	K V N V	k e n a	K E N A	10	1755	white:6429	6429
51377	Tikopia	?	white		tea	t ea	T V	t e	T E	8	1764	white:6437	6437
17533	Tongan	?	white		hinehina	h i n e h i n a	H V N V H V N V	h i n e h i n a	H I N E H I N A	66	1763	white:6429	6429
34270	Tuamotu	?	white		tea	t ea	T V	t e	T E	8	1764	white:6437	6437
16590	UveaEast	?	white		tea	t ea	T V	t e	T E	8	1764	white:6437	6437
8641	WesternBukidnonManobo	?	white		putiq	p u t i q	P V T V K	p u t i q	P Y T I K	1	1754	white:6430	6430
51268	Woleai	?	white		beshɛ	b e s h ɛ	P V S H V	b e s h E	P E S H E	11	1756	white:6431	6431
36066	Yami	?	white		malavang	m a l a v a n g	M V R V W V N K	m a l a v a n g	M A L A B A N K	28	1759	white:6438	6438
3666	Anuta	?	who?		ai	ai	V	a	A	1	1766	who?:6439	6439
46759	BanjareseMalay	?	who?		siapaʔ	s ia p a ʔ	S V P V H	s i p a 7	S I P A H	12	1767	who?:6440	6440
59493	Carolinian	?	who?		iyo	iyo	V	i	I	9	1773	who?:6441	6441
63720	Chuukese	?	who?		iye	iye	V	i	I	9	1773	who?:6442	6442
11224	ChuukeseAKATrukese	?	who?		yee	yee	V	i	Y	9	1773	who?:6443	6443
41362	DayakNgaju	?	who?		aweh	a w e h	V W V H	a w e h	A W E H	13	1768	who?:6444	6444
1449	EastSumbaneseKamberaSoutherndialect	?	who?		nggamu	n gg a m u	N K V M V	n g a m u	N K A M Y	6	1772	who?:6445	6445
57680	EastSumbaneseUmbuRatuNggaidialect	?	who?		hera	h e r a	H V R V	h e r a	H E R A	5	1771	who?:6446	6446
17351	FutunaEast	?	who?		ai	ai	V	a	A	1	1766	who?:6439	6439
14692	Imorod	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6448	6448
3488	Indonesian	?	who?		siapa	s ia p a	S V P V	s i p a	S I P A	12	1767	who?:6440	6440
55406	Iraralay	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6448	6448
64993	Isamorong	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6448	6448
45835	Itbayat	?	who?		sinoh	s i n o h	S V N V H	s i n o h	S I N U H	14	1769	who?:6448	6448
52898	Itbayaten	?	who?		sinuh	s i n u h	S V N V H	s i n u h	S I N Y H	14	1769	who?:6448	6448
37424	Ivasay	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6448	6448
22873	Katingan	?	who?		ɛwɛi	ɛ w ɛi	V W V	E w E	E W E	13	1768	who?:6444	6444
21629	Lakalai	?	who?		ere	e r e	V R V	e r e	E R E	1	1766	who?:6446	6446
34560	Luangiua	?	who?		ai	ai	V	a	A	1	1766	who?:6439	6439
7908	MalayBahasaIndonesia	?	who?		siapa	s ia p a	S V P V	s i p a	S I P A	12	1767	who?:6440	6440
28702	Maori	?	who?		wai	w ai	W V	w a	W A	1	1766	who?:6439	6439
21394	Marquesan	?	who?		ai	ai	V	a	A	1	1766	who?:6439	6439
30706	Minangkabau	?	who?		sia	s ia	S V	s i	S I	12	1767	who?:6440	6440
61742	NakanaiBilekiDialect	?	who?		e|re	e| r e	V R V	e r e	E R E	1	1766	who?:6446	6446
56787	Niue	?	who?		hai	h ai	H V	h a	H A	1	1766	who?:6439	6439
18988	Ogan	?	who?		sapə	s a p ə	S V P V	s a p I	S A P E	12	1767	who?:6440	6440
4398	Penrhyn	?	who?		v/ai	v ai	W V	v a	B A	1	1766	who?:6439	6439
31214	RapanuiEasterIsland	?	who?		aai	aai	V	a	A	1	1766	who?:6466	6466
33991	Rarotongan	?	who?		ai	ai	V	a	A	1	1766	who?:6439	6439
20293	Rennellese	?	who?		ai	ai	V	a	A	1	1766	who?:6439	6439
42368	Rurutuan	?	who?		vai	v ai	W V	v a	B A	1	1766	who?:6439	6439
62511	Sikaiana	?	who?		ai	ai	V	a	A	1	1766	who?:6439	6439
54020	Surigaonon	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6448	6448
1972	Tagalog	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6448	6448
28047	TagalogAnthonydelaPaz	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6448	6448
62569	Tikopia	?	who?		ai	ai	V	a	A	1	1766	who?:6439	6439
40752	Tongan	?	who?		hai	h ai	H V	h a	H A	1	1766	who?:6439	6439
2003	Tuamotu	?	who?		ai	ai	V	a	A	1	1766	who?:6439	6439
29093	UveaEast	?	who?		ai	ai	V	a	A	1	1766	who?:6439	6439
43019	WesternBukidnonManobo	?	who?		henteqi	h e n t e q i	H V N T V K V	h e n t e q i	H E N T E K I	21	1770	who?:6478	6478
14820	Woleai	?	who?		iteɪʊ	i t eɪʊ	V T V	i t e	I T E	9	1773	who?:6479	6479
34175	Yami	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6448	6448
14549	BanjareseMalay	?	wide		libar	l i b a r	R V P V R	l i b a r	L I P A R	1	1774	wide:6480	6480
14857	Carolinian	?	wide		scheelap	s c h ee l a p	S K H V R V P	s T h e l a p	S C H E L A P	9	1783	wide:6481	6481
16021	Cebuano	?	wide		lapad	l a p a d	R V P V T	l a p a d	L A P A T	1	1774	wide:6480	6480
644	Chuukese	?	wide		cheenap	c h ee n a p	K H V N V P	T h e n a p	C H E N A P	9	1783	wide:6481	6481
22930	ChuukeseAKATrukese	?	wide		cheenap	c h ee n a p	K H V N V P	T h e n a p	C H E N A P	9	1783	wide:6481	6481
48890	DayakNgaju	?	wide		lumbah	l u m b a h	R V M P V H	l u m b a h	L Y M P A H	1	1774	wide:6480	6480
51758	EastSumbaneseKamberaSoutherndialect	?	wide		mbalaru	m b a l a r u	M P V R V R V	m b a l a r u	M P A L A R Y	2	1777	wide:6486	6486
62874	EastSumbaneseUmbuRatuNggaidialect	?	wide		mbelar	m b e l a r	M P V R V R	m b e l a r	M P E L A R	2	1777	wide:6486	6486
48650	FutunaEast	?	wide		laulasi	l au l a s i	R V R V S V	l a l a s i	L A L A S I	9	1783	wide:6480	6480
20764	Imorod	?	wide		mowvong	m o w v o n g	M V W W V N K	m o w v o n g	M U W B U N K	15	1776	wide:6489	6489
41352	Indonesian	?	wide		luas	l ua s	R V S	l u s	L Y S	42	1780	wide:6490	6490
41353	Indonesian	?	wide		lebar	l e b a r	R V P V R	l e b a r	L E P A R	1	1774	wide:6480	6480
63475	Iraralay	?	wide		mowvong	m o w v o n g	M V W W V N K	m o w v o n g	M U W B U N K	15	1776	wide:6489	6489
32620	Isamorong	?	wide		maovong	m ao v o n g	M V W V N K	m a v o n g	M A B U N K	15	1776	wide:6489	6489
53831	Itbayat	?	wide		raxawa	r a x a w a	R V K V W V	r a x a w a	R A G A W A	14	1775	wide:6480	6480
53832	Itbayat	?	wide		mayavong	m aya v o n g	M V W V N K	m a v o n g	M A B U N K	15	1776	wide:6489	6489
52122	Itbayaten	?	wide		mayavung	m aya v u n g	M V W V N K	m a v u n g	M A B Y N K	15	1776	wide:6489	6489
22426	Ivasay	?	wide		maovong	m ao v o n g	M V W V N K	m a v o n g	M A B U N K	15	1776	wide:6489	6489
47909	Katingan	?	wide		lumbah	l u m b a h	R V M P V H	l u m b a h	L Y M P A H	1	1774	wide:6480	6480
14229	Luangiua	?	wide		l/laha	l l a h a	R R V H V	l l a h a	L L A H A	8	1782	wide:6480	6480
56851	MalayBahasaIndonesia	?	wide		lebar	l e b a r	R V P V R	l e b a r	L E P A R	1	1774	wide:6480	6480
19926	Marquesan	?	wide		fatea	f a t ea	P V T V	f a t e	B A T E	21	1778	wide:6499	6499
10274	NakanaiBilekiDialect	?	wide		bola	b o l a	P V R V	b o l a	P U L A	40	1779	wide:6486	6486
50817	Niue	?	wide		laulahi	l au l a h i	R V R V H V	l a l a h i	L A L A H I	9	1783	wide:6480	6480
2609	Ogan	?	wide		libax	l i b a x	R V P V K	l i b a x	L I P A G	1	1774	wide:6480	6480
10390	Penrhyn	?	wide		raharaha	r a h a r a h a	R V H V R V H V	r a h a r a h a	R A H A R A H A	8	1782	wide:6480	6480
58046	Rarotongan	?	wide		aano	aa n o	V N V	a n o	A N U	7	1781	wide:6504	6504
58047	Rarotongan	?	wide		atea	a t ea	V T V	a t e	A T E	21	1778	wide:6499	6499
22198	Rurutuan	?	wide		ʔaʔano	ʔ a ʔ a n o	H V H V N V	7 a 7 a n o	H A H A N U	7	1781	wide:6504	6504
36038	Samoan	?	wide		lautele	l au t e l e	R V T V R V	l a t e l e	L A T E L E	9	1783	wide:6506	6506
54828	Sikaiana	?	wide		llaha	ll a h a	R V H V	l a h a	L A H A	8	1782	wide:6480	6480
8888	Tagalog	?	wide		malapad	m a l a p a d	M V R V P V T	m a l a p a d	M A L A P A T	1	1774	wide:6480	6480
3881	TagalogAnthonydelaPaz	?	wide		malapad	m a l a p a d	M V R V P V T	m a l a p a d	M A L A P A T	1	1774	wide:6480	6480
21070	TahitianModern	?	wide		aano	aa n o	V N V	a n o	A N U	7	1781	wide:6504	6504
