ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	SCAID
27357	MalayBahasaIndonesia	?	white		putih	p u t i h	P V T V H	p u t i h	P Y T I H	1	1754	white:6931	6931
18668	Marquesan	?	white		tavaie	t a v aie	T V W V	t a v a	T A B A	47	1761	white:6938	6938
18669	Marquesan	?	white		teko	t e k o	T V K V	t e k o	T E K U	9	1765	white:6938	6938
18670	Marquesan	?	white		tea	t ea	T V	t e	T E	8	1764	white:6938	6938
54718	Minangkabau	?	white		putiah	p u t ia h	P V T V H	p u t i h	P Y T I H	1	1754	white:6931	6931
1455	NakanaiBilekiDialect	?	white		kakea	k a k ea	K V K V	k a k e	K A K E	20	1757	white:6937	6937
63453	Niue	?	white		tea	t ea	T V	t e	T E	8	1764	white:6938	6938
1906	Ogan	?	white		putih	p u t i h	P V T V H	p u t i h	P Y T I H	1	1754	white:6931	6931
55394	Penrhyn	?	white		tea	t ea	T V	t e	T E	8	1764	white:6938	6938
47682	RapanuiEasterIsland	?	white		teatea	t ea t ea	T V T V	t e t e	T E T E	8	1764	white:6938	6938
39398	Rarotongan	?	white		tea	t ea	T V	t e	T E	8	1764	white:6938	6938
9353	Rennellese	?	white		tea	t ea	T V	t e	T E	8	1764	white:6938	6938
9577	Rurutuan	?	white		teatea	t ea t ea	T V T V	t e t e	T E T E	8	1764	white:6938	6938
38602	Samoan	?	white		sina	s i n a	S V N V	s i n a	S I N A	66	1763	white:6930	6930
38603	Samoan	?	white		tea	t ea	T V	t e	T E	8	1764	white:6938	6938
64259	Sikaiana	?	white		k/kena	k k e n a	K K V N V	k k e n a	K K E N A	10	1755	white:6930	6930
64260	Sikaiana	?	white		tea	t ea	T V	t e	T E	8	1764	white:6938	6938
5684	Surigaonon	?	white		puti	p u t i	P V T V	p u t i	P Y T I	1	1754	white:6931	6931
49937	Tagalog	?	white		puti	p u t i	P V T V	p u t i	P Y T I	1	1754	white:6931	6931
13475	TagalogAnthonydelaPaz	?	white		puti	p u t i	P V T V	p u t i	P Y T I	1	1754	white:6931	6931
51376	Tikopia	?	white		kena	k e n a	K V N V	k e n a	K E N A	10	1755	white:6930	6930
51377	Tikopia	?	white		tea	t ea	T V	t e	T E	8	1764	white:6938	6938
17533	Tongan	?	white		hinehina	h i n e h i n a	H V N V H V N V	h i n e h i n a	H I N E H I N A	66	1763	white:6965	6965
34270	Tuamotu	?	white		tea	t ea	T V	t e	T E	8	1764	white:6938	6938
16590	UveaEast	?	white		tea	t ea	T V	t e	T E	8	1764	white:6938	6938
8641	WesternBukidnonManobo	?	white		putiq	p u t i q	P V T V K	p u t i q	P Y T I K	1	1754	white:6931	6931
51268	Woleai	?	white		beshɛ	b e s h ɛ	P V S H V	b e s h E	P E S H E	11	1756	white:6934	6934
36066	Yami	?	white		malavang	m a l a v a n g	M V R V W V N K	m a l a v a n g	M A L A B A N K	28	1759	white:6939	6939
3666	Anuta	?	who?		ai	ai	V	a	A	1	1766	who?:6966	6966
46759	BanjareseMalay	?	who?		siapaʔ	s ia p a ʔ	S V P V H	s i p a 7	S I P A H	12	1767	who?:6967	6967
59493	Carolinian	?	who?		iyo	iyo	V	i	I	9	1773	who?:6966	6966
63720	Chuukese	?	who?		iye	iye	V	i	I	9	1773	who?:6966	6966
11224	ChuukeseAKATrukese	?	who?		yee	yee	V	i	Y	9	1773	who?:6966	6966
41362	DayakNgaju	?	who?		aweh	a w e h	V W V H	a w e h	A W E H	13	1768	who?:6971	6971
1449	EastSumbaneseKamberaSoutherndialect	?	who?		nggamu	n gg a m u	N K V M V	n g a m u	N K A M Y	6	1772	who?:6972	6972
57680	EastSumbaneseUmbuRatuNggaidialect	?	who?		hera	h e r a	H V R V	h e r a	H E R A	5	1771	who?:6973	6973
17351	FutunaEast	?	who?		ai	ai	V	a	A	1	1766	who?:6966	6966
14692	Imorod	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6967	6967
3488	Indonesian	?	who?		siapa	s ia p a	S V P V	s i p a	S I P A	12	1767	who?:6967	6967
55406	Iraralay	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6967	6967
64993	Isamorong	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6967	6967
45835	Itbayat	?	who?		sinoh	s i n o h	S V N V H	s i n o h	S I N U H	14	1769	who?:6967	6967
52898	Itbayaten	?	who?		sinuh	s i n u h	S V N V H	s i n u h	S I N Y H	14	1769	who?:6967	6967
37424	Ivasay	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6967	6967
22873	Katingan	?	who?		ɛwɛi	ɛ w ɛi	V W V	E w E	E W E	13	1768	who?:6971	6971
21629	Lakalai	?	who?		ere	e r e	V R V	e r e	E R E	1	1766	who?:6973	6973
34560	Luangiua	?	who?		ai	ai	V	a	A	1	1766	who?:6966	6966
7908	MalayBahasaIndonesia	?	who?		siapa	s ia p a	S V P V	s i p a	S I P A	12	1767	who?:6967	6967
28702	Maori	?	who?		wai	w ai	W V	w a	W A	1	1766	who?:6986	6986
21394	Marquesan	?	who?		ai	ai	V	a	A	1	1766	who?:6966	6966
30706	Minangkabau	?	who?		sia	s ia	S V	s i	S I	12	1767	who?:6988	6988
61742	NakanaiBilekiDialect	?	who?		e|re	e| r e	V R V	e r e	E R E	1	1766	who?:6973	6973
56787	Niue	?	who?		hai	h ai	H V	h a	H A	1	1766	who?:6988	6988
18988	Ogan	?	who?		sapə	s a p ə	S V P V	s a p I	S A P E	12	1767	who?:6967	6967
4398	Penrhyn	?	who?		v/ai	v ai	W V	v a	B A	1	1766	who?:6986	6986
31214	RapanuiEasterIsland	?	who?		aai	aai	V	a	A	1	1766	who?:6966	6966
33991	Rarotongan	?	who?		ai	ai	V	a	A	1	1766	who?:6966	6966
20293	Rennellese	?	who?		ai	ai	V	a	A	1	1766	who?:6966	6966
42368	Rurutuan	?	who?		vai	v ai	W V	v a	B A	1	1766	who?:6986	6986
62511	Sikaiana	?	who?		ai	ai	V	a	A	1	1766	who?:6966	6966
54020	Surigaonon	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6967	6967
1972	Tagalog	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6967	6967
28047	TagalogAnthonydelaPaz	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6967	6967
62569	Tikopia	?	who?		ai	ai	V	a	A	1	1766	who?:6966	6966
40752	Tongan	?	who?		hai	h ai	H V	h a	H A	1	1766	who?:6988	6988
2003	Tuamotu	?	who?		ai	ai	V	a	A	1	1766	who?:6966	6966
29093	UveaEast	?	who?		ai	ai	V	a	A	1	1766	who?:6966	6966
43019	WesternBukidnonManobo	?	who?		henteqi	h e n t e q i	H V N T V K V	h e n t e q i	H E N T E K I	21	1770	who?:7005	7005
14820	Woleai	?	who?		iteɪʊ	i t eɪʊ	V T V	i t e	I T E	9	1773	who?:7006	7006
34175	Yami	?	who?		sino	s i n o	S V N V	s i n o	S I N U	14	1769	who?:6967	6967
14549	BanjareseMalay	?	wide		libar	l i b a r	R V P V R	l i b a r	L I P A R	1	1774	wide:7007	7007
14857	Carolinian	?	wide		scheelap	s c h ee l a p	S K H V R V P	s T h e l a p	S C H E L A P	9	1783	wide:7008	7008
16021	Cebuano	?	wide		lapad	l a p a d	R V P V T	l a p a d	L A P A T	1	1774	wide:7007	7007
644	Chuukese	?	wide		cheenap	c h ee n a p	K H V N V P	T h e n a p	C H E N A P	9	1783	wide:7008	7008
22930	ChuukeseAKATrukese	?	wide		cheenap	c h ee n a p	K H V N V P	T h e n a p	C H E N A P	9	1783	wide:7008	7008
48890	DayakNgaju	?	wide		lumbah	l u m b a h	R V M P V H	l u m b a h	L Y M P A H	1	1774	wide:7007	7007
51758	EastSumbaneseKamberaSoutherndialect	?	wide		mbalaru	m b a l a r u	M P V R V R V	m b a l a r u	M P A L A R Y	2	1777	wide:7013	7013
62874	EastSumbaneseUmbuRatuNggaidialect	?	wide		mbelar	m b e l a r	M P V R V R	m b e l a r	M P E L A R	2	1777	wide:7013	7013
48650	FutunaEast	?	wide		laulasi	l au l a s i	R V R V S V	l a l a s i	L A L A S I	9	1783	wide:7015	7015
20764	Imorod	?	wide		mowvong	m o w v o n g	M V W W V N K	m o w v o n g	M U W B U N K	15	1776	wide:7016	7016
41352	Indonesian	?	wide		luas	l ua s	R V S	l u s	L Y S	42	1780	wide:7017	7017
41353	Indonesian	?	wide		lebar	l e b a r	R V P V R	l e b a r	L E P A R	1	1774	wide:7007	7007
63475	Iraralay	?	wide		mowvong	m o w v o n g	M V W W V N K	m o w v o n g	M U W B U N K	15	1776	wide:7016	7016
32620	Isamorong	?	wide		maovong	m ao v o n g	M V W V N K	m a v o n g	M A B U N K	15	1776	wide:7016	7016
53831	Itbayat	?	wide		raxawa	r a x a w a	R V K V W V	r a x a w a	R A G A W A	14	1775	wide:7020	7020
53832	Itbayat	?	wide		mayavong	m aya v o n g	M V W V N K	m a v o n g	M A B U N K	15	1776	wide:7016	7016
52122	Itbayaten	?	wide		mayavung	m aya v u n g	M V W V N K	m a v u n g	M A B Y N K	15	1776	wide:7016	7016
22426	Ivasay	?	wide		maovong	m ao v o n g	M V W V N K	m a v o n g	M A B U N K	15	1776	wide:7016	7016
47909	Katingan	?	wide		lumbah	l u m b a h	R V M P V H	l u m b a h	L Y M P A H	1	1774	wide:7007	7007
14229	Luangiua	?	wide		l/laha	l l a h a	R R V H V	l l a h a	L L A H A	8	1782	wide:7015	7015
56851	MalayBahasaIndonesia	?	wide		lebar	l e b a r	R V P V R	l e b a r	L E P A R	1	1774	wide:7007	7007
19926	Marquesan	?	wide		fatea	f a t ea	P V T V	f a t e	B A T E	21	1778	wide:7026	7026
10274	NakanaiBilekiDialect	?	wide		bola	b o l a	P V R V	b o l a	P U L A	40	1779	wide:7013	7013
50817	Niue	?	wide		laulahi	l au l a h i	R V R V H V	l a l a h i	L A L A H I	9	1783	wide:7015	7015
2609	Ogan	?	wide		libax	l i b a x	R V P V K	l i b a x	L I P A G	1	1774	wide:7007	7007
10390	Penrhyn	?	wide		raharaha	r a h a r a h a	R V H V R V H V	r a h a r a h a	R A H A R A H A	8	1782	wide:7030	7030
58046	Rarotongan	?	wide		aano	aa n o	V N V	a n o	A N U	7	1781	wide:7031	7031
58047	Rarotongan	?	wide		atea	a t ea	V T V	a t e	A T E	21	1778	wide:7026	7026
22198	Rurutuan	?	wide		ʔaʔano	ʔ a ʔ a n o	H V H V N V	7 a 7 a n o	H A H A N U	7	1781	wide:7031	7031
36038	Samoan	?	wide		lautele	l au t e l e	R V T V R V	l a t e l e	L A T E L E	9	1783	wide:7033	7033
54828	Sikaiana	?	wide		llaha	ll a h a	R V H V	l a h a	L A H A	8	1782	wide:7015	7015
8888	Tagalog	?	wide		malapad	m a l a p a d	M V R V P V T	m a l a p a d	M A L A P A T	1	1774	wide:7007	7007
3881	TagalogAnthonydelaPaz	?	wide		malapad	m a l a p a d	M V R V P V T	m a l a p a d	M A L A P A T	1	1774	wide:7007	7007
21070	TahitianModern	?	wide		aano	aa n o	V N V	a n o	A N U	7	1781	wide:7031	7031
24740	Tikopia	?	wide		lafalafa	l a f a l a f a	R V P V R V P V	l a f a l a f a	L A B A L A B A	8	1782	wide:7033	7033
56771	Tongan	?	wide		laulahi	l au l a h i	R V R V H V	l a l a h i	L A L A H I	9	1783	wide:7015	7015
46170	Tuamotu	?	wide		raha	r a h a	R V H V	r a h a	R A H A	8	1782	wide:7015	7015
33630	UveaEast	?	wide		laulahi	l au l a h i	R V R V H V	l a l a h i	L A L A H I	9	1783	wide:7015	7015
3520	WesternBukidnonManobo	?	wide		luqag	l u q a g	R V K V K	l u q a g	L Y K A K	1	1774	wide:7042	7042
40188	Woleai	?	wide		sheolapa	s h eo l a p a	S H V R V P V	s h e l a p a	S H E L A P A	9	1783	wide:7008	7008
24016	Yami	?	wide		mowvong	m o w v o n g	M V W W V N K	m o w v o n g	M U W B U N K	15	1776	wide:7016	7016
11736	Anuta	?	wife		nopine	n o p i n e	N V P V N V	n o p i n e	N U P I N E	5	1791	wife:7043	7043
67380	BanjareseMalay	?	wife		bini	b i n i	P V N V	b i n i	P I N I	5	1791	wife:7043	7043
17457	Cebuano	?	wife		asawa	a s a w a	V S V W V	a s a w a	A S A W A	1	1784	wife:7045	7045
48219	ChuukeseAKATrukese	?	wife		pwunuwa	p w u n u w a	P W V N V W V	p w u n u w a	P W Y N Y W A	10	1785	wife:7046	7046
50503	DayakNgaju	?	wife		sawa	s a w a	S V W V	s a w a	S A W A	1	1784	wife:7045	7045
62295	EastSumbaneseUmbuRatuNggaidialect	?	wife		papaha	p a p a h a	P V P V H V	p a p a h a	P A P A H A	4	1790	wife:7048	7048
50267	FutunaEast	?	wife		finematua	f i n e m a t ua	P V N V M V T V	f i n e m a t u	B I N E M A T Y	9	1793	wife:7049	7049
6905	Imorod	?	wife		mavakes	m a v a k e s	M V W V K V S	m a v a k e s	M A B A K E S	21	1788	wife:7050	7050
53045	Indonesian	?	wife		isteri	i s t e r i	V S T V R V	i s t e r i	I S T E R I	33	1789	wife:7051	7051
1606	Iraralay	?	wife		kahavakes	k a h a v a k e s	K V H V W V K V S	k a h a v a k e s	K A H A B A K E S	21	1788	wife:7050	7050
9540	Itbayat	?	wife		vakes	v a k e s	W V K V S	v a k e s	B A K E S	21	1788	wife:7050	7050
5444	Katingan	?	wife		sawai	s a w ai	S V W V	s a w a	S A W A	1	1784	wife:7045	7045
33860	Lakalai	?	wife		rutu	r u t u	R V T V	r u t u	R Y T Y	16	1786	wife:7055	7055
22701	MalayBahasaIndonesia	?	wife		isteri	i s t e r i	V S T V R V	i s t e r i	I S T E R I	33	1789	wife:7051	7051
41941	Maori	?	wife		wahine	w a h i n e	W V H V N V	w a h i n e	W A H I N E	5	1791	wife:7043	7043
14027	Marquesan	?	wife		vehine	v e h i n e	W V H V N V	v e h i n e	B E H I N E	5	1791	wife:7043	7043
37829	Minangkabau	?	wife		bini	b i n i	P V N V	b i n i	P I N I	5	1791	wife:7043	7043
63793	NakanaiBilekiDialect	?	wife		rutu	r u t u	R V T V	r u t u	R Y T Y	16	1786	wife:7055	7055
3560	Niue	?	wife		hama	h a m a	H V M V	h a m a	H A M A	2	1787	wife:7061	7061
22302	Ogan	?	wife		bini	b i n i	P V N V	b i n i	P I N I	5	1791	wife:7043	7043
16815	Rarotongan	?	wife		vaine	v ai n e	W V N V	v a n e	B A N E	5	1791	wife:7043	7043
17744	Rennellese	?	wife		hiimatua	h ii m a t ua	H V M V T V	h i m a t u	H I M A T Y	9	1793	wife:7061	7061
56534	Rurutuan	?	wife		vaʔine	v a ʔ i n e	W V H V N V	v a 7 i n e	B A H I N E	5	1791	wife:7043	7043
3895	Samoan	?	wife		ava	a v a	V W V	a v a	A B A	8	1792	wife:7045	7045
27335	Surigaonon	?	wife		asawa	a s a w a	V S V W V	a s a w a	A S A W A	1	1784	wife:7045	7045
40795	TahitianModern	?	wife		vahine	v a h i n e	W V H V N V	v a h i n e	B A H I N E	5	1791	wife:7043	7043
12941	Tikopia	?	wife		nofine	n o f i n e	N V P V N V	n o f i n e	N U B I N E	5	1791	wife:7043	7043
59990	WesternBukidnonManobo	?	wife		esawa	e s a w a	V S V W V	e s a w a	E S A W A	1	1784	wife:7045	7045
46359	Yami	?	wife		mavakes	m a v a k e s	M V W V K V S	m a v a k e s	M A B A K E S	21	1788	wife:7050	7050
60773	Anuta	?	wind		matangi	m a t a n g i	M V T V N K V	m a t a n g i	M A T A N K I	1	1794	wind:7062	7062
28528	BanjareseMalay	?	wind		angin	a n g i n	V N K V N	a n g i n	A N K I N	1	1794	wind:7063	7063
32764	Carolinian	?	wind		aang	aa n g	V N K	a n g	A N K	1	1794	wind:7063	7063
60098	Cebuano	?	wind		hangin	h a n g i n	H V N K V N	h a n g i n	H A N K I N	1	1794	wind:7063	7063
7317	Chuukese	?	wind		asapwan	a s a p w a n	V S V P W V N	a s a p w a n	A S A P W A N	1	1794	wind:7066	7066
66644	ChuukeseAKATrukese	?	wind		eniyen	e n iye n	V N V N	e n i n	E N I N	1	1794	wind:7063	7063
46806	DayakNgaju	?	wind		riwut	r i w u t	R V W V T	r i w u t	R I W Y T	24	1798	wind:7068	7068
47856	EastSumbaneseKamberaSoutherndialect	?	wind		ngalu	n g a l u	N K V R V	n g a l u	N K A L Y	5	1802	wind:7069	7069
17657	EastSumbaneseUmbuRatuNggaidialect	?	wind		ngilu	n g i l u	N K V R V	n g i l u	N K I L Y	5	1802	wind:7069	7069
54595	FutunaEast	?	wind		matagi	m a t a g i	M V T V K V	m a t a g i	M A T A K I	1	1794	wind:7062	7062
54596	FutunaEast	?	wind		savili	s a v i l i	S V W V R V	s a v i l i	S A B I L I	11	1796	wind:7107	7107
45073	Imorod	?	wind		sazowsaw	s a z o w s a w	S V S V W S V W	s a z o w s a w	S A S U W S A W	26	1799	wind:7072	7072
45074	Imorod	?	wind		pagpag	p a g p a g	P V K P V K	p a g p a g	P A K P A K	27	1800	wind:7108	7108
16060	Indonesian	?	wind		aŋin	a ŋ i n	V N V N	a N i n	A N I N	1	1794	wind:7063	7063
18494	Iraralay	?	wind		sazawsaw	s a z a w s a w	S V S V W S V W	s a z a w s a w	S A S A W S A W	26	1799	wind:7072	7072
18495	Iraralay	?	wind		pagpag	p a g p a g	P V K P V K	p a g p a g	P A K P A K	27	1800	wind:7108	7108
58583	Isamorong	?	wind		salawsaw	s a l a w s a w	S V R V W S V W	s a l a w s a w	S A L A W S A W	26	1799	wind:7072	7072
37316	Itbayat	?	wind		sarasaw	s a r a s a w	S V R V S V W	s a r a s a w	S A R A S A W	26	1799	wind:7072	7072
18954	Itbayaten	?	wind		sarawsaw	s a r a w s a w	S V R V W S V W	s a r a w s a w	S A R A W S A W	26	1799	wind:7072	7072
38694	Ivasay	?	wind		salawsaw	s a l a w s a w	S V R V W S V W	s a l a w s a w	S A L A W S A W	26	1799	wind:7072	7072
14637	Katingan	?	wind		aŋin	a ŋ i n	V N V N	a N i n	A N I N	1	1794	wind:7063	7063
3867	Lakalai	?	wind		lolovi	l o l o v i	R V R V W V	l o l o v i	L U L U B I	17	1797	wind:7080	7080
40789	Luangiua	?	wind		makaŋi	m a k a ŋ i	M V K V N V	m a k a N i	M A K A N I	1	1794	wind:7062	7062
21723	MalayBahasaIndonesia	?	wind		angin	a n g i n	V N K V N	a n g i n	A N K I N	1	1794	wind:7063	7063
23011	Maori	?	wind		hau	h au	H V	h a	H A	10	1795	wind:7083	7083
40504	Marquesan	?	wind		metani	m e t a n i	M V T V N V	m e t a n i	M E T A N I	1	1794	wind:7062	7062
4260	Minangkabau	?	wind		angin	a n g i n	V N K V N	a n g i n	A N K I N	1	1794	wind:7063	7063
57484	NakanaiBilekiDialect	?	wind		lolovi	l o l o v i	R V R V W V	l o l o v i	L U L U B I	17	1797	wind:7080	7080
67401	Niue	?	wind		mataŋi	m a t a ŋ i	M V T V N V	m a t a N i	M A T A N I	1	1794	wind:7062	7062
67402	Niue	?	wind		havili	h a v i l i	H V W V R V	h a v i l i	H A B I L I	11	1796	wind:7107	7107
41826	Ogan	?	wind		aŋin	a ŋ i n	V N V N	a N i n	A N I N	1	1794	wind:7063	7063
56673	Penrhyn	?	wind		matangi	m a t a n g i	M V T V N K V	m a t a n g i	M A T A N K I	1	1794	wind:7062	7062
56674	Penrhyn	?	wind		sau	s au	S V	s a	S A	10	1795	wind:7083	7083
29292	RapanuiEasterIsland	?	wind		matagi	m a t a g i	M V T V K V	m a t a g i	M A T A K I	1	1794	wind:7062	7062
29293	RapanuiEasterIsland	?	wind		hahau	h a h au	H V H V	h a h a	H A H A	10	1795	wind:7083	7083
40052	Rarotongan	?	wind		matangi	m a t a n g i	M V T V N K V	m a t a n g i	M A T A N K I	1	1794	wind:7062	7062
39193	Rennellese	?	wind		matangi	m a t a n g i	M V T V N K V	m a t a n g i	M A T A N K I	1	1794	wind:7062	7062
66718	Rurutuan	?	wind		mataʔi	m a t a ʔ i	M V T V H V	m a t a 7 i	M A T A H I	1	1794	wind:7062	7062
11592	Samoan	?	wind		mat|aŋi	m a t| a ŋ i	M V T V N V	m a t a N i	M A T A N I	1	1794	wind:7062	7062
66401	Sikaiana	?	wind		matani	m a t a n i	M V T V N V	m a t a n i	M A T A N I	1	1794	wind:7062	7062
38050	Surigaonon	?	wind		hangin	h a n g i n	H V N K V N	h a n g i n	H A N K I N	1	1794	wind:7063	7063
22444	Tagalog	?	wind		hangin	h a n g i n	H V N K V N	h a n g i n	H A N K I N	1	1794	wind:7063	7063
30197	TagalogAnthonydelaPaz	?	wind		hangin	h a n g i n	H V N K V N	h a n g i n	H A N K I N	1	1794	wind:7063	7063
40951	TahitianModern	?	wind		matai	m a t ai	M V T V	m a t a	M A T A	1	1794	wind:7062	7062
49949	Tikopia	?	wind		matagi	m a t a g i	M V T V K V	m a t a g i	M A T A K I	1	1794	wind:7062	7062
34453	Tongan	?	wind		mat|aŋi	m a t| a ŋ i	M V T V N V	m a t a N i	M A T A N I	1	1794	wind:7062	7062
4018	Tuamotu	?	wind		hau/mataŋi	h au m a t a ŋ i	H V M V T V N V	h a m a t a N i	H A M A T A N I	1	1794	wind:7062	7062
56098	UveaEast	?	wind		matagi	m a t a g i	M V T V K V	m a t a g i	M A T A K I	1	1794	wind:7062	7062
56099	UveaEast	?	wind		havili	h a v i l i	H V W V R V	h a v i l i	H A B I L I	11	1796	wind:7107	7107
30556	WesternBukidnonManobo	?	wind		keramag	k e r a m a g	K V R V M V K	k e r a m a g	K E R A M A K	42	1801	wind:7104	7104
26921	Woleai	?	wind		yangɪ	ya n g ɪ	V N K V	i n g i	Y N K I	1	1794	wind:7063	7063
26700	Yami	?	wind		aŋin	a ŋ i n	V N V N	a N i n	A N I N	1	1794	wind:7063	7063
26701	Yami	?	wind		sazowsaw	s a z o w s a w	S V S V W S V W	s a z o w s a w	S A S U W S A W	26	1799	wind:7072	7072
26702	Yami	?	wind		pagpag	p a g p a g	P V K P V K	p a g p a g	P A K P A K	27	1800	wind:7108	7108
39529	Anuta	?	wing		kapakau	k a p a k au	K V P V K V	k a p a k a	K A P A K A	1	1803	wing:7109	7109
59457	BanjareseMalay	?	wing		halar	h a l a r	H V R V R	h a l a r	H A L A R	23	1807	wing:7110	7110
43490	Carolinian	?	wing		paay	p aay	P V	p a	P A	10	1804	wing:7111	7111
35403	Chuukese	?	wing		paaw	p aa w	P V W	p a w	P A W	10	1804	wing:7111	7111
13112	DayakNgaju	?	wing		palapas	p a l a p a s	P V R V P V S	p a l a p a s	P A L A P A S	24	1808	wing:7113	7113
38617	EastSumbaneseUmbuRatuNggaidialect	?	wing		kapa	k a p a	K V P V	k a p a	K A P A	1	1803	wing:7109	7109
16811	FutunaEast	?	wing		kapakau	k a p a k au	K V P V K V	k a p a k a	K A P A K A	1	1803	wing:7109	7109
26691	Imorod	?	wing		panid	p a n i d	P V N V T	p a n i d	P A N I T	2	1806	wing:7116	7116
53872	Indonesian	?	wing		sayap	s aya p	S V P	s a p	S A P	26	1809	wing:7117	7117
32686	Iraralay	?	wing		panid	p a n i d	P V N V T	p a n i d	P A N I T	2	1806	wing:7116	7116
31915	Isamorong	?	wing		panyid	p a n yi d	P V N V T	p a n i d	P A N Y T	2	1806	wing:7116	7116
61137	Itbayat	?	wing		panid	p a n i d	P V N V T	p a n i d	P A N I T	2	1806	wing:7116	7116
45227	Itbayaten	?	wing		panid	p a n i d	P V N V T	p a n i d	P A N I T	2	1806	wing:7116	7116
40129	Ivasay	?	wing		papanyid	p a p a n yi d	P V P V N V T	p a p a n i d	P A P A N Y T	2	1806	wing:7116	7116
54061	Katingan	?	wing		palapas	p a l a p a s	P V R V P V S	p a l a p a s	P A L A P A S	24	1808	wing:7113	7113
7666	Lakalai	?	wing		palapala	p a l a p a l a	P V R V P V R V	p a l a p a l a	P A L A P A L A	17	1805	wing:7113	7113
59057	Luangiua	?	wing		apaau	a p aau	V P V	a p a	A P A	1	1803	wing:7109	7109
20271	MalayBahasaIndonesia	?	wing		sayap	s aya p	S V P	s a p	S A P	26	1809	wing:7117	7117
24505	Maori	?	wing		parirau	p a r i r au	P V R V R V	p a r i r a	P A R I R A	9	1812	wing:7127	7127
61753	Marquesan	?	wing		pekeu	p e k eu	P V K V	p e k e	P E K E	8	1811	wing:7109	7109
32381	Minangkabau	?	wing		sayoʔ	s ayo ʔ	S V H	s a 7	S A H	26	1809	wing:7117	7117
1199	NakanaiBilekiDialect	?	wing		palapalala	p a l a p a l a l a	P V R V P V R V R V	p a l a p a l a l a	P A L A P A L A L A	17	1805	wing:7113	7113
51358	Niue	?	wing		peehau	p ee h au	P V H V	p e h a	P E H A	1	1803	wing:7131	7131
33617	Ogan	?	wing		sayap	s aya p	S V P	s a p	S A P	26	1809	wing:7117	7117
18919	Penrhyn	?	wing		pererau	p e r e r au	P V R V R V	p e r e r a	P E R E R A	9	1812	wing:7127	7127
11923	Rarotongan	?	wing		peeau	p eeau	P V	p e	P E	8	1811	wing:7111	7111
15260	Rennellese	?	wing		kapakau	k a p a k au	K V P V K V	k a p a k a	K A P A K A	1	1803	wing:7109	7109
58157	Rurutuan	?	wing		pererau	p e r e r au	P V R V R V	p e r e r a	P E R E R A	9	1812	wing:7127	7127
3032	Samoan	?	wing		ʔapaʔau	ʔ a p a ʔ au	H V P V H V	7 a p a 7 a	H A P A H A	1	1803	wing:7131	7131
41492	Sikaiana	?	wing		kapakau	k a p a k au	K V P V K V	k a p a k a	K A P A K A	1	1803	wing:7109	7109
43668	Surigaonon	?	wing		ampak	a m p a k	V M P V K	a m p a k	A M P A K	33	1810	wing:7109	7109
63144	Tagalog	?	wing		pakpak	p a k p a k	P V K P V K	p a k p a k	P A K P A K	33	1810	wing:7109	7109
58199	TagalogAnthonydelaPaz	?	wing		pakpak	p a k p a k	P V K P V K	p a k p a k	P A K P A K	33	1810	wing:7109	7109
27172	TahitianModern	?	wing		pererau	p e r e r au	P V R V R V	p e r e r a	P E R E R A	9	1812	wing:7127	7127
12121	Tikopia	?	wing		kapakau	k a p a k au	K V P V K V	k a p a k a	K A P A K A	1	1803	wing:7109	7109
26027	Tongan	?	wing		kapakau	k a p a k au	K V P V K V	k a p a k a	K A P A K A	1	1803	wing:7109	7109
57344	Tuamotu	?	wing		pererau	p e r e r au	P V R V R V	p e r e r a	P E R E R A	9	1812	wing:7127	7127
7023	UveaEast	?	wing		kapakau	k a p a k au	K V P V K V	k a p a k a	K A P A K A	1	1803	wing:7109	7109
3739	WesternBukidnonManobo	?	wing		pakpak	p a k p a k	P V K P V K	p a k p a k	P A K P A K	33	1810	wing:7109	7109
3064	Woleai	?	wing		palʊ	p a l ʊ	P V R V	p a l u	P A L Y	10	1804	wing:7113	7113
40850	Yami	?	wing		panid	p a n i d	P V N V T	p a n i d	P A N I T	2	1806	wing:7116	7116
33797	Anuta	?	woman/female		papine	p a p i n e	P V P V N V	p a p i n e	P A P I N E	1	1813	woman/female:7132	7132
13369	BanjareseMalay	?	woman/female		bibinian	b i b i n ia n	P V P V N V N	b i b i n i n	P I P I N I N	1	1813	woman/female:7132	7132
3043	Carolinian	?	woman/female		schoobwut	s c h oo b w u t	S K H V P W V T	s T h o b w u t	S C H U P W Y T	7	1818	woman/female:7134	7134
19954	Cebuano	?	woman/female		babaye	b a b aye	P V P V	b a b a	P A P A	1	1813	woman/female:7135	7135
27417	Chuukese	?	woman/female		fiin	f ii n	P V N	f i n	B I N	1	1813	woman/female:7132	7132
