language	iso_code	gloss	global_id	local_id	transcription	cognate_class
MurnatenAlune	?	blood	?	?	lalakwe	1
Samoan	?	thou	?	?	ʔoe	1
Kusaghe	?	tohunt	?	?	hukuaɣi	19
ProtoCentralMalayoPolynesian	?	tosay	?	?	tutur	2
Yamdena	?	todream	?	?	mefi	1
Lenakel	?	towork	?	?	asumw	1
Lenakel	?	towork	?	?	asumw	13
ChuukeseAKATrukese	?	that	?	?	een	1
ChuukeseAKATrukese	?	that	?	?	kkemwuun	11
SaaSaaVillage	?	nose	?	?	panona	12
RapanuiEasterIsland	?	totieup,fasten	?	?	hahau	11
Itbayat	?	star	?	?	vitoen	1
Riwo	?	red	?	?	dazan	51
Rurutuan	?	cold	?	?	toʔetoʔe	9
Puyuma	?	five	?	?	lima	1
DaweraDaweloor	?	tostand	?	?	lɛpri	4
ArakiSouthwestSanto	?	rotten	?	?	mapuhu	1
AnejomAneityum	?	louse	?	?	neɣet	1
ApmaSuruMwerani	?	road/path	?	?	hala	1
SambalBotolan	?	mosquito	?	?	qilɨk	28
Gaddang	?	louse	?	?	kutu	1
Langalanga	?	toeat	?	?	fana	1
Langalanga	?	toeat	?	?	fana	14
SambalBotolan	?	tostab,pierce	?	?	saksakɨn	1
Puyuma	?	back	?	?	rikuzan	1
ProtoChuukic	?	earth/soil	?	?	pwpwelu	13
ProtoChuukic	?	earth/soil	?	?	tano	1
Kerinci	?	tokill	?	?	munoh	1
Kambera	?	man/male	?	?	mini	1
TungagTungakLavongai	?	warm	?	?	manus	1
LamaholotIleMandiriFloresTimur	?	dry	?	?	mara	1
Lampung	?	old	?	?	tuhɔ	1
Auhelawa	?	tosit	?	?	miya	26
Kwaio	?	hand	?	?	nimana	1
Seimat	?	blood	?	?	kaka	1
Lou	?	one	?	?	sip	1
BabatanaAvaso	?	tocut,hack	?	?	ngito	23
BabatanaAvaso	?	tocut,hack	?	?	putte	77
Megiar	?	house	?	?	ap	23
SkeSeke	?	four	?	?	aviet	1
GhariTandai	?	tosleep	?	?	maturu	1
Ponapean	?	ten	?	?	ŋowl	5
Vano	?	long	?	?	mbeure	16
Nese	?	stick/wood	?	?	nakha	1
Bajo	?	feather	?	?	bulu	1
Nauna	?	flower	?	?	puŋon	1
Simbo	?	seven	?	?	vitu	1
Sasak	?	tothink	?	?	mikir	22
Sasoutheasterndialect	?	fruit	?	?	bwae	1
Pazeh	?	ash	?	?	ʔabuʔ	1
EastSumbaneseKamberaSoutherndialect	?	louse	?	?	wutu	1
Woleai	?	tolaugh	?	?	mmalɪ	3
Woleai	?	tolaugh	?	?	ffasa	10
RapanuiEasterIsland	?	tocook	?	?	tunu	9
Hawaiian	?	thunder	?	?	hekili	14
Tongan	?	dull,blunt	?	?	peku	61
IfiraMeleMeleFila	?	toswim	?	?	kau	5
Kwaio	?	cold	?	?	gwali	13
ManoboWesternBukidnon	?	tofly	?	?	layang	22
Kairiru	?	small	?	?	skasek	44
IfugaoBayninan	?	ear	?	?	qinga	1
Longgu	?	tosleep	?	?	mauru	1
Maori	?	six	?	?	ono	1
SkeSeke	?	eight	?	?	liptol	5
Mwotlap	?	breast	?	?	nisis	1
Marshallese	?	louse	?	?	kij	1
Chamorro	?	fire	?	?	guafi	1
PulauArguni	?	dog	?	?	afun	1
Misima	?	branch	?	?	lala	1
Kiribati	?	toknow,beknowledgeable	?	?	ata	35
Suau	?	wide	?	?	tabataba	1
Nahavaq	?	moon	?	?	neßyl	1
SouthEastBabar	?	cold	?	?	rirl	3
ProtoCentralMalayoPolynesian	?	eye	?	?	mata	1
Letinese	?	todream	?	?	mia	5
UveaEast	?	woods/forest	?	?	ulu	15
UveaEast	?	woods/forest	?	?	vao	14
Oroha	?	woman/female	?	?	keni	8
ProtoOceanicPawley	?	rain	?	?	qusan	1
Tiang	?	hand	?	?	limana	1
Ogan	?	house	?	?	xumah	1
Singhi	?	tongue	?	?	jorah	4
Bali	?	tosniff,smell	?	?	ŋadək	1
Roviana	?	one	?	?	tasa	1
Roviana	?	one	?	?	keke	10
Sasak	?	thatch/roof	?	?	atəp	1
Kemak	?	father	?	?	amakai	1
Marquesan	?	grass	?	?	mutie	13
Chuukese	?	toswim	?	?	a	7
Maanyan	?	earth/soil	?	?	taneʔ	1
PalawanBatak	?	good	?	?	magayən	45
Sunda	?	toshoot	?	?	ngabedil	9
Buol	?	tosplit	?	?	momutak	25
Buma	?	cloud	?	?	andawɔ	11
Marovo	?	no,not	?	?	kare	17
Sediq	?	warm	?	?	muuhul	2
Kedang	?	and	?	?	noreʔ	7
Banoni	?	hand	?	?	numa	1
Tuvalu	?	tostab,pierce	?	?	huki	8
Bonerate	?	white	?	?	muhɸutɛ	1
AmbaiYapen	?	fish	?	?	dia	13
ManoboIlianenKibudtunganDialect	?	all	?	?	langun	40
Bellona	?	and	?	?	kae	1
Bellona	?	and	?	?	ma	2
Chuukese	?	star	?	?	fuu	1
FaganiAgufi	?	toscratch	?	?	karukaru	44
TaeSToraja	?	thatch/roof	?	?	papa	27
Vilirupu	?	husband	?	?	ǥarawana	2
ManoboKalamansigCotabatoParilDialect	?	what?	?	?	ngadan	27
Bima	?	flower	?	?	bunga	1
DayakNgaju	?	night	?	?	alem	20
Ghanongga	?	back	?	?	pɔkɔtɔna	58
Selaru	?	toliedown	?	?	enaf	1
Mota	?	toblow	?	?	sawu	12
Iaai	?	louse	?	?	uto	1
Idaan	?	dull,blunt	?	?	tumpul	3
Mapun	?	nine	?	?	siyam	9
Nembao	?	stone	?	?	vatœ	1
Ponapean	?	worm_earthworm	?	?	kamwetel	10
Erai	?	rotten	?	?	hon	10
Wolio	?	thin	?	?	manipi	1
CentralMasela	?	bone	?	?	ruini	2
Emplawas	?	todie,bedead	?	?	muk	17
Siar	?	rope	?	?	su	41
TausugJoloDialect	?	leaf	?	?	dahun	1
Tabar	?	towalk	?	?	vasi	39
Anuta	?	child	?	?	tamati	6
NorthBabar	?	head	?	?	unni	3
ZabanaKia	?	tokill	?	?	valemei	16
Agta	?	nose	?	?	qʌwan	1
Kodi	?	todig	?	?	kondo	2
Maanyan	?	rain	?	?	uran	1
LengoParipao	?	tongue	?	?	lapia	21
LampungApiSukau	?	todig	?	?	ŋɑgɑli	1
SambalBotolan	?	man/male	?	?	lalaki	2
Iban	?	grass	?	?	rumput	27
Rennellese	?	togrow	?	?	somo	7
Rennellese	?	togrow	?	?	tupu	1
Kapingamarangi	?	toliedown	?	?	moe	6
Ivasay	?	road/path	?	?	rarahan	1
Mapun	?	wife	?	?	nda	36
MelayuBruneiDialect	?	dry	?	?	karing	22
Satawalese	?	liver	?	?	yaayaa	1
Mamanwa	?	cold	?	?	matignaw	22
TagalogAnthonydelaPaz	?	thunder	?	?	kulog	2
Bugotu	?	tosleep	?	?	eŋgo	8
Yogya	?	blood	?	?	rah	1
TobaBatak	?	sea	?	?	laut	6
Paiwan	?	tail	?	?	iku	1
Ilokano	?	tothink	?	?	agpanunot	70
Baliledo	?	tosteal	?	?	kedu	3
RejangRejang	?	sea	?	?	lautʔ	6
Bilibil	?	neck	?	?	buru/n	68
Agta	?	black	?	?	ngisit	21
Bwaidoga	?	house	?	?	manua	7
Dobuan	?	tosee	?	?	ita	1
DumagatCasiguran	?	bird	?	?	manok	1
MaloSantaCruz	?	tostand	?	?	tu	2
Tiang	?	todig	?	?	baira	30
Sunda	?	rotten	?	?	buruk	1
Ponapean	?	three	?	?	siluh	1
Gaddang	?	star	?	?	bitun	1
Kilivila	?	earth/soil	?	?	pwepwaya	47
BunduDusunCentralDusun	?	toscratch	?	?	kukut	21
Tuvalu	?	feather	?	?	fulu	1
SantaAna	?	thunder	?	?	ɣuɣuru|fia...	2
KasiraIrahutu	?	person/humanbeing	?	?	matu	66
ProtoCentralMalayoPolynesian	?	tothrow	?	?	tudaq	1
Gayo	?	sky	?	?	laŋit	1
ChuukeseAKATrukese	?	hair	?	?	wune	10
Iranun	?	thatch/roof	?	?	atep	1
BajoKaleroang	?	tohunt	?	?	buru	23
Neveei	?	tocut,hack	?	?	tetar	1
IsnegDibagatKabugaoIsneg	?	head	?	?	qulu	1
MagoriSouthEastPapua	?	rope	?	?	konau	20
Rarotongan	?	tocook	?	?	tao	10
PalawanBatak	?	stick/wood	?	?	kayo	1
Iban	?	tohunt	?	?	ŋasu	36
Giman	?	three	?	?	ptol	1
UveaEast	?	wind	?	?	matagi	1
UveaEast	?	wind	?	?	havili	11
Kandas	?	togrow	?	?	lubuŋ	19
ChuukeseAKATrukese	?	correct,true	?	?	pwuŋu	12
Popalia	?	needle	?	?	dɛʏu	1
Sekar	?	smoke	?	?	m|asi	2
LampungApiRanau	?	nose	?	?	iɣuŋ	1
Hanunoo	?	bird	?	?	manuk	1
Yakan	?	near	?	?	tapit	59
Kubokota	?	tosuck	?	?	nyonyopo	22
Kubokota	?	tosuck	?	?	nyonyopo	1
Paiwan	?	ash	?	?	qavu	1
Masiwang	?	and	?	?	dua	6
WarayWaray	?	tobreathe	?	?	guminhawa	1
Penrhyn	?	he/she	?	?	ia	1
Nehan	?	topound,beat	?	?	sok	17
Mamboru	?	needle	?	?	daura	1
Bellona	?	road/path	?	?	aŋa	1
Manihiki	?	black	?	?	uriuri	7
Manihiki	?	black	?	?	kerekere	5
Mori	?	todie,bedead	?	?	mate	1
RejangRejang	?	todie,bedead	?	?	matiɛ	1
IfugaoAmganad	?	back	?	?	bonog	45
Mussau	?	egg	?	?	otolu	1
GhariTandai	?	dull,blunt	?	?	paru	54
Bukat	?	in,inside	?	?	suaŋ	13
Indonesian	?	and	?	?	dan	18
EastSumbaneseKamberaSoutherndialect	?	woods/forest	?	?	oamang	6
ProtoCentralEasternMalayoPolynesian	?	woods/forest	?	?	halas	1
Rennellese	?	warm	?	?	mahana	1
FaganiAgufi	?	six	?	?	ono	1
Kambera	?	lake	?	?	tama	4
KwaraaeSolomonIslands	?	water	?	?	kafo	5
ProtoCentralEasternMalayoPolynesian	?	tongue	?	?	maya	7
Lampung	?	neck	?	?	galah	33
Chamorro	?	sand	?	?	unai	1
KalingaGuinaangLubuaganDialect	?	fruit	?	?	bunga	9
SubanunSindangan	?	narrow	?	?	mɨsikut	1
Makassar	?	mosquito	?	?	lamuʔ	1
Siar	?	tail	?	?	kalmumukum	28
Hawaiian	?	they	?	?	laua	17
Hawaiian	?	they	?	?	lakou	1
Ogan	?	liver	?	?	ati	1
SyeErromangan	?	toplant	?	?	owi	24
KoiwaiIrianJaya	?	mother	?	?	n|ina	1
IlongotKakidugen	?	hand	?	?	gima	1
BilaanSarangani	?	tooth	?	?	kifan	1
Geser	?	neck	?	?	totolan	8
Solos	?	house	?	?	numa	1
WewewaTanaRighudialect	?	earth/soil	?	?	tana	1
Wuvulu	?	one	?	?	xia	1
ManoboWesternBukidnon	?	egg	?	?	qimpis	28
Rukai	?	sharp	?	?	magaraŋ	41
ProtoOceanicBlust	?	mother	?	?	tina	1
Mamanwa	?	dust	?	?	qabog	1
Sonsorolese	?	tocry	?	?	taŋi	1
Loniu	?	tofly	?	?	tahawowoh	1
Iaai	?	toknow,beknowledgeable	?	?	xanaa	18
Iaai	?	toknow,beknowledgeable	?	?	xataa	35
DaweraDaweloor	?	three	?	?	tɛl	1
Luangiua	?	tail	?	?	mosuʔi	13
ManoboKalamansigCotabatoParilDialect	?	tosleep	?	?	tudug	1
ManoboAtadownriver	?	ash	?	?	qatigbun	22
Molima	?	back	?	?	gwawu	40
Babatana	?	year	?	?	ɣave	46
Wuna	?	right	?	?	s|wana	1
Nehan	?	tofear	?	?	sokor	10
WindesiWandamen	?	big	?	?	baba	5
ProtoPolynesian	?	where?	?	?	fea	3
Kilivila	?	tofly	?	?	yowa	1
Kwamera	?	road/path	?	?	suatuk	6
EastSumbaneseUmbuRatuNggaidialect	?	narrow	?	?	hadipal	6
Iraralay	?	warm	?	?	mannget	24
Tabar	?	tosteal	?	?	pore	47
Hawaiian	?	tosleep	?	?	moe	10
Inibaloi	?	night	?	?	kalɨbian	21
Muyuw	?	ear	?	?	teigan	1
Kerinci	?	tobite	?	?	ŋigit	21
ProtoOceanicBlust	?	toburn	?	?	tunu	1
Torau	?	toknow,beknowledgeable	?	?	ataesalato	35
Mambai	?	todie,bedead	?	?	maiet	1
BlablangaGhove	?	tokill	?	?	falelehe	16
Samoan	?	tolive,bealive	?	?	ola	6
Tabar	?	branch	?	?	rakaraka	1
Tokelau	?	tosqueeze	?	?	lomi	10
Doura	?	toopen,uncover	?	?	eluvua	25
ManoboSaranganiKayapongaDialect	?	liver	?	?	qatay	1
Bantik	?	mouth	?	?	mohoŋ	25
Bintulu	?	bird	?	?	manuk	1
Soboyo	?	man/male	?	?	mene	1
ProtoOceanicBlust	?	near	?	?	paraŋi	1
ProtoOceanicBlust	?	near	?	?	tata	9
Fataleka	?	thatch/roof	?	?	fafɔ	38
TaliseMoli	?	man/male	?	?	ŋgare	50
TaliseMoli	?	man/male	?	?	mamane	1
Baliledo	?	dry	?	?	marakuta	54
BontocGuinaang	?	ten	?	?	polo	5
Mansaka	?	mother	?	?	qinaq	1
Raga	?	tosew	?	?	ligo	28
KoronadalBlaan	?	three	?	?	tlu	1
GhariNdi	?	toscratch	?	?	ŋgaru	44
Saaroa	?	rain	?	?	usaɬə	1
Kavalan	?	egg	?	?	tiɣoɣ	1
Nembao	?	four	?	?	hia	6
SouAmanaTeru	?	tocut,hack	?	?	heta	7
SangirTabukangDialect	?	salt	?	?	asing	3
Pangasinan	?	thou	?	?	sika	1
Niue	?	where?	?	?	fee	3
Ghari	?	at	?	?	i	1
Ghari	?	at	?	?	tana	27
SubanonSiocon	?	sharp	?	?	mokotong	42
ManoboDibabawon	?	tosteal	?	?	kawat	24
Perai	?	child	?	?	ana	1
LamogaiMulakaino	?	tail	?	?	gito	14
SkeSeke	?	toswim	?	?	loh	30
Idaan	?	togrow	?	?	tubpu	1
Talur	?	green	?	?	moso	7
Molima	?	stone	?	?	dabo	14
Woleai	?	egg	?	?	siugiunnɪʊ	1
KeiTanimbarKei	?	tail	?	?	kukur	1
Komering	?	painful,sick	?	?	sakiʔ	1
Hoava	?	rat	?	?	kutu	3
Samoan	?	red	?	?	ʔula	13
Kiribati	?	night	?	?	bong	1
Bugotu	?	i	?	?	inau	1
FutunaEast	?	heavy	?	?	mamafa	1
Maori	?	eight	?	?	waru	3
ArakiSouthwestSanto	?	thou	?	?	niko	1
BlablangaGhove	?	blood	?	?	dadara	1
Manihiki	?	big	?	?	rahi	12
Manihiki	?	big	?	?	nui	11
Riwo	?	name	?	?	jaŋan	20
Ngadha	?	nose	?	?	ŋ|izu	27
Auhelawa	?	tokill	?	?	wunu	1
SquliqAtayal	?	night	?	?	rvian	21
SquliqAtayal	?	night	?	?	biŋiʔ	1
Kapampangan	?	dull,blunt	?	?	mapurul	1
Rennellese	?	shoulder	?	?	uma	10
MaloSantaCruz	?	six	?	?	esʌmʌ	13
Ilokano	?	far	?	?	adayu	25
SaaAuluVillage	?	todig	?	?	ʔeli	1
Gedaged	?	tocome	?	?	so	21
Idaan	?	moon	?	?	bulan	1
Blablanga	?	tosleep	?	?	turu	1
Mouk	?	far	?	?	maua	22
Butuanon	?	mosquito	?	?	lamok	1
Butuanon	?	mosquito	?	?	hilam	32
Butuanon	?	wing	?	?	pagikpik	33
FijianBau	?	tobuy	?	?	volia	1
Pondok	?	heavy	?	?	buatu	1
Chamorro	?	towalk	?	?	lahu	1
Inibaloi	?	tosuck	?	?	sopsop	1
Sengseng	?	painful,sick	?	?	sahi	1
Sengseng	?	painful,sick	?	?	man	45
SouthEfate	?	todream	?	?	tenrtenr	16
BerawanLongTerawan	?	fire	?	?	apoy	1
DayakNgaju	?	topound,beat	?	?	manepe	5
Javanese	?	black	?	?	ireŋ	32
ProtoAustronesian	?	if	?	?	ka	1
ProtoAustronesian	?	if	?	?	nu	2
Vaghua	?	hair	?	?	pələna	31
ManoboAtaupriver	?	tohide	?	?	holos	23
AttaPamplona	?	skin	?	?	tabbiq	40
Werinama	?	child	?	?	yana	1
Tiang	?	rope	?	?	aes	2
Acehnese	?	right	?	?	uneun	1
SangirTabukangDialect	?	tobite	?	?	kiki	1
PeteraraMaewo	?	three	?	?	tolu	1
Tabar	?	tooth	?	?	rivona	1
GauraNggaura	?	tocry	?	?	huyo	2
MalayBahasaIndonesia	?	tohear	?	?	mendengar	1
KallahanKeleyqiq	?	tosleep	?	?	qugip	33
Mokilese	?	onehundred	?	?	pwki	20
MurnatenAlune	?	grass	?	?	tapuane	49
Mangareva	?	tosew	?	?	tui	13
Itbayaten	?	woods/forest	?	?	kakkayuhan	2
Itbayaten	?	woods/forest	?	?	kaaxasan	1
Naman	?	eight	?	?	nsutəl	11
Misima	?	toshoot	?	?	i|hoa	7
TobaBatak	?	tosew	?	?	maŋjait	2
Bellona	?	bad,evil	?	?	maseʔi	42
LwepeSantaCruz	?	toturn	?	?	ayʌlu	36
ManoboAtadownriver	?	tospit	?	?	qilob	39
TagbanwaAborlanDialect	?	water	?	?	danumɣ	1
Leipon	?	white	?	?	pɪren	7
Savosavo	?	fat/grease	?	?	sereɰa	35
EastSumbaneseKamberaSoutherndialect	?	lightning	?	?	kabilak	6
TagalogAnthonydelaPaz	?	mouth	?	?	bibig	32
Baree	?	toturn	?	?	gili	70
Nias	?	tokill	?	?	bunu	1
Woleai	?	shy,ashamed	?	?	maa	1
Indonesian	?	father	?	?	bapak	5
Indonesian	?	father	?	?	ayah	20
BanggaiWdialect	?	tobite	?	?	kakat	1
ManoboWesternBukidnon	?	night	?	?	dukilɨm	20
Balangaw	?	tobite	?	?	bangtʌn	33
Butuanon	?	star	?	?	bituon	1
Ilonggo	?	star	?	?	bituon	1
KasiraIrahutu	?	grass	?	?	samwine	48
BilaanKoronadal	?	woman/female	?	?	libun	17
DaweraDaweloor	?	warm	?	?	wetul	3
SouAmanaTeru	?	dog	?	?	asu	1
Oirata	?	mother	?	?	na	1
Yami	?	bird	?	?	miasasalap	20
TelaMasbuar	?	husband	?	?	oppeni	5
ProtoMalayoPolynesian	?	tocook	?	?	tanek	1
ProtoMalayoPolynesian	?	tocook	?	?	zakan	2
Wolio	?	sand	?	?	bone	1
Kwamera	?	big	?	?	asori	47
Mokilese	?	night	?	?	pwoŋ	1
SouthEfate	?	toflow	?	?	ser	33
Pangasinan	?	smoke	?	?	ashoot	53
NgaiborSAru	?	they	?	?	era	1
Itbayaten	?	new	?	?	vaqyuq	1
NggaoPoro	?	breast	?	?	tsuʔuna	33
NggaoPoro	?	breast	?	?	tsuʔuna	1
ManoboDibabawon	?	todie,bedead	?	?	namatiy	1
Serili	?	wind	?	?	unɛ	4
KilokakaYsabel	?	what?	?	?	heve	1
Mbilua	?	wing	?	?	zambu	44
Tikopia	?	black	?	?	uri	7
Imorod	?	bad,evil	?	?	marahet	1
BatakPalawan	?	day	?	?	qaldaw	1
WindesiWandamen	?	he/she	?	?	i	1
Kedang	?	eye	?	?	mato	1
Likum	?	narrow	?	?	kapeh	1
Javanese	?	who?	?	?	sapa	12
Minangkabau	?	wet	?	?	busah	1
Cebuano	?	toswim	?	?	molangoy	1
Seimat	?	toyawn	?	?	maw	1
Alune	?	thunder	?	?	tla	12
Belait	?	tosteal	?	?	manau	1
SamalSiasiDialect	?	heavy	?	?	buhat	1
Kilivila	?	we	?	?	yakidasi	1
Kilivila	?	we	?	?	yakamesa	2
ManoboIlianenKibudtunganDialect	?	six	?	?	qɨnɨm	1
Madara	?	spider	?	?	kobora	27
LengoParipao	?	eye	?	?	mete	1
BigaMisool	?	we	?	?	ambana	2
ApmaSuruMwerani	?	that	?	?	ih	9
Moken	?	tochoose	?	?	miliək	1
Torau	?	intestines	?	?	siopa	36
KankanayNorthern	?	two	?	?	dowa	1
Surigaonon	?	toliedown	?	?	higda	19
Malango	?	left	?	?	maulina	1
Iaai	?	name	?	?	ye	1
Soa	?	and	?	?	noo	3
ManoboAtadownriver	?	bird	?	?	manokmanok	1
Taokas	?	tosee	?	?	kumita	1
Talise	?	tosteal	?	?	mbeli	12
Ughele	?	man/male	?	?	ikana	51
KankanayNorthern	?	smoke	?	?	qasok	53
Baree	?	we	?	?	kita	1
Baree	?	we	?	?	kami	2
Puyuma	?	nine	?	?	siva	5
Kedang	?	toplant	?	?	mule	1
ElatKeiBesar	?	man/male	?	?	morana	1
BontokGuinaang	?	four	?	?	ʔəpat	1
Tunjung	?	sky	?	?	laŋit	1
Mekeo	?	red	?	?	pito	37
Nahavaq	?	tohear	?	?	roŋ	1
Idaan	?	fat/grease	?	?	innak	1
Agta	?	snake	?	?	qulʌg	33
Megiar	?	three	?	?	tol	1
ProtoCentralEasternMalayoPolynesian	?	shy,ashamed	?	?	mayaq	1
Yapese	?	todrink	?	?	quun	1
KaulongAuVillage	?	intestines	?	?	mulu	19
Tolo	?	sky	?	?	parako	34
Talise	?	person/humanbeing	?	?	tinɔni	10
ProtoCentralPacific	?	tail	?	?	siku	13
MelayuAmbon	?	tosew	?	?	manjai	2
Sekar	?	thin	?	?	ma|nipis	1
Wuna	?	toburn	?	?	ne|tunu	1
ProtoCentralMalayoPolynesian	?	tofear	?	?	matakut	1
Lungga	?	tobreathe	?	?	siŋo	20
Maleu	?	tokill	?	?	pamateŋe	2
MunaKatobuTongkunoDialect	?	tolive,bealive	?	?	adadi	18
Binukid	?	todig	?	?	bangbang	24
Kerinci	?	wind	?	?	aŋeyn	1
Soboyo	?	father	?	?	n|ama	1
KallahanKeleyqiq	?	six	?	?	qenem	1
BugineseSoppengDialect	?	shoulder	?	?	salaŋkaŋ	1
NgaiborSAru	?	name	?	?	ŋarin	1
Iranun	?	who?	?	?	antawa	22
Itbayat	?	person/humanbeing	?	?	tawo	1
MurnatenAlune	?	painful,sick	?	?	kera	7
Katingan	?	rat	?	?	balawau	1
Yapese	?	rotten	?	?	buuy	1
ManoboDibabawon	?	white	?	?	maputiq	1
Saa	?	yellow	?	?	saosaola	15
Pangasinan	?	needle	?	?	dagum	1
ProtoChuukic	?	moon	?	?	marama	7
Kapingamarangi	?	heavy	?	?	daa/maha/	1
Nelemwa	?	thatch/roof	?	?	bwaamwa	19
Nukuoro	?	star	?	?	heduu	1
Namakir	?	three	?	?	itol	1
Ubir	?	tostab,pierce	?	?	i|tab	47
Isamorong	?	fish	?	?	among	19
FijianBau	?	this	?	?	oqo	17
BilaanSarangani	?	lightning	?	?	silaq	2
Itbayat	?	cold	?	?	mahxen	24
Emae	?	wind	?	?	matagi	1
Emae	?	wind	?	?	sau/ririki	10
Nukuoro	?	what?	?	?	aha	1
LampungApiKrui	?	grass	?	?	jukuʔ	2
Nggela	?	thunder	?	?	viha	19
Imroing	?	black	?	?	memekame	1
Likum	?	tosleep	?	?	emetin	1
Nauna	?	shy,ashamed	?	?	memician	1
Hiw	?	shoulder	?	?	pini	25
Gabadi	?	blood	?	?	raranada	1
IvatanBascoDialect	?	tocook	?	?	manoqtong	21
IvatanBascoDialect	?	tocook	?	?	komboal	32
SubanunSindangan	?	eight	?	?	walu	3
Bellona	?	name	?	?	iŋoa	6
PaameseSouth	?	neck	?	?	hiree	43
LungaLungaMinigir	?	eye	?	?	matana	1
TetunTerikFehandialect	?	blood	?	?	raan	1
Tolo	?	thin	?	?	garo	23
Tagalog	?	thou	?	?	ikaw	1
Tiang	?	tochew	?	?	samsam	21
Kuanua	?	wide	?	?	palar	33
Bonfia	?	tohear	?	?	aloka	6
PuloAnnan	?	meat/flesh	?	?	ditiko	10
Cebuano	?	tolaugh	?	?	mokatawa	1
ProtoOceanicBlust	?	toopen,uncover	?	?	pukes	1
Ogan	?	toburn	?	?	nunu	1
Itbayaten	?	snake	?	?	vulay	2
Emae	?	sand	?	?	one	1
Pangasinan	?	tohide	?	?	iyamot	20
Kilivila	?	tosteal	?	?	velau	21
Kiribati	?	tosleep	?	?	mwe	10
Kiribati	?	tosleep	?	?	mæ/tu	1
SaranganiBlaan	?	dog	?	?	gayɨm	23
ManoboIlianenKibudtunganDialect	?	tospit	?	?	qilɨb	39
Varisi	?	person/humanbeing	?	?	mbasɔe	12
MaloSantaCruz	?	egg	?	?	næi	21
Sikaiana	?	tosteal	?	?	kaiaa	7
BabatanaKatazi	?	tosew	?	?	sira	18
Nese	?	toburn	?	?	sul	4
Kwamera	?	rat	?	?	iesukw	3
Nukuoro	?	mosquito	?	?	namu	1
PaameseSouth	?	stick/wood	?	?	aai	1
MerinaMalagasy	?	moon	?	?	volana	1
NehanHape	?	where?	?	?	ia	37
ManoboIlianenKibudtunganDialect	?	man/male	?	?	mɨqama	40
AmbaiYapen	?	i	?	?	yau	1
VaeakauTaumako	?	intestines	?	?	ngakau	12
Sengseng	?	you	?	?	om	1
FutunaAniwa	?	tofear	?	?	mataku	1
Raga	?	root	?	?	garo	2
Siar	?	toyawn	?	?	moh	1
Bajo	?	narrow	?	?	kiput	1
Bali	?	towalk	?	?	məjalan	21
PalawanBatak	?	rope	?	?	lubid	21
Bellona	?	fire	?	?	ahi	1
Yami	?	when?	?	?	mango	10
Kanakanabu	?	i	?	?	ʕku	1
Matukar	?	tocry	?	?	tam	1
Mbirao	?	tolive,bealive	?	?	mauri	1
Yakan	?	father	?	?	sama	1
Pangasinan	?	tochoose	?	?	pili	1
Kinaraya	?	left	?	?	wala	25
KallahanKeleyqiq	?	fire	?	?	qapuy	1
Maranao	?	tocount	?	?	bilaŋ	1
Maranao	?	tocount	?	?	iap	2
Wolio	?	he/she	?	?	incia	1
Anuta	?	dull,blunt	?	?	pengu	12
SantaAna	?	stick/wood	?	?	apena|ɣa	1
Mota	?	skin	?	?	vinitiu	11
ManoboAtadownriver	?	root	?	?	dalid	9
Vaghua	?	tosteal	?	?	səkɒ	13
KahuaMami	?	person/humanbeing	?	?	enuni	10
Agta	?	thatch/roof	?	?	qʌtʌp	1
Alune	?	tosit	?	?	due	11
Samoan	?	old	?	?	tuai	48
Samoan	?	old	?	?	matua	1
Bilibil	?	dirty	?	?	nuni	42
Tugun	?	toscratch	?	?	gatal	8
MagoriSouthEastPapua	?	tobuy	?	?	voi	1
Seimat	?	rotten	?	?	kohan	6
Nauna	?	togrow	?	?	tutuhu	6
SantaAna	?	tokill	?	?	nafu	50
Yakan	?	head	?	?	kok	40
FaganiRihua	?	tohear	?	?	roŋoa	1
BolaangMongondow	?	flower	?	?	buŋan	1
KallahanKayapaProper	?	tocook	?	?	qunluwwag	33
Doura	?	louse	?	?	uku	1
ProtoCentralPacific	?	towork	?	?	quma	1
KwaraaeSolomonIslands	?	tocut,hack	?	?	lae	68
BabatanaTunoe	?	dust	?	?	kau	17
Mono	?	mother	?	?	nka	28
Mailu	?	tofly	?	?	levolevo	1
ManoboWesternBukidnon	?	big	?	?	dɨkɨlɨq	22
Tanimbili	?	night	?	?	voŋombio	28
Bonerate	?	mouth	?	?	ŋusu	2
Maleu	?	stick/wood	?	?	nai	1
Auhelawa	?	stick/wood	?	?	aiwa	1
Chuukese	?	new	?	?	ffe	1
Sunda	?	rope	?	?	tali	1
AttaPamplona	?	rain	?	?	uran	1
Mamanwa	?	five	?	?	lima	1
BanjareseMalay	?	fruit	?	?	buah	1
Buma	?	what?	?	?	ŋanae	15
Toambaita	?	thou	?	?	ʔoe	1
Kusaie	?	short	?	?	fototo	9
Babatana	?	star	?	?	sisiriputu	1
RotiTermanuDialect	?	they	?	?	sila	1
SouthEastBabar	?	you	?	?	ob	2
Rennellese	?	tosplit	?	?	hahaʔa	15
Naman	?	tofear	?	?	mətoxtoxon	1
RejangRejang	?	dry	?	?	kəʔiŋ	22
MaloSantaCruz	?	leg/foot	?	?	nanɒ	35
EastSumbaneseLewadialect	?	bird	?	?	mahawurung	5
TausugJoloDialect	?	toswim	?	?	maglanguy	1
Yakan	?	tothrow	?	?	tibag	34
