# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	GLOTTOCODE	COGID
23486	Kalkutung	SMELL (PERCEIVE)	m p u ʈ i	kalk1246	1
23487	Gamilaraay	SMELL (PERCEIVE)	b u i a	gami1243	9953
23488	Karadjeri	SMELL (PERCEIVE)	b a n d i _ m a n a	kara1476	9957
23490	Kariyarra	SMELL (PERCEIVE)	p a ɳ t i	kari1304	9957
23491	Kartujarra	SMELL (PERCEIVE)	p a ɳ t i	kart1247	9957
23492	Gathang	SMELL (PERCEIVE)	k oː _ eː p u k k eː	gath1234	9949
23493	Kaurna	SMELL (PERCEIVE)	k u ŋ ŋ a ɹ e n d i	kaur1267	9940
23494	Kuku-Uwan	SMELL (PERCEIVE)	n̪ u d̪ a	kuku1280	1
23495	Gugadj	SMELL (PERCEIVE)	n u m e l u m	guga1239	9978
23496	Gugadj	SMELL (PERCEIVE)	n u m e l u m	guga1239	9978
23497	Kukatja	SMELL (PERCEIVE)	p a ɳ t i ŋ a ɹ a	kuka1246	9957
23498	Kuku-Yalanji	SMELL (PERCEIVE)	ɲ u m a	kuku1273	9978
23500	Kuungkari of Barcoo River	SMELL (PERCEIVE)	n̪ i t̪ a	kuun1236	9947
23501	Kula (Australia)	SMELL (PERCEIVE)	b o oː tː a	kula1275	9973
23502	Kurrama	SMELL (PERCEIVE)	p a ɳ t i l	kurr1243	9957
23503	Gurdjar	SMELL (PERCEIVE)	a k	gurd1238	9985
23504	Kuuku-Ya'u	SMELL (PERCEIVE)	n uː ŋ k a n a	kuuk1238	9977
23505	Leningitij	SMELL (PERCEIVE)	o ɣ a	leni1238	9984
23506	Kala Lagaw Ya	SMELL (PERCEIVE)	g a n u p u l m a i	kala1377	9937
23507	Malgana	SMELL (PERCEIVE)	b a ɳ d i j a n u	malg1242	1
23508	Malngin	SMELL (PERCEIVE)	ŋ a p u _ ŋ a n a n a	maln1239	9991
23509	Malyangapa	SMELL (PERCEIVE)	p u p i t c a	maly1234	9990
23512	Margany	SMELL (PERCEIVE)	n̪ u d̪ a	marg1253	9947
23513	Martu Wangka	SMELL (PERCEIVE)	p a ɳ t i ɳ u	mart1256	9957
23515	Madhi Madhi	SMELL (PERCEIVE)	ŋ e n m a d _ a	madh1244	1
23516	Mayi-Thakurti	SMELL (PERCEIVE)	n̪ u m a	mayi1234	9978
23517	Mayi-Thakurti	SMELL (PERCEIVE)	n̪ u m a	mayi1234	9978
23518	Mbabaram	SMELL (PERCEIVE)	m uː ɹ	mbab1239	9988
23519	Kalarko	SMELL (PERCEIVE)	p a ɳ t i	kala1379	9957
23520	Mithaka	SMELL (PERCEIVE)	t̪ u ŋ k a	mith1236	9960
23522	Mudburra	SMELL (PERCEIVE)	ŋ a b u	mudb1240	9991
23524	Muruwari	SMELL (PERCEIVE)	p a t̪ i	muru1266	9952
23525	Narungga	SMELL (PERCEIVE)	m u l i n a	naru1238	9942
23526	Ngaanyatjarra	SMELL (PERCEIVE)	p a ɳ t i	ngaa1240	9957
23527	Ngadjunmaya	SMELL (PERCEIVE)	p a ɳ d i	ngad1258	9957
23528	Lower Riverland	SMELL (PERCEIVE)	t u n k u n	lowe1402	9969
23529	Ngamini	SMELL (PERCEIVE)	p a ɳ i m a	ngam1284	9957
23530	North-western Warlpiri	SMELL (PERCEIVE)	p a ɳ t i	nort2753	9957
23531	Ngarinman	SMELL (PERCEIVE)	ŋ a b u g _ m a n i	ngar1235	9991
23532	Ngarla	SMELL (PERCEIVE)	p u l j a r _ m a n	ngar1296	9974
23533	Ngarluma	SMELL (PERCEIVE)	b u n d ʔ i l g o	ngar1287	9957
23534	Narrinyeri	SMELL (PERCEIVE)	p e i n d i	narr1259	9957
23535	Ngawun	SMELL (PERCEIVE)	n̪ u m a	ngaw1240	9978
23536	Ngawun	SMELL (PERCEIVE)	n̪ u m a	ngaw1240	9978
23537	Ngiyambaa	SMELL (PERCEIVE)	b u tː h a	ngiy1239	9952
23538	Ngunawal	SMELL (PERCEIVE)	b i lː a i	ngun1277	1
23539	Nhanda	SMELL (PERCEIVE)	a ɳ d i	nhan1238	9957
23540	Nhirrpi	SMELL (PERCEIVE)	p a n d a	nhir1234	9957
23541	Mangala	SMELL (PERCEIVE)	p a ɳ t i m a	mang1383	9957
23542	Northern Coastal Nyangumarta	SMELL (PERCEIVE)	p a ɳ t i n i	nort2754	9957
23543	Nyamal	SMELL (PERCEIVE)	p u l j a r a m	nyam1271	9974
23544	Nyangumarta	SMELL (PERCEIVE)	p a ɳ t i l a	nyan1301	9957
23545	Nyunga	SMELL (PERCEIVE)	k a n d u n	nyun1247	9989
23546	Paakantyi	SMELL (PERCEIVE)	b uː n d a	darl1243	9957
23547	Pakanha	SMELL (PERCEIVE)	n̪ uː t̪ a ŋ a	paka1251	9983
23548	Panytyima	SMELL (PERCEIVE)	b a ɳ d i	pany1241	9957
23549	Banggarla	SMELL (PERCEIVE)	m a ɳ i t i	bang1339	9941
23550	Bayungu	SMELL (PERCEIVE)	p a ɳ d i n m a	bayu1240	9957
23551	Pintupi-Luritja	SMELL (PERCEIVE)	p a n t i	pint1250	9957
23552	Pintupi-Luritja	SMELL (PERCEIVE)	j i ɲ i n p a	pint1250	9957
23553	Pintupi-Luritja	SMELL (PERCEIVE)	j i w a r p a	pint1250	9957
23554	Pitjantjatjara	SMELL (PERCEIVE)	p a n t i	pitj1243	9957
23555	Pitta Pitta	SMELL (PERCEIVE)	w a r h u w a	pitt1247	9954
23556	Rirratjingu	SMELL (PERCEIVE)	g u ɲ a n	rirr1238	9939
23557	Ritarungo	SMELL (PERCEIVE)	n̪ u m a n	rita1239	9978
23558	Dhalandji	SMELL (PERCEIVE)	p a ɳ d i l g i n	dhal1245	9957
23559	Dhargari	SMELL (PERCEIVE)	p a ʈ i k u	dhar1247	9957
23560	Umpila	SMELL (PERCEIVE)	n̪ uː ŋ k a	umpi1239	9958
23561	Wajarri	SMELL (PERCEIVE)	b a ɳ d i n m a n̪ a	waja1257	9957
23562	Wagaya	SMELL (PERCEIVE)	i n c e m	waga1260	9964
23567	Wangganguru	SMELL (PERCEIVE)	w a ɹ u w a n a n t a	wang1290	9954
23568	Pintiini	SMELL (PERCEIVE)	p a ɳ t i	pint1251	9957
23569	Wanggamala	SMELL (PERCEIVE)	p u k a c i	wang1289	9956
23570	Ngura	SMELL (PERCEIVE)	p u p i	ngur1261	9990
23572	Wardandi	SMELL (PERCEIVE)	m i n d a ŋ	ward1248	1
23573	Warrgamay	SMELL (PERCEIVE)	b a l m b i	warr1255	9972
23574	Warlmanpa	SMELL (PERCEIVE)	ŋ a p i ɲ a ŋ k a	warl1255	9991
23575	Warlpiri	SMELL (PERCEIVE)	p a ɳ t i	warl1254	9957
23576	Warluwara	SMELL (PERCEIVE)	j a c u ɳ m a	warl1256	9962
23577	Wanman	SMELL (PERCEIVE)	p a ɳ t i l a	wanm1242	9957
23578	Wariyangga	SMELL (PERCEIVE)	p a ɳ d i t̪ a ɹ u	wari1262	9957
23579	Warumungu	SMELL (PERCEIVE)	p a ɳ t a	waru1265	9957
23580	Warrungo	SMELL (PERCEIVE)	b a l m b i	waru1264	9972
23581	Wathawurrung	SMELL (PERCEIVE)	ŋ a r o p a	wath1238	9979
23582	Wajuk	SMELL (PERCEIVE)	p i n t a ŋ	waju1234	9957
23583	Western Arrarnta	SMELL (PERCEIVE)	n c a ɳ e m e	west2441	9957
23584	Wik-Mungkan	SMELL (PERCEIVE)	n̪ uː t̪	wikm1247	9955
23585	Wiradhuri	SMELL (PERCEIVE)	b u dː a nː a	wira1262	9952
23586	Wirangu-Nauo	SMELL (PERCEIVE)	b a ɳ d i ɳ	wira1260	9957
23587	Woiwurrung	SMELL (PERCEIVE)	b u a ŋ	woiw1237	9953
23588	Wulguru	SMELL (PERCEIVE)	m i ɹ a n k a n k a	wulg1239	9965
23589	Yabula Yabula	SMELL (PERCEIVE)	m i ŋ a	yabu1234	9950
23590	Yagara	SMELL (PERCEIVE)	j i l u	yaga1262	1
23591	Yalarnnga	SMELL (PERCEIVE)	w a ɲ c a	yala1262	9981
23592	Yan-nhangu	SMELL (PERCEIVE)	n̪ u m a ɳ	yann1237	9978
23593	Yandruwandha	SMELL (PERCEIVE)	p a n̪ t̪ a m a	yand1253	9957
23594	Yanyuwa	SMELL (PERCEIVE)	w u r u ŋ k a j a r a	yany1243	9961
23595	Yarluyandi	SMELL (PERCEIVE)	p a ɳ i m a	yarl1238	9957
23596	Yawarawarga	SMELL (PERCEIVE)	p a n i n d ɹ i	yawa1258	9957
23597	Yidiñ	SMELL (PERCEIVE)	ɲ u ŋ g a	yidi1250	9958
23598	Yindjibarndi	SMELL (PERCEIVE)	b a ɳ d i g u	yind1247	9957
23599	Yorta Yorta	SMELL (PERCEIVE)	m i ŋ a	yort1237	9950
23601	Yulparitja	SMELL (PERCEIVE)	m i ɲ c u ɳ	yulp1238	9968
23602	Yuwaalaraay	SMELL (PERCEIVE)	b u w i j	yuwa1242	9953
#
23040	Adnyamathanha	SMOKE (EXHAUST)	v u ɳ t u	adny1235	9768
23041	Aghu Tharnggalu	SMOKE (EXHAUST)	r d j u	aghu1254	9820
23042	Alyawarr	SMOKE (EXHAUST)	kʷ e ʈ	alya1239	9790
23043	Andegerebinha	SMOKE (EXHAUST)	kʷ e ʈ	ande1247	9790
23044	Arabana	SMOKE (EXHAUST)	t̪ u p u	arab1267	9779
23045	Awabakal	SMOKE (EXHAUST)	k u tː ɔ l	awab1243	9790
23046	Badimaya	SMOKE (EXHAUST)	c u d u	badi1246	9766
23047	Badjiri	SMOKE (EXHAUST)	b u ɳ t u	badj1244	9770
23048	Yugambeh-Bandjalang	SMOKE (EXHAUST)	c u m e	band1339	9789
23049	Kabikabi	SMOKE (EXHAUST)	w u l u j	kabi1260	9823
23050	Southern Maric	SMOKE (EXHAUST)	d̪ u g a	sout2765	9810
23051	Bilinara	SMOKE (EXHAUST)	c a m b u n	bili1250	9783
23052	Bilinara	SMOKE (EXHAUST)	c a m b u t	bili1250	9783
23053	Biri	SMOKE (EXHAUST)	d̪ u m a l	biri1256	9789
23054	Birrpayi	SMOKE (EXHAUST)	c u d j a l	birr1241	9790
23055	Bularnu	SMOKE (EXHAUST)	ŋ u n a j i	bula1255	9805
23056	Bunganditj	SMOKE (EXHAUST)	p u w i n p i j a	bung1264	9800
23057	Hawkesbury	SMOKE (EXHAUST)	g a ɹ a w a n	hawk1239	9792
23058	Dhangu	SMOKE (EXHAUST)	ŋ a w u l u l	dhan1270	9771
23059	Thurawal	SMOKE (EXHAUST)	k a n d a	thur1254	9791
23060	Sydney	SMOKE (EXHAUST)	k u d c a l	sydn1236	9790
23061	Dharumbal	SMOKE (EXHAUST)	b u l i n	dhar1248	9809
23062	Dayi	SMOKE (EXHAUST)	ŋ a w u l u l	dayi1244	9771
23063	Dhudhuroa	SMOKE (EXHAUST)	t̪ e u	dhud1236	9788
23064	Dhurga	SMOKE (EXHAUST)	t u ɹ ɹ o ʔ w a	dhur1239	9821
23065	Dhuwal	SMOKE (EXHAUST)	ŋ a w u l u l	dhuw1249	9771
23067	Dieri	SMOKE (EXHAUST)	t̪ u p u	dier1241	9779
23068	Dyaabugay	SMOKE (EXHAUST)	d c u g a j	dyaa1242	9822
23069	Djambarrpuyngu	SMOKE (EXHAUST)	ŋ a w u l u l	djam1256	9771
23070	Djapu	SMOKE (EXHAUST)	ŋ a w u l u l	djap1238	9771
23071	Djinang	SMOKE (EXHAUST)	ŋ a ɹ i m b i j	djin1253	9773
23073	Duungidjawu	SMOKE (EXHAUST)	d c u m	duun1241	9789
23074	Dyirbal	SMOKE (EXHAUST)	g a ɹ a n	dyir1250	9764
23075	Wadjigu	SMOKE (EXHAUST)	b u ɖ i b i ɭ oː k	wadj1255	9841
23076	Gamilaraay	SMOKE (EXHAUST)	n u n d u	gami1243	9796
23077	Gangulu	SMOKE (EXHAUST)	d u g a	gang1268	9810
23078	Kalali	SMOKE (EXHAUST)	t̩/t o r o k a	kala1380	9810
23079	Gureng Gureng	SMOKE (EXHAUST)	b oː l i m	gure1255	9809
23080	Gudjal	SMOKE (EXHAUST)	d̪ u g a l a	gudj1237	9810
23081	Gumatj	SMOKE (EXHAUST)	ŋ a w u l u l	guma1253	9771
23082	Kumbainggar	SMOKE (EXHAUST)	c uː m	kumb1268	9789
23083	Gunditjmara	SMOKE (EXHAUST)	p oː ɹ i n	gund1249	9839
23084	Northern Inland Yui	SMOKE (EXHAUST)	ŋ u m b u k	nort2760	9793
23085	Kunggari	SMOKE (EXHAUST)	b u l g u	kung1258	9836
23086	Gunya	SMOKE (EXHAUST)	d̪ u m b i ɲ	guny1241	9843
23087	Gupapuyngu	SMOKE (EXHAUST)	ŋ a w u l u l	gupa1247	9771
23088	Gurindji	SMOKE (EXHAUST)	c u ŋ k a ʈ	guri1247	9778
23089	Guugu Yimidhirr	SMOKE (EXHAUST)	ŋ a l k a l	gugu1255	1
23090	Guwa	SMOKE (EXHAUST)	n c u ŋ a l ˀk a	guwa1242	9829
23091	Guyani	SMOKE (EXHAUST)	t u p u	guya1249	9779
23092	Sydney	SMOKE (EXHAUST)	c u d g e l	sydn1236	9790
23093	Jaru	SMOKE (EXHAUST)	w a ŋ i	jaru1254	9780
23095	Djiwarli	SMOKE (EXHAUST)	c u g u ɖ u	djiw1241	9801
23096	Walmajarri	SMOKE (EXHAUST)	ŋ u ɲ c u r	walm1241	9842
23097	Kanju	SMOKE (EXHAUST)	ŋ u k a	kanj1260	9782
23098	Kalkutung	SMOKE (EXHAUST)	p u ɭ u	kalk1246	9797
23099	Gamilaraay	SMOKE (EXHAUST)	t̪ u	gami1243	9788
23100	Karadjeri	SMOKE (EXHAUST)	ŋ u r u n	kara1476	9826
23102	Kariyarra	SMOKE (EXHAUST)	k u ɳ k u	kari1304	9811
23104	Kartujarra	SMOKE (EXHAUST)	c i n t a r	kart1247	9795
23105	Karruwali	SMOKE (EXHAUST)	k oː d oː	karr1236	9790
23106	Gathang	SMOKE (EXHAUST)	b u t t oː	gath1234	9787
23107	Kaurna	SMOKE (EXHAUST)	p u i j u	kaur1267	9768
23108	Kaurna	SMOKE (EXHAUST)	p oː e j oː	kaur1267	9768
23109	Northern Sunraysia	SMOKE (EXHAUST)	t̪ u ɹ	nort2756	9774
23110	Northern Sunraysia	SMOKE (EXHAUST)	t̪ o ɹ	nort2756	9774
23111	Kuku-Uwan	SMOKE (EXHAUST)	t̪ o k o	kuku1280	9810
23112	Kukatja	SMOKE (EXHAUST)	g o n d c e ɹ u	kuka1246	9842
23113	Kuku-Yalanji	SMOKE (EXHAUST)	k u b u	kuku1273	9833
23117	Kuungkari of Barcoo River	SMOKE (EXHAUST)	m u j u	kuun1236	9834
23118	Kula (Australia)	SMOKE (EXHAUST)	p oː n d oː	kula1275	9773
23119	Kurrama	SMOKE (EXHAUST)	c u ɹ u n	kurr1243	9806
23120	Gurdjar	SMOKE (EXHAUST)	t̪ i ɹ ɣ	gurd1238	9830
23121	Kuuku-Ya'u	SMOKE (EXHAUST)	ŋ u k a	kuuk1238	9782
23122	Leningitij	SMOKE (EXHAUST)	i β o ɹ	leni1238	9828
23123	Kala Lagaw Ya	SMOKE (EXHAUST)	t u	kala1377	9788
23124	Malgana	SMOKE (EXHAUST)	g oː ɹ eː	malg1242	9775
23125	Malngin	SMOKE (EXHAUST)	c u ŋ k a ʈ	maln1239	9778
23126	Malyangapa	SMOKE (EXHAUST)	p o ɳ d o	maly1234	9770
23129	Margany	SMOKE (EXHAUST)	b u ŋ g u	marg1253	9838
23130	Martu Wangka	SMOKE (EXHAUST)	p u j u	mart1256	9768
23132	Madhi Madhi	SMOKE (EXHAUST)	p o ɹ i ŋ i	madh1244	9816
23133	Mayi-Kulan	SMOKE (EXHAUST)	k u m i ɹ i	mayi1236	9802
23134	Mayi-Kulan	SMOKE (EXHAUST)	k u m i ɹ i	mayi1236	9802
23135	Mayaguduna	SMOKE (EXHAUST)	k u m i ɹ i	maya1280	9802
23136	Mayaguduna	SMOKE (EXHAUST)	k u m i ɹ i	maya1280	9802
23137	Mayi-Thakurti	SMOKE (EXHAUST)	j o n b u l k o	mayi1234	9824
23138	Mayi-Thakurti	SMOKE (EXHAUST)	j o n b u l k o	mayi1234	9824
23139	Mayi-Yapi	SMOKE (EXHAUST)	k u m i ɹ i	mayi1235	9802
23140	Mayi-Yapi	SMOKE (EXHAUST)	k u m i ɹ i	mayi1235	9802
23141	Mbabaram	SMOKE (EXHAUST)	a gʷ ɛ j	mbab1239	9832
23142	Anguthimri	SMOKE (EXHAUST)	b u r u	angu1242	9840
23143	Minjungbal	SMOKE (EXHAUST)	d a lː o	minj1242	9772
23144	Kalarko	SMOKE (EXHAUST)	p u j a	kala1379	9768
23145	Mithaka	SMOKE (EXHAUST)	k u t u	mith1236	9790
23147	Mudburra	SMOKE (EXHAUST)	c u ŋ k a ɳ a	mudb1240	9778
23149	Muruwari	SMOKE (EXHAUST)	d u ɹ a ŋ	muru1266	9798
23150	Narungga	SMOKE (EXHAUST)	b oː j oː	naru1238	1
23152	Ngaanyatjarra	SMOKE (EXHAUST)	p u j	ngaa1240	9768
23153	Ngaanyatjarra	SMOKE (EXHAUST)	t c u n a ɳ	ngaa1240	9768
23154	Ngaanyatjarra	SMOKE (EXHAUST)	w i nː j i n	ngaa1240	9768
23155	Ngadjunmaya	SMOKE (EXHAUST)	p u _ i a	ngad1258	9769
23156	Lower Riverland	SMOKE (EXHAUST)	m u l t k o	lowe1402	9813
23157	Ngamini	SMOKE (EXHAUST)	t u p u	ngam1284	9779
23158	North-western Warlpiri	SMOKE (EXHAUST)	k u n c u ɹ u	nort2753	9777
23159	Ngarigu	SMOKE (EXHAUST)	d̪ u n b u k	ngar1297	9819
23160	Ngarinman	SMOKE (EXHAUST)	c u l a ɲ	ngar1235	9784
23161	Ngarla	SMOKE (EXHAUST)	j u k u ɳ	ngar1296	9799
23162	Ngarluma	SMOKE (EXHAUST)	b u ɭ g u ɳ	ngar1287	9765
23163	Narrinyeri	SMOKE (EXHAUST)	p ɹ u m p	narr1259	9786
23164	Ngawun	SMOKE (EXHAUST)	k u m i ɹ i	ngaw1240	9802
23165	Ngawun	SMOKE (EXHAUST)	k u m i ɹ i	ngaw1240	9802
23166	Ngiyambaa	SMOKE (EXHAUST)	p u tː h u	ngiy1239	9787
23167	Ngunawal	SMOKE (EXHAUST)	k u dː a l t̪	ngun1277	9790
23168	Nhanda	SMOKE (EXHAUST)	j u g u ɖ u	nhan1238	9801
23169	Nhirrpi	SMOKE (EXHAUST)	t̪ u p u	nhir1234	9779
23170	Mangala	SMOKE (EXHAUST)	j u k u n	mang1383	9799
23171	Northern Coastal Nyangumarta	SMOKE (EXHAUST)	t u w i	nort2754	9842
23172	Nyamal	SMOKE (EXHAUST)	k oː ɳ g o	nyam1271	9811
23173	Nyangumarta	SMOKE (EXHAUST)	c u ŋ a n	nyan1301	9815
23174	Nyunga	SMOKE (EXHAUST)	k eː ɹ a	nyun1247	9776
23175	Paakantyi	SMOKE (EXHAUST)	b u n d u	darl1243	9773
23176	Pakanha	SMOKE (EXHAUST)	t̪ u mː a ŋ u kː a	paka1251	9789
23177	Pallanganmiddang	SMOKE (EXHAUST)	t c u	pall1243	9779
23178	Panytyima	SMOKE (EXHAUST)	c u k u ɳ p a	pany1241	9801
23179	Banggarla	SMOKE (EXHAUST)	k u ɖ l a b oː i oː	bang1339	9768
23180	Bayungu	SMOKE (EXHAUST)	w i l j u r u	bayu1240	9807
23181	Western Victoria	SMOKE (EXHAUST)	b o t i	west2443	9785
23182	Pintupi-Luritja	SMOKE (EXHAUST)	p u j u	pint1250	9768
23183	Pintupi-Luritja	SMOKE (EXHAUST)	t c u n a n p a	pint1250	9768
23184	Pintupi-Luritja	SMOKE (EXHAUST)	w i ɲ i n p a	pint1250	9768
23185	Pirriya	SMOKE (EXHAUST)	t̪ u r k a	pirr1240	9779
23186	Pitjantjatjara	SMOKE (EXHAUST)	t c u n a n	pitj1243	9778
23187	Pitta Pitta	SMOKE (EXHAUST)	k u t̪ u	pitt1247	9790
23188	Rirratjingu	SMOKE (EXHAUST)	ŋ a w u l u l	rirr1238	9771
23189	Ritarungo	SMOKE (EXHAUST)	b u ɲ ʔ t c u n	rita1239	9773
23190	Dhalandji	SMOKE (EXHAUST)	c u g u ɖ u	dhal1245	9801
23191	Dhargari	SMOKE (EXHAUST)	k u r i	dhar1247	9803
23192	Umpila	SMOKE (EXHAUST)	ŋ u k a	umpi1239	9782
23193	Wajarri	SMOKE (EXHAUST)	j u ɭ a	waja1257	9827
23194	Wagaya	SMOKE (EXHAUST)	ŋ u t u ŋ u t u	waga1260	9814
23199	Wangganguru	SMOKE (EXHAUST)	m a k a t u p u	wang1290	9779
23200	Wanggamala	SMOKE (EXHAUST)	k u t u	wang1289	9790
23201	Ngura	SMOKE (EXHAUST)	t̪ u p u	ngur1261	9779
23203	Wardandi	SMOKE (EXHAUST)	b u o j a	ward1248	9768
23204	Warrgamay	SMOKE (EXHAUST)	b u n u	warr1255	9837
23205	Warlmanpa	SMOKE (EXHAUST)	k u n c u ɹ u	warl1255	9777
23206	Warlmanpa	SMOKE (EXHAUST)	j u k u ʈ u	warl1255	9777
23207	Warlpiri	SMOKE (EXHAUST)	k u n c u ɹ u	warl1254	9777
23208	Warluwara	SMOKE (EXHAUST)	w u w a lː a	warl1256	9808
23209	Wanman	SMOKE (EXHAUST)	p u j u	wanm1242	9768
23210	Wariyangga	SMOKE (EXHAUST)	c u g u ɖ u	wari1262	9801
23211	Warumungu	SMOKE (EXHAUST)	w i ɲ a l	waru1265	9781
23212	Warrungo	SMOKE (EXHAUST)	b u n b u b a j a	waru1264	9817
23213	Wathawurrung	SMOKE (EXHAUST)	b u ʈ	wath1238	9787
23214	Wadiwadi	SMOKE (EXHAUST)	b o t o	wadi1249	9785
23215	Wadiwadi	SMOKE (EXHAUST)	b oː ɹ a ŋ n i	wadi1249	9785
23216	Wajuk	SMOKE (EXHAUST)	k e r a	waju1234	9776
23217	Western Arrarnta	SMOKE (EXHAUST)	u ɹ a _ kʷ aː ʈ a	west2441	9812
23218	Wik-Mungkan	SMOKE (EXHAUST)	t̪ u m _ t̪ o k	wikm1247	9789
23219	Wiradhuri	SMOKE (EXHAUST)	b uː n d̪ uː	wira1262	9773
23220	Wirangu-Nauo	SMOKE (EXHAUST)	b u j u	wira1260	9768
23221	Woiwurrung	SMOKE (EXHAUST)	b u ʈ	woiw1237	9787
23222	Wulguru	SMOKE (EXHAUST)	b u d̪ n u	wulg1239	9818
23223	Yabula Yabula	SMOKE (EXHAUST)	d̪ o a ŋ a	yabu1234	9794
23224	Yagara	SMOKE (EXHAUST)	t s i u m a	yaga1262	9789
23225	Yalarnnga	SMOKE (EXHAUST)	k oː d oː	yala1262	9790
23226	Yan-nhangu	SMOKE (EXHAUST)	b u ɲ ˀt c u n	yann1237	9773
23227	Yandruwandha	SMOKE (EXHAUST)	t̪ u p u	yand1253	9779
23228	Yandruwandha	SMOKE (EXHAUST)	m a k a t̪ u p u	yand1253	9779
23229	Yandruwandha	SMOKE (EXHAUST)	m u k i	yand1253	9779
23230	Yandruwandha	SMOKE (EXHAUST)	m u k u	yand1253	9779
23231	Yanyuwa	SMOKE (EXHAUST)	n u ɳ ŋ a r	yany1243	9804
23232	Yarluyandi	SMOKE (EXHAUST)	t̪ u p u	yarl1238	9779
23233	Yawarawarga	SMOKE (EXHAUST)	m a k a t u p u	yawa1258	9779
23234	Yidiñ	SMOKE (EXHAUST)	w u ɲ c u	yidi1250	1
23235	Yindjibarndi	SMOKE (EXHAUST)	b uː	yind1247	9767
23236	Yindjilandji	SMOKE (EXHAUST)	ʔ c ʊ g a l i	yind1248	9825
23237	Bidyara	SMOKE (EXHAUST)	ŋ a d j u	bidy1243	9835
23238	Yirandhali	SMOKE (EXHAUST)	t o n oː ŋ g a	yira1239	9831
23239	Yorta Yorta	SMOKE (EXHAUST)	d̪ o ŋ a	yort1237	9794
23241	Yulparitja	SMOKE (EXHAUST)	c u ŋ a ɳ	yulp1238	9778
23242	Yuwaalaraay	SMOKE (EXHAUST)	d̪ uː	yuwa1242	9788
23243	Yuwaalaraay	SMOKE (EXHAUST)	w u j u g i l	yuwa1242	9788
#
23244	Adnyamathanha	SNAKE	u ɹ k a ɹ i	adny1235	9868
23245	Aghu Tharnggalu	SNAKE	ŋ a m ə l u j	aghu1254	9936
23246	Alyawarr	SNAKE	a ʈ a ɹ	alya1239	9893
23247	Alyawarr	SNAKE	e ʈ n u m	alya1239	9893
23248	Andegerebinha	SNAKE	a p m w e	ande1247	9862
23249	Arabana	SNAKE	a l a k u ɹ a	arab1267	9889
23250	Awabakal	SNAKE	m a i j a	awab1243	9879
23251	Badimaya	SNAKE	c i g a	badi1246	9906
23252	Badjiri	SNAKE	d a m b a	badj1244	9915
23253	Yugambeh-Bandjalang	SNAKE	j u m b a _ k oː ŋ a i	band1339	9919
23254	Kabikabi	SNAKE	m u r u g u ɹ a j	kabi1260	9912
23255	Southern Maric	SNAKE	m u n d a	sout2765	9866
23256	Bilinara	SNAKE	c a w u l w a r a	bili1250	9864
23257	Biri	SNAKE	g u l u ɹ i	biri1256	9872
23258	Birrpayi	SNAKE	m a l l e a	birr1241	9885
23259	Bularnu	SNAKE	ɖ a w u l a r a	bula1255	9899
23260	Bunganditj	SNAKE	k u ɹ a ŋ	bung1264	9890
23261	Colac	SNAKE	k aː n l a ŋ	cola1237	9930
23262	Hawkesbury	SNAKE	b i ɹ i d c a ɹ a l	hawk1239	9881
23263	Dhangu	SNAKE	d c æ ɭ k i	dhan1270	9851
23264	Sydney	SNAKE	j i ɹ ɹ a b i c	sydn1236	9882
23265	Dharumbal	SNAKE	b a l g u ŋ a ɹ	dhar1248	9914
23266	Dayi	SNAKE	m o ɭ ʔ ŋ u	dayi1244	9854
23267	Dhudhuroa	SNAKE	c u u	dhud1236	9844
23268	Dhurga	SNAKE	k a ʔ ɹ eː	dhur1239	9852
23269	Dhuwal	SNAKE	m u n d u k u ɭ	dhuw1249	9861
23271	Dieri	SNAKE	w a n k u	dier1241	9857
23272	Dyaabugay	SNAKE	m i m b i ɹ i	dyaa1242	9910
23273	Djambarrpuyngu	SNAKE	j i ŋ a ɳ i	djam1256	9850
23274	Djapu	SNAKE	m u n d u k u ɭ	djap1238	9861
23275	Djinang	SNAKE	m i n a r	djin1253	9853
23277	Duungidjawu	SNAKE	j a l a m	duun1241	9918
23278	Dyirbal	SNAKE	w a tː u m	dyir1250	9895
23279	Flinders Island	SNAKE	w o b a	flin1247	9862
23280	Wadjigu	SNAKE	a b u l	wadj1255	9929
23281	Gamilaraay	SNAKE	t̪ i	gami1243	9844
23282	Gangulu	SNAKE	m u n d a	gang1268	9866
23283	Kalali	SNAKE	m u n a	kala1380	9866
23284	Gureng Gureng	SNAKE	w o ŋ i	gure1255	9917
23285	Gudjal	SNAKE	m u n d a	gudj1237	9866
23286	Gumatj	SNAKE	m o ɭ ʔ ŋ u	guma1253	9854
23287	Kumbainggar	SNAKE	d u ŋ g uː ɲ	kumb1268	9920
23288	Gunditjmara	SNAKE	c oː ɳ w eː l	gund1249	9873
23289	Northern Inland Yui	SNAKE	w o r g u n	nort2760	9883
23290	Gunya	SNAKE	b u m b a ɹ a	guny1241	9848
23291	Gupapuyngu	SNAKE	d c æ ɭ k i	gupa1247	9851
23292	Gurindji	SNAKE	w a ɹ i	guri1247	9852
23293	Guugu Yimidhirr	SNAKE	d u ŋ u l	gugu1255	1
23294	Guwa	SNAKE	m u ŋ oː	guwa1242	9923
23295	Guyani	SNAKE	w a b m a	guya1249	9862
23296	Sydney	SNAKE	c a n	sydn1236	9877
