ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
8500	Dulong	drun1238	thin		ba⁵³	b a	P V	b a	P A	thin:409	409
8506	Ersu	ersu1241	thin		bzɨ³³_bzɨ⁵⁵	b z ɨ b z ɨ	P S V P S V	b z I b z I	P S I P S I	thin:409	409
8548	Fuzhou	mind1253	thin		pok⁵	p o k	P V K	p o k	P U K	thin:409	409
8527	Garo	garo1247	thin		bagipa	b a g i p a	P V K V P V	b a g i p a	P A K I P A	thin:409	409
8513	Geba	geba1237	thin		ʔəpu⁴⁴	ʔ ə p u	H V P V	7 I p u	H E P Y	thin:409	409
8505	Geker	geko1235	thin		b̄əː⁵⁵	b̄ əː	P V	b I	P E	thin:409	409
8554	Guiqiong	guiq1238	thin		dʒɨ³³	dʒ ɨ	T V	d I	T I	thin:409	409
8525	Gurung	guru1261	thin		pdlu²_NEP	p d l u	P T R V	p d l u	P T L Y	thin:93	93
8511	Hmar	hmar1241	thin		inphaːn	i n pʰ aː n	V N P V N	i n p a n	I N P A N	thin:409	409
8550	Horpa	horp1239	thin		_bə	b ə	P V	b I	P E	thin:409	409
8492	Idu	idum1241	thin		ba¹_a¹	b a a	P V V	b a a	P A A	thin:409	409
8546	Jingpo	kach1280	thin		pha³¹	pʰ a	P V	p a	P A	thin:409	409
8535	Jinuo	youl1235	thin		pɔ⁴⁴	p ɔ	P V	p o	P U	thin:409	409
8504	Kulung	kulu1253	thin		cupkhaswa	ts u p kʰ a s w a	K V P K V S W V	C u p k a s w a	C Y P K A S W A	thin:290	290
8495	Lepcha	lepc1244	thin		klep	k l e p	K R V P	k l e p	K L E P	thin:450	450
8526	Lhasa Tibetan	tibe1272	thin		ćə⁵⁵_pu⁵⁵	tsʲ ə p u	T V P V	t I p u	T E P Y	thin:290	290
8493	Lhota	loth1237	thin		ep	e p	V P	e p	E P	thin:409	409
8540	Liangmai	lian1251	thin		karibu	k a r i b u	K V R V P V	k a r i b u	K A R I P Y	thin:1005	1005
8544	Lijiang-Naxi	lich1241	thin		mbe³³	m b e	M P V	m b e	M P E	thin:409	409
8494	Lushai	lush1249	thin		pan	p a n	P V N	p a n	P A N	thin:409	409
8539	Lüsu	lisu1250	thin		bi⁵³_bi⁵³	b i b i	P V P V	b i b i	P I P I	thin:409	409
8514	Manu	manu1255	thin		kə¹¹_lạ¹¹_pi	k ə l a̰ p i	K V R V P V	k I l a p i	K E L A P I	thin:409	409
8530	Motuo-M	dakp1242	thin		ba_lu	b a l u	P V R V	b a l u	P A L Y	thin:409	409
8543	N-Qiang	nort2722	thin		ʒ̣ə_ci	ʒ ə ts i	S V K V	Z I C i	S E C I	thin:409	409
8537	Namuzi	namu1246	thin		ɛ³³_bi⁵⁵	ɛ b i	V P V	E b i	E P I	thin:409	409
8519	Ninglang-Naxi	naxi1245	thin		bi³³	b i	P V	b i	P I	thin:409	409
8512	Nusu	nusu1239	thin		ba⁵⁵	b a	P V	b a	P A	thin:409	409
8491	Old Chinese	oldc1244	thin		bāk	b aː k	P V K	b a k	P A K	thin:409	409
8502	Pa'O	paok1235	thin		bɨ⁴⁴²²	b ɨ	P V	b I	P I	thin:409	409
8552	Padam	pada1257	thin		be-sor	b e s o r	P V S V R	b e s o r	P E S U R	thin:409	409
8488	Quueyu	quey1238	thin		pći⁵⁵_pći³³	p tsʲ i p tsʲ i	P T V P T V	p t i p t i	P T I P T I	thin:409	409
8508	Rawang	rawa1265	thin		ba	b a	P V	b a	P A	thin:409	409
8497	Rourou	nusu1239	thin		pu³¹	p u	P V	p u	P Y	thin:409	409
8536	Serdukpen	sher1257	thin		achap	a tsʰ a p	V K V P	a C a p	A C A P	thin:290	290
8496	Sgaw	sgaw1245	thin		ʔəb̄ɨ⁴⁴	ʔ ə b̄ ɨ	H V P V	7 I b I	H E P I	thin:409	409
8516	Shixing	shix1238	thin		ɛ³³_bu³³_bu⁵	ɛ b u b u	V P V P V	E b u b u	E P Y P Y	thin:409	409
8501	Tangkul	tang1336	thin		kakao	k a k a o	K V K V V	k a k a o	K A K A U	thin:1006	1006
8531	Tujia	nort2732	thin		sa⁴_sie³	s a s i e	S V S V V	s a s i e	S A S I E	thin:1285	1285
8521	W. Kayah	west2409	thin		bɨ³³	b ɨ	P V	b I	P I	thin:409	409
8522	Written Tibetan	tibe1272	thin		srab_po	s r a b p o	S R V P P V	s r a b p o	S R A P P U	thin:290	290
8538	Xiaxe Tibetan	amdo1237	thin		śap_wə	sʲ a p w ə	S V P W V	s a p w I	S A P W E	thin:290	290
8542	Yeinbaw	yinb1236	thin		prɨ̣⁴⁴	p r ɨ̰	P R V	p r I	P R I	thin:409	409
8534	Yintale	yint1235	thin		buŋ³⁵	b u ŋ	P V N	b u N	P Y N	thin:409	409
8545	Zeme	zeme1240	thin		keribe	k e r i b e	K V R V P V	k e r i b e	K E R I P E	thin:1005	1005
8533	Zhaba	zhab1238	thin		ja̲m⁵⁵	j a̰ m	J V M	y a m	J A M	thin:343	343
6785	Alike Tibetan	amdo1237	this		ndə	n d ə	N T V	n d I	N T E	this:1505	1505
6825	Ao-Chungli	chon1286	this		abaʒi	a b a ʒ i	V P V S V	a b a Z i	A P A S I	this:861	861
6776	Ao-Mongsen	mong1332	this		aba	a b a	V P V	a b a	A P A	this:861	861
6757	Apatari	apat1240	this		si	s i	S V	s i	S I	this:316	316
6795	Batang Tibetan	kham1282	this		ʔe⁵⁵_de⁵³	ʔ e d e	H V T V	7 e d e	H E T E	this:1505	1505
6753	Beijing	mand1415	this		zhè	z h e	S H V	z h e	S H E	this:1505	1505
6822	Bodo	bodo1269	this		eʔ	e ʔ	V H	e 7	E H	this:477	477
6780	Bokar	bori1243	this		šiː	ʃ iː	S V	S i	S I	this:316	316
6827	Bola	pela1242	this		tʃhə⁵⁵	tʃʰ ə	T V	t I	T E	this:357	357
6823	Burmese	nucl1310	this		i	i	V	i	I	this:477	477
6756	Dhimal	dhim1246	this		idoi	i d o i	V T V V	i d o i	I T U I	this:1505	1505
6816	Dimasa	dima1251	this		ebo	e b o	V P V	e b o	E P U	this:477	477
6768	Dulong	drun1238	this		ʒa⁵⁵	ʒ a	S V	Z a	S A	this:357	357
6774	Ersu	ersu1241	this		thɛ⁵⁵	tʰ ɛ	T V	t E	T E	this:1505	1505
6754	Fuzhou	mind1253	this		ci⁵²_eik²³	ts i e i k	K V V V K	C i e i k	C I E I K	this:1505	1505
6799	Garo	garo1247	this		ia	i a	V V	i a	I A	this:477	477
6783	Geba	geba1237	this		ʔəjo³³	ʔ ə j o	H V J V	7 I y o	H E J U	this:477	477
6773	Geker	geko1235	this		jəlɔ³³	j ə l ɔ	J V R V	y I l o	J E L U	this:477	477
6828	Guiqiong	guiq1238	this		ti⁵⁵_	t i	T V	t i	T I	this:1505	1505
6797	Gurung	guru1261	this		cu²	ts u	K V	C u	C Y	this:804	804
6752	Hakka	hakk1236	this		li³_ie⁴	l i i e	R V V V	l i i e	L I I E	this:1316	1316
6800	Hill-Miri	nyis1236	this		si	s i	S V	s i	S I	this:316	316
6824	Horpa	horp1239	this		ə_də	ə d ə	V T V	I d I	E T E	this:1505	1505
6760	Idu	idum1241	this		i¹_he¹	i h e	V H V	i h e	I H E	this:477	477
6821	Jingpo	kach1280	this		n³³_tai³³	n t a i	N T V V	n t a i	N T A I	this:1505	1505
6809	Jinuo	youl1235	this		će³³	tsʲ e	T V	t e	T E	this:357	357
6758	Jirel	jire1238	this		di_L²	d i	T V	d i	T I	this:1505	1505
6807	Kaike	kaik1246	this		ɔn	ɔ n	V N	o n	U N	this:802	802
6790	Khaling	khal1275	this		tɛ_L	t ɛ	T V	t E	T E	this:1505	1505
6772	Kulung	kulu1253	this		Nkə	k ə	K V	k I	K E	this:538	538
6763	Lepcha	lepc1244	this		a	a	V	a	A	this:802	802
6798	Lhasa Tibetan	tibe1272	this		ti¹³	t i	T V	t i	T I	this:1505	1505
6761	Lhota	loth1237	this		ši	ʃ i	S V	S i	S I	this:477	477
6815	Liangmai	lian1251	this		hai	h a i	H V V	h a i	H A I	this:477	477
6819	Lijiang-Naxi	lich1241	this		c̣hɨ³³	tʂʰ ɨ	T V	t I	T I	this:357	357
6801	Limbu	limb1266	this		kɔN	k ɔ	K V	k o	K U	this:538	538
6762	Lushai	lush1249	this		hei	h e i	H V V	h e i	H E I	this:802	802
6813	Lüsu	lisu1250	this		the³³	tʰ e	T V	t e	T E	this:1505	1505
6784	Manu	manu1255	this		he⁴⁴_ʔɨ¹¹	h e ʔ ɨ	H V H V	h e 7 I	H E H I	this:477	477
6804	Motuo-M	dakp1242	this		ʔu_thi	ʔ u tʰ i	H V T V	7 u t i	H Y T I	this:1505	1505
6818	N-Qiang	nort2722	this		caː	ts aː	K V	C a	C A	this:357	357
6811	Namuzi	namu1246	this		tɛ⁵⁵	t ɛ	T V	t E	T E	this:1505	1505
6789	Ninglang-Naxi	naxi1245	this		c̣hɨ³³	tʂʰ ɨ	T V	t I	T I	this:357	357
6782	Nusu	nusu1239	this		śi³⁵	sʲ i	S V	s i	S I	this:316	316
6750	Old Chinese	oldc1244	this		deʔ	d e ʔ	T V H	d e 7	T E H	this:1505	1505
6759	Old Chinese	oldc1244	this		ćhejʔ	tsʲʰ e j ʔ	T V J H	t e y 7	T E J H	this:357	357
6770	Pa'O	paok1235	this		źo⁴⁴²²	zʲ o	S V	z o	S U	this:477	477
6826	Padam	pada1257	this		si-də	s i d ə	S V T V	s i d I	S I T E	this:316	316
6755	Quueyu	quey1238	this		tʃi³⁵	tʃ i	T V	t i	T I	this:316	316
6778	Rawang	rawa1265	this		ya	y a	V V	i a	Y A	this:357	357
6765	Rourou	nusu1239	this		ɣuo³⁵	ɣ u o	K V V	x u o	G Y U	this:1316	1316
6810	Serdukpen	sher1257	this		thi	tʰ i	T V	t i	T I	this:477	477
6764	Sgaw	sgaw1245	this		ʔəwe⁴⁴_ʔi³³	ʔ ə w e ʔ i	H V W V H V	7 I w e 7 i	H E W E H I	this:477	477
6777	Sherpa	sher1255	this		d-i_LF	d i	T V	d i	T I	this:1505	1505
6786	Shixing	shix1238	this		hɛ⁵⁵	h ɛ	H V	h E	H E	this:1316	1316
6769	Tangkul	tang1336	this		hi	h i	H V	h i	H I	this:477	477
6805	Tujia	nort2732	this		kai³	k a i	K V V	k a i	K A I	this:538	538
6792	W. Kayah	west2409	this		ie³³	i e	V V	i e	I E	this:477	477
6793	Written Tibetan	tibe1272	this		ãdi	ã ∼ d i	V N T V	a n d i	A 9 T I	this:1505	1505
6812	Xiaxe Tibetan	amdo1237	this		ndə	n d ə	N T V	n d I	N T E	this:1505	1505
6817	Yeinbaw	yinb1236	this		źo⁴⁴	zʲ o	S V	z o	S U	this:477	477
6808	Yintale	yint1235	this		ʔɛ⁵⁵_nɨ¹¹	ʔ ɛ n ɨ	H V N V	7 E n I	H E N I	this:477	477
6820	Zeme	zeme1240	this		ai	a i	V V	a i	A I	this:802	802
6806	Zhaba	zhab1238	this		xji⁵¹	x j i	K J V	x y i	G J I	this:538	538
6861	Alike Tibetan	amdo1237	thou		cśho	ts sʲ h o	K S H V	C s h o	C S H U	thou:611	611
6904	Ao-Chungli	chon1286	thou		naŋ	n a ŋ	N V N	n a N	N A N	thou:1362	1362
6852	Ao-Mongsen	mong1332	thou		no	n o	N V	n o	N U	thou:1362	1362
6833	Apatari	apat1240	thou		nó	n o	N V	n o	N U	thou:1362	1362
6871	Batang Tibetan	kham1282	thou		höʔ⁵³	h ö ʔ	H V H	h E 7	H U H	thou:611	611
6883	Beijing	mand1415	thou		nǐ	n i	N V	n i	N I	thou:1362	1362
6900	Bodo	bodo1269	thou		nəʔŋ	n ə ʔ ŋ	N V H N	n I 7 N	N E H N	thou:1362	1362
6856	Bokar	bori1243	thou		noː	n oː	N V	n o	N U	thou:1362	1362
6906	Bola	pela1242	thou		nɔ̃⁵⁵	n ɔ̃	N V	n o	N U	thou:1362	1362
6902	Burmese	nucl1310	thou		naŋ	n a ŋ	N V N	n a N	N A N	thou:1362	1362
6832	Dhimal	dhim1246	thou		na	n a	N V	n a	N A	thou:1362	1362
6894	Dimasa	dima1251	thou		nuŋ	n u ŋ	N V N	n u N	N Y N	thou:1362	1362
6845	Dulong	drun1238	thou		na⁵³	n a	N V	n a	N A	thou:1362	1362
6850	Ersu	ersu1241	thou		nɛ⁵⁵	n ɛ	N V	n E	N E	thou:1362	1362
6901	Fuzhou	mind1253	thou		nö³³	n ö	N V	n E	N U	thou:1362	1362
6875	Garo	garo1247	thou		na-a	n a a	N V V	n a a	N A A	thou:1362	1362
6859	Geba	geba1237	thou		nɛ³³	n ɛ	N V	n E	N E	thou:1362	1362
6849	Geker	geko1235	thou		na³³	n a	N V	n a	N A	thou:1362	1362
6907	Guiqiong	guiq1238	thou		nũ³⁵	n ũ ∼	N V N	n u n	N Y 9	thou:1362	1362
6873	Gurung	guru1261	thou		kxi¹	k x i	K K V	k x i	K G I	thou:611	611
6880	Hakka	hakk1236	thou		ŋ²	ŋ	N	N	N	thou:1362	1362
6876	Hill-Miri	nyis1236	thou		no	n o	N V	n o	N U	thou:1362	1362
6903	Horpa	horp1239	thou		ńi	nʲ i	N V	n i	N I	thou:1362	1362
6837	Idu	idum1241	thou		ńo²	nʲ o	N V	n o	N U	thou:1362	1362
6899	Jingpo	kach1280	thou		naŋ³³	n a ŋ	N V N	n a N	N A N	thou:1362	1362
6887	Jinuo	youl1235	thou		nə⁴²	n ə	N V	n I	N E	thou:1362	1362
6835	Jirel	jire1238	thou		kho_T²	kʰ o	K V	k o	K U	thou:611	611
6885	Kaike	kaik1246	thou		nɔ̃	n ɔ̃	N V	n o	N U	thou:1362	1362
6866	Khaling	khal1275	thou		in_L	i n	V N	i n	I N	thou:1362	1362
6840	Lepcha	lepc1244	thou		hó	h o	H V	h o	H U	thou:611	611
6874	Lhasa Tibetan	tibe1272	thou		che⁵⁵_raŋ⁵⁵	tsʰ e r a ŋ	K V R V N	C e r a N	C E R A N	thou:611	611
6838	Lhota	loth1237	thou		no	n o	N V	n o	N U	thou:1362	1362
6893	Liangmai	lian1251	thou		naŋ	n a ŋ	N V N	n a N	N A N	thou:1362	1362
6897	Lijiang-Naxi	lich1241	thou		nɨ³¹	n ɨ	N V	n I	N I	thou:1362	1362
6877	Limbu	limb1266	thou		khene	kʰ e n e	K V N V	k e n e	K E N E	thou:1362	1362
6839	Lushai	lush1249	thou		naŋ	n a ŋ	N V N	n a N	N A N	thou:1362	1362
6891	Lüsu	lisu1250	thou		ne⁵³	n e	N V	n e	N E	thou:1362	1362
6860	Manu	manu1255	thou		nạ¹¹	n a̰	N V	n a	N A	thou:1362	1362
6881	Motuo-M	dakp1242	thou		nan	n a n	N V N	n a n	N A N	thou:1362	1362
6896	N-Qiang	nort2722	thou		kuə	k u ə	K V V	k u I	K Y E	thou:611	611
6889	Namuzi	namu1246	thou		no³³	n o	N V	n o	N U	thou:1362	1362
6865	Ninglang-Naxi	naxi1245	thou		no⁵⁵	n o	N V	n o	N U	thou:1362	1362
6858	Nusu	nusu1239	thou		ńoŋ⁵⁵	nʲ o ŋ	N V N	n o N	N U N	thou:1362	1362
6836	Old Chinese	oldc1244	thou		nhejʔ	nʰ e j ʔ	N V J H	n e y 7	N E J H	thou:1362	1362
6847	Pa'O	paok1235	thou		na⁵⁵⁵⁵	n a	N V	n a	N A	thou:1362	1362
6905	Padam	pada1257	thou		no	n o	N V	n o	N U	thou:1362	1362
6831	Quueyu	quey1238	thou		ńe¹³	nʲ e	N V	n e	N E	thou:1362	1362
6854	Rawang	rawa1265	thou		na	n a	N V	n a	N A	thou:1362	1362
6842	Rourou	nusu1239	thou		ńɔ³¹	nʲ ɔ	N V	n o	N U	thou:1362	1362
6888	Serdukpen	sher1257	thou		naŋ	n a ŋ	N V N	n a N	N A N	thou:1362	1362
6841	Sgaw	sgaw1245	thou		nạ³³	n a̰	N V	n a	N A	thou:1362	1362
6853	Sherpa	sher1255	thou		khyo_LR	kʰ y o	K V V	k i o	K Y U	thou:611	611
6862	Shixing	shix1238	thou		ńi⁵⁵	nʲ i	N V	n i	N I	thou:1362	1362
6846	Tangkul	tang1336	thou		na	n a	N V	n a	N A	thou:1362	1362
6882	Tujia	nort2732	thou		ńi³	nʲ i	N V	n i	N I	thou:1362	1362
6868	W. Kayah	west2409	thou		nɛ̣¹¹	n ɛ̰	N V	n E	N E	thou:1362	1362
6869	Written Tibetan	tibe1272	thou		khjod	kʰ j o d	K J V T	k y o d	K J U T	thou:611	611
6890	Xiaxe Tibetan	amdo1237	thou		ćho	tsʲʰ o	T V	t o	T U	thou:611	611
6895	Yeinbaw	yinb1236	thou		nṿ̃⁴⁴⁵⁵	n ṽ̰ ∼	N W N	n v n	N W 9	thou:1362	1362
6886	Yintale	yint1235	thou		naː³³	n aː	N V	n a	N A	thou:1362	1362
6898	Zeme	zeme1240	thou		naŋ	n a ŋ	N V N	n a N	N A N	thou:1362	1362
6884	Zhaba	zhab1238	thou		naŋ⁵¹	n a ŋ	N V N	n a N	N A N	thou:1362	1362
6941	Alike Tibetan	amdo1237	tongue		rći	r tsʲ i	R T V	r t i	R T I	tongue:381	381
6984	Ao-Chungli	chon1286	tongue		temeli	t e m e l i	T V M V R V	t e m e l i	T E M E L I	tongue:381	381
6932	Ao-Mongsen	mong1332	tongue		tɨmeli	t ɨ m e l i	T V M V R V	t I m e l i	T I M E L I	tongue:381	381
6912	Apatari	apat1240	tongue		àljó	a l j o	V R J V	a l y o	A L J U	tongue:381	381
6951	Batang Tibetan	kham1282	tongue		će⁵⁵_le⁵³	tsʲ e l e	T V R V	t e l e	T E L E	tongue:381	381
6963	Beijing	mand1415	tongue		shétou_śY	ʂ ə t o u	S V T V V	S I t o u	S E T U Y	tongue:381	381
6980	Bodo	bodo1269	tongue		salaʔj	s a l a ʔ j	S V R V H J	s a l a 7 y	S A L A H J	tongue:381	381
6936	Bokar	bori1243	tongue		a_yo	a y o	V V V	a i o	A Y U	tongue:381	381
6986	Bola	pela1242	tongue		ʃa⁵⁵	ʃ a	S V	S a	S A	tongue:381	381
6982	Burmese	nucl1310	tongue		hlja	h l j a	H R J V	h l y a	H L J A	tongue:381	381
6911	Dhimal	dhim1246	tongue		detoŋ	d e t o ŋ	T V T V N	d e t o N	T E T U N	tongue:381	381
6974	Dimasa	dima1251	tongue		salai	s a l a i	S V R V V	s a l a i	S A L A I	tongue:381	381
6924	Dulong	drun1238	tongue		pɨ³¹_lai⁵³	p ɨ l a i	P V R V V	p I l a i	P I L A I	tongue:381	381
6930	Ersu	ersu1241	tongue		hcɨ³³_psɨ⁵⁵	h ts ɨ p s ɨ	H K V P S V	h C I p s I	H C I P S I	tongue:381	381
6981	Fuzhou	mind1253	tongue		chui³¹_liek⁵	tsʰ u i l i e k	K V V R V V K	C u i l i e k	C Y I L I E K	tongue:381	381
6955	Garo	garo1247	tongue		sre	s r e	S R V	s r e	S R E	tongue:381	381
6939	Geba	geba1237	tongue		kəpli³³	k ə p l i	K V P R V	k I p l i	K E P L I	tongue:381	381
6929	Geker	geko1235	tongue		pleːi³³	p l eː i	P R V V	p l e i	P L E I	tongue:381	381
6987	Guiqiong	guiq1238	tongue		ʒ̣ɨ³⁵	ʒ ɨ	S V	Z I	S I	tongue:381	381
6953	Gurung	guru1261	tongue		le²	l e	R V	l e	L E	tongue:381	381
6956	Hill-Miri	nyis1236	tongue		ari	a r i	V R V	a r i	A R I	tongue:381	381
6938	Hmar	hmar1241	tongue		lei	l e i	R V V	l e i	L E I	tongue:381	381
6983	Horpa	horp1239	tongue		vlʒɛ_TIB?	v l ʒ ɛ	W R S V	v l Z E	B L S E	tongue:381	381
6916	Idu	idum1241	tongue		e¹_li¹_na¹	e l i n a	V R V N V	e l i n a	E L I N A	tongue:393	393
6979	Jingpo	kach1280	tongue		šiŋ³¹_let³¹	ʃ i ŋ l e t	S V N R V T	S i N l e t	S I N L E T	tongue:381	381
6967	Jinuo	youl1235	tongue		a³³_łɔ⁴⁴	a ɬ ɔ	V R V	a L o	A L U	tongue:381	381
6914	Jirel	jire1238	tongue		če_L¹la_T¹	tʃ e l a	T V R V	t e l a	T E L A	tongue:381	381
6965	Kaike	kaik1246	tongue		lɔi	l ɔ i	R V V	l o i	L U I	tongue:381	381
6946	Khaling	khal1275	tongue		lem_L	l e m	R V M	l e m	L E M	tongue:393	393
6928	Kulung	kulu1253	tongue		lem	l e m	R V M	l e m	L E M	tongue:393	393
6919	Lepcha	lepc1244	tongue		lí	l i	R V	l i	L I	tongue:381	381
6954	Lhasa Tibetan	tibe1272	tongue		će⁵⁵	tsʲ e	T V	t e	T E	tongue:381	381
6917	Lhota	loth1237	tongue		nni	n l i	N R V	n l i	N L I	tongue:381	381
6973	Liangmai	lian1251	tongue		chali	tsʰ a l i	K V R V	C a l i	C A L I	tongue:381	381
6977	Lijiang-Naxi	lich1241	tongue		ći⁵⁵	tsʲ i	T V	t i	T I	tongue:381	381
6957	Limbu	limb1266	tongue		lɛsoːʔl	l ɛ s oː ʔ l	R V S V H R	l E s o 7 l	L E S U H L	tongue:393	393
6918	Lushai	lush1249	tongue		lei	l e i	R V V	l e i	L E I	tongue:381	381
6971	Lüsu	lisu1250	tongue		ti⁵³_pi⁵³_EE	t i p i	T V P V	t i p i	T I P I	tongue:381	381
6940	Manu	manu1255	tongue		plẹ¹¹	p l ḛ	P R V	p l e	P L E	tongue:381	381
6961	Motuo-M	dakp1242	tongue		le	l e	R V	l e	L E	tongue:381	381
6976	N-Qiang	nort2722	tongue		zəq	z ə q	S V K	z I q	S E K	tongue:381	381
6969	Namuzi	namu1246	tongue		ji³³_łɛ⁵⁵	j i ɬ ɛ	J V R V	y i L E	J I L E	tongue:381	381
6945	Ninglang-Naxi	naxi1245	tongue		ći³¹_mi¹³	tsʲ i m i	T V M V	t i m i	T I M I	tongue:381	381
6915	Old Chinese	oldc1244	tongue		mlat	m l a t	M R V T	m l a t	M L A T	tongue:381	381
6926	Pa'O	paok1235	tongue		pre²²²²	p r e	P R V	p r e	P R E	tongue:381	381
6985	Padam	pada1257	tongue		ai-o	a i o	V V V	a i o	A I U	tongue:381	381
6910	Quueyu	quey1238	tongue		łli⁵⁵	ɬ l i	R R V	L l i	L L I	tongue:381	381
6934	Rawang	rawa1265	tongue		phəlɛ	pʰ ə l ɛ	P V R V	p I l E	P E L E	tongue:381	381
6921	Rourou	nusu1239	tongue		le⁵⁵_tæ³¹	l e t æ	R V T V	l e t E	L E T E	tongue:381	381
6968	Serdukpen	sher1257	tongue		laphõ	l a pʰ õ ∼	R V P V N	l a p o n	L A P U 9	tongue:381	381
6920	Sgaw	sgaw1245	tongue		pleː³³	p l eː	P R V	p l e	P L E	tongue:381	381
6933	Sherpa	sher1255	tongue		celakHF	ts e l a k	K V R V K	C e l a k	C E L A K	tongue:381	381
6942	Shixing	shix1238	tongue		ṣɨ⁵⁵	ʂ ɨ	S V	S I	S I	tongue:381	381
6925	Tangkul	tang1336	tongue		male	m a l e	M V R V	m a l e	M A L E	tongue:381	381
6962	Tujia	nort2732	tongue		ji³_la¹	j i l a	J V R V	y i l a	J I L A	tongue:381	381
6948	W. Kayah	west2409	tongue		plị¹¹	p l ḭ	P R V	p l i	P L I	tongue:381	381
6949	Written Tibetan	tibe1272	tongue		lće	l tsʲ e	R T V	l t e	L T E	tongue:381	381
6970	Xiaxe Tibetan	amdo1237	tongue		hće	h tsʲ e	H T V	h t e	H T E	tongue:381	381
6975	Yeinbaw	yinb1236	tongue		plẹ¹¹	p l ḛ	P R V	p l e	P L E	tongue:381	381
6966	Yintale	yint1235	tongue		pli¹¹	p l i	P R V	p l i	P L I	tongue:381	381
6978	Zeme	zeme1240	tongue		milei	m i l e i	M V R V V	m i l e i	M I L E I	tongue:381	381
6964	Zhaba	zhab1238	tongue		ʃo⁵¹	ʃ o	S V	S o	S U	tongue:381	381
7019	Alike Tibetan	amdo1237	tooth		sho	sʰ o	S V	s o	S U	tooth:510	510
7062	Ao-Chungli	chon1286	tooth		tepo	t e p o	T V P V	t e p o	T E P U	tooth:1064	1064
7010	Ao-Mongsen	mong1332	tooth		tɨpa	t ɨ p a	T V P V	t I p a	T I P A	tooth:1064	1064
6991	Apatari	apat1240	tooth		áyi	a y i	V V V	a i i	A Y I	tooth:510	510
7029	Batang Tibetan	kham1282	tooth		so⁵³	s o	S V	s o	S U	tooth:510	510
7041	Beijing	mand1415	tooth		yá	y a	V V	i a	Y A	tooth:635	635
7070	Beijing	mand1415	tooth		chǐ	tsʰ i	K V	C i	C I	tooth:806	806
7058	Bodo	bodo1269	tooth		hataj	h a t a j	H V T V J	h a t a y	H A T A J	tooth:510	510
7073	Bodo	bodo1269	tooth		hataj	h a t a j	H V T V J	h a t a y	H A T A J	tooth:806	806
7013	Bokar	bori1243	tooth		yiː_ćuŋ	y iː tsʲ u ŋ	V V T V N	i i t u N	Y I T Y N	tooth:510	510
7069	Bokar	bori1243	tooth		yiː_ćuŋ	y iː tsʲ u ŋ	V V T V N	i i t u N	Y I T Y N	tooth:1097	1097
7064	Bola	pela1242	tooth		tui⁵⁵	t u i	T V V	t u i	T Y I	tooth:251	251
7060	Burmese	nucl1310	tooth		swaː	s w aː	S W V	s w a	S W A	tooth:510	510
6990	Dhimal	dhim1246	tooth		tasiŋ	t a s i ŋ	T V S V N	t a s i N	T A S I N	tooth:806	806
7052	Dimasa	dima1251	tooth		hathai	h a tʰ a i	H V T V V	h a t a i	H A T A I	tooth:510	510
7071	Dimasa	dima1251	tooth		hathai	h a tʰ a i	H V T V V	h a t a i	H A T A I	tooth:806	806
7003	Dulong	drun1238	tooth		sa⁵³	s a	S V	s a	S A	tooth:510	510
7008	Ersu	ersu1241	tooth		ṣɨ⁵⁵_ma⁵⁵	ʂ ɨ m a	S V M V	S I m a	S I M A	tooth:510	510
7059	Fuzhou	mind1253	tooth		ŋai³³	ŋ a i	N V V	N a i	N A I	tooth:635	635
7033	Garo	garo1247	tooth		wa	w a	W V	w a	W A	tooth:510	510
7017	Geba	geba1237	tooth		kɔṭo⁴⁴	k ɔ ʈ o	K V T V	k o t o	K U T U	tooth:510	510
7007	Geker	geko1235	tooth		ṭo⁴⁴_ṭɛ⁴⁴	ʈ o ʈ ɛ	T V T V	t o t E	T U T E	tooth:510	510
7068	Geker	geko1235	tooth		ṭo⁴⁴_ṭɛ⁴⁴	ʈ o ʈ ɛ	T V T V	t o t E	T U T E	tooth:510	510
7065	Guiqiong	guiq1238	tooth		xui⁵³	x u i	K V V	x u i	G Y I	tooth:599	599
7031	Gurung	guru1261	tooth		sa¹	s a	S V	s a	S A	tooth:510	510
7038	Hakka	hakk1236	tooth		ŋa²	ŋ a	N V	N a	N A	tooth:635	635
7034	Hill-Miri	nyis1236	tooth		ei	e i	V V	e i	E I	tooth:510	510
7015	Hmar	hmar1241	tooth		ha	h a	H V	h a	H A	tooth:510	510
7061	Horpa	horp1239	tooth		ćə	tsʲ ə	T V	t I	T E	tooth:510	510
6995	Idu	idum1241	tooth		tia²_pra²	t i a p r a	T V V P R V	t i a p r a	T I A P R A	tooth:806	806
7057	Jingpo	kach1280	tooth		wa³³	w a	W V	w a	W A	tooth:510	510
7045	Jinuo	youl1235	tooth		ći⁵⁵	tsʲ i	T V	t i	T I	tooth:251	251
6993	Jirel	jire1238	tooth		sa_T²	s a	S V	s a	S A	tooth:510	510
7043	Kaike	kaik1246	tooth		swɔ	s w ɔ	S W V	s w o	S W U	tooth:510	510
7024	Khaling	khal1275	tooth		ŋɔluH	ŋ ɔ l u	N V R V	N o l u	N U L Y	tooth:635	635
7006	Kulung	kulu1253	tooth		kaN	k a	K V	k a	K A	tooth:546	546
