Subgroup	Language	GlossID	Gloss	PhonemecizedForm	CognateCode
Kartu	Badimaya	146	smoke	cutu	11
Western Nyulnyulan	Bardi	146	smoke	pulku	126
Paman	Barrow Point	146	smoke	wurpaːl	101
Waka-Kabi	Batyala	146	smoke	wuluy	4
Maric	Bidyara-Gungabula	146	smoke	t̪uka	55
Ngumpin-Yapa	Bilinarra	146	smoke	camput	28
Maric	Biri	146	smoke	tuka	33
Warluwaric	Bularnu	146	smoke	ŋuʈuŋuʈu	49
Bunuban	Bunuba	146	smoke	pu-	125
Maningrida	Burarra	146	smoke	wuɭca	134
Arandic	Central Anmatyerr	146	smoke	kweʈ	34
Yuin-Kuri	Darkinyung	146	smoke	kaɹawan	36
Yolngu	Dhangu	146	smoke	ŋawulul(ʔ)	16
Yuin-Kuri	Dharawal	146	smoke	pantəmaɹi	35
Maric	Dharawala	146	smoke	t̪uŋuɲ	55
Yuin-Kuri	Dharuk	146	smoke	kuɹung geɹij	34
Maric	Dharumbal	146	smoke	t̪uka	54
Yolngu	Dhayyi	146	smoke	ŋawulul	16
Yuin-Kuri	Dhurga	146	smoke	tuɹuwa	65
Karnic	Diyari	146	smoke	yoːkaɖie	23
Paman	Djabugay	146	smoke	cukay	66
Yolngu	Djinang	146	smoke	ŋiɹimbiy	18
Waka-Kabi	Duungidjawu	146	smoke	cum	33
Dyirbalic	Dyirbal	146	smoke	pala karmpan	1
Central NSW	Gamilaraay	146	smoke	tuwi	40
Maric	Gangulu	146	smoke	tuka	55
Garrwan	Garrwa	146	smoke	yukala	54
Bandjalangic	Githabul	146	smoke	cuːmpi	33
Bunuban	Gooniyandi	146	smoke	wanki	25
Maric	Gugu-Badhun	146	smoke	ˈt̪ukɑ	55
Gumbaynggiric	Gumbaynggir	146	smoke	cuːm	33
Maric	Gunggari	146	smoke	pulku	83
Yolngu	Gupapuyngu	146	smoke	ŋawulul(ʔ)	16
Ngumpin-Yapa	Gurindji	146	smoke	cuŋkaʈ	22
Maric	Guwamu	146	smoke	t̪uka	55
Thura-Yura	Guyani	146	smoke	tupu	23
Paman	Ikarranggal	146	smoke	oːekna	97
Jaminjungan	Jaminjung	146	smoke	culaɲ	130
Ngumpin-Yapa	Jaru	146	smoke	ŋuncur	25
Kanyara-Mantharta	Jiwarli	146	smoke	cukuʈu	45
Paman	Kaanju	146	smoke	ŋuka	27
Kalkatungic	Kalkatungu	146	smoke	yuŋarka	41
Marrngu	Karajarri	146	smoke	ŋuɹun	7
Ngayarta	Kariyarra	146	smoke	kuɳku	56
Wati	Kartujarra	146	smoke	cintar	39
Thura-Yura	Kaurna	146	smoke	puyiyuɹendi	13
Arandic	Kaytetye	146	smoke	ilpalla	106
Paman	Koko-Bera	146	smoke	kat̪er	98
Paman	Kugu Nganhcara	146	smoke	t̪oko	55
Wati	Kukatja	146	smoke	puyur(pa)	9
Paman	Kuku Yalanji	146	smoke	nalko	78
Karnic	Kungadutyi	146	smoke	tupu/t̪upu	23
Paman	Kunjen	146	smoke	uɲɟan	75
Ngayarta	Kurrama	146	smoke	cuɹun	5
Paman	Kuuk Thaayorre	146	smoke	t̪ompu	99
Paman	Kuuku-Ya’u	146	smoke	ŋuka	27
Paman	Linngithigh	146	smoke	iβoɹ	71
Kartu	Malgana	146	smoke	kuri	2
Yardli	Malyangapa	146	smoke	topoilla	15
Maric	Margany	146	smoke	toːka	85
Wati	Martu Wangka	146	smoke	cuŋan	13
Kulin	Mathi-Mathi	146	smoke	puyuti	60
Mayi	Mayi-Kulan	146	smoke	kumiɹi	46
Mayi	Mayi-Yapi	146	smoke	coːmeɹa	46
Paman	Mbabaram	146	smoke	cuka	77
Paman	Mbakwithi	146	smoke	βuɹu	88
Mirniny	Mirniny	146	smoke	puyuɹukun	13
Karnic	Mithaka	146	smoke	kutu	34
Ngumpin-Yapa	Mudburra	146	smoke	cuŋkaɳa	22
Muruwaric	Muruwari	146	smoke	tuɹaŋ	42
Thura-Yura	Narrungga	146	smoke	pucu	13
Karnic	Ngamini	146	smoke	yukaɹi	23
Ngumpin-Yapa	Ngardily	146	smoke	kuncuɹu	21
Wororan	Ngarinyin	146	smoke	picakun	125
Ngumpin-Yapa	Ngarinyman	146	smoke	cuŋkaʈ	29
Ngayarta	Ngarla	146	smoke	yukuɳ	43
Ngayarta	Ngarluma	146	smoke	ŋamaɹiku paca-lku [fut. -ɹu]	10
Lower Murray	Ngarrindjeri	146	smoke	pɹumpun	30
Central NSW	Ngiyambaa	146	smoke	toːŋ	31
Kartu	Nhanta	146	smoke	yukuɹu	45
Paman	Ntra’ngith	146	smoke	iβoɹ	71
Thura-Yura	Nukunu	146	smoke	puyu	13
Marrngu	Nyangumarta	146	smoke	cuŋan	6
Eastern Nyulnyulan	Nyikina	146	smoke	ŋuɹ̣un	7
Western Nyulnyulan	Nyulnyul	146	smoke	pulkuɳ	10
Paakantyi	Paakantyi	146	smoke	t̪umpu	109
Paman	Pakanh	146	smoke	tokt	33
Ngayarta	Panyjima	146	smoke	cukuɳpa	45
Thura-Yura	Parnkala	146	smoke	puyunniti	13
Kanyara-Mantharta	Payungu	146	smoke	wiʎuʈu	52
Wati	Pintupi-Luritja	146	smoke	wiɲinpa	13
Karnic	Pitta-Pitta	146	smoke	putt̪y	34
Lower Murray	Pytu Reach	146	smoke	pɹumpun	111
Kanyara-Mantharta	Thalanyji	146	smoke	cukuʈu	45
Yuin-Kuri	Thanggati	146	smoke	t̪uːŋ	34
Kanyara-Mantharta	Tharrgari	146	smoke	waʈa-yi	47
Paman	Thaynakwith	146	smoke	uvoːɹuvyoːɹ	103
Paman	Umpila	146	smoke	ŋuka	27
Paman	Uw Oykangand	146	smoke	aɲciɹ	18
Garrwan	Waanyi	146	smoke	cawa	119
Central NSW	Wailwan	146	smoke	t̪oː-ka	31
Kartu	Wajarri	146	smoke	yuɭpa	70
Warluwaric	Wakaya	146	smoke	ŋutuŋutu	59
Karnic	Wangkumara	146	smoke	t̪upu	23
Nyungar	Wardandi	146	smoke	puca	13
Dyirbalic	Wargamay	146	smoke	punu	84
Ngumpin-Yapa	Warlmanpa	146	smoke	yukuʈu	21
Ngumpin-Yapa	Warlpiri	146	smoke	yuʎuʈu	21
Wati	Warnman	146	smoke	cuŋanpa	13
Kanyara-Mantharta	Warriyangga	146	smoke	cukuʈu	45
WestVictoria	Warrnambool	146	smoke	puyoŋ	95
Warumungic	Warumungu	146	smoke	wiɲal	26
Maric	Warungu	146	smoke	cuka	61
Nyungar	Watjuk	146	smoke	puyu	20
Kulin	Wemba-Wemba	146	smoke	puʈəla	31
Arandic	Western Arrarnta	146	smoke	uɹe kwaʈe	57
Paman	Wik-Ngathan	146	smoke	t̪ok	55
Central NSW	Wiradjuri	146	smoke	tuɹal-lu	109
Thura-Yura	Wirangu	146	smoke	puyu	13
Wororan	Worrorra	146	smoke	pichukːu	128
Dyirbalic	Wulguru	146	smoke	put̪nu	62
Wororan	Wunambal	146	smoke	ŋɪɲdjɛɾ	125
Kalkatungic	Yalarnnga	146	smoke	ŋaɹu	34
Karnic	Yandruwandha	146	smoke	toːpoː	23
Warluwaric	Yanyuwa	146	smoke	wuɳŋar	48
Karnic	Yarluyandi	146	smoke	tuɹotupu	23
Eastern Nyulnyulan	Yawuru	146	smoke	ŋuɹ̣un	7
Paman	Yidiny	146	smoke	wuɲcu	105
Ngayarta	Yindjibarndi	146	smoke	cuyu	12
Kartu	Yingkarta	146	smoke	koːɹeː	2
Paman	Yir Yoront	146	smoke	t̪orkon	50
Yotayotic	Yorta Yorta	146	smoke	t̪öaŋa	38
Wati	Yulparija	146	smoke	ŋuɲcur	22
Central NSW	Yuwaalaraay	146	smoke	wuyukil	32
Thura-Yura	Adnyamathanha	147	snake	wopna	29
Paman	Aghu-Tharrnggala	147	snake	ŋaməluy	97
Arandic	Alyawarr	147	snake	əʈnum	51
Arandic	Antekerrepenhe	147	snake	apmwe	23
Karnic	Arabana	147	snake	wobma	48
Kartu	Badimaya	147	snake	cika	63
Western Nyulnyulan	Bardi	147	snake	curu	1
Paman	Barrow Point	147	snake	ŋampwiɹ	116
Waka-Kabi	Batyala	147	snake	wuŋay	69
Maric	Bidyara-Gungabula	147	snake	pumpaɹa	27
Ngumpin-Yapa	Bilinarra	147	snake	cawulwara	25
Maric	Biri	147	snake	ŋunta	32
Warluwaric	Bularnu	147	snake	t̪uwani	57
Bunuban	Bunuba	147	snake	piɭaɲi	159
Arandic	Central Anmatyerr	147	snake	apmwe	23
Yuin-Kuri	Darkinyung	147	snake	piɹicaɹal	40
Yolngu	Dhangu	147	snake	ɟaːɭki(ʔ)	12
Yuin-Kuri	Dharawal	147	snake	yung-Ga	135
Maric	Dharawala	147	snake	pumpaɹa	11
Yuin-Kuri	Dharuk	147	snake	muragauan	41
Maric	Dharumbal	147	snake	palkuŋaɹ	71
Yuin-Kuri	Dhurga	147	snake	naku(ŋ)	133
Karnic	Diyari	147	snake	woma	18
Paman	Djabugay	147	snake	camaː	67
Yolngu	Djinang	147	snake	minar	14
Waka-Kabi	Duungidjawu	147	snake	yuːwuɲ	75
Dyirbalic	Dyirbal	147	snake	watam	53
Central NSW	Gamilaraay	147	snake	ŋandåba	1
Maric	Gangulu	147	snake	munta	27
Garrwan	Garrwa	147	snake	ŋulwa	140
Bandjalangic	Githabul	147	snake	ŋuːynpe	127
Bunuban	Gooniyandi	147	snake	ŋant̪an̠aɲ	159
Maric	Gugu-Badhun	147	snake	ˈt̪ɑmpɑḷ	62
Yolngu	Gumatj	147	snake	wuːt̪a	15
Yolngu	Gupapuyngu	147	snake	wuːt̪a	12
Ngumpin-Yapa	Gurindji	147	snake	waɹi	13
Maric	Guwamu	147	snake	t̪ampal	11
Thura-Yura	Guyani	147	snake	wopma	23
Paman	Ikarranggal	147	snake	mel coɹah	118
Jaminjungan	Jaminjung	147	snake	tulaɲ	159
Ngumpin-Yapa	Jaru	147	snake	waɳa	134
Kanyara-Mantharta	Jiwarli	147	snake	pilpu	55
Kalkatungic	Kalkatungu	147	snake	t̪uar	43
Marrngu	Karajarri	147	snake	wiʈu	1
Ngayarta	Kariyarra	147	snake	waɭu	4
Wati	Kartujarra	147	snake	cila	35
Thura-Yura	Kaurna	147	snake	yuɹa	26
Paman	Koko-Bera	147	snake	yamper	119
Paman	Kugu Nganhcara	147	snake	yuku ŋace	132
Wati	Kukatja	147	snake	ɲuɳu	9
Paman	Kuku Yalanji	147	snake	tiŋalmo	105
Karnic	Kungadutyi	147	snake	t̪oːlpeɹoː	56
Ngayarta	Kurrama	147	snake	waɭu	4
Paman	Kuuk Thaayorre	147	snake	ŋompoɹ	98
Paman	Kuuku-Ya’u	147	snake	iɹa	65
Paman	Linngithigh	147	snake	maɣ	79
Kartu	Malgana	147	snake	wokaʈa	92
Yardli	Malyangapa	147	snake	tuɹu	1
Maric	Margany	147	snake	tumbal	11
Wati	Martu Wangka	147	snake	cila	35
Kulin	Mathi-Mathi	147	snake	kaɳi	37
Mayi	Mayi-Kulan	147	snake	ŋun̪an	64
Mayi	Mayi-Yapi	147	snake	ciɲur	54
Paman	Mbabaram	147	snake	walkúy	85
Paman	Mbakwithi	147	snake	xeri	125
Mirniny	Mirniny	147	snake	wipaɹu	8
Karnic	Mithaka	147	snake	paɖi	56
Ngumpin-Yapa	Mudburra	147	snake	waɹi	13
Muruwaric	Muruwari	147	snake	puɹutu	40
Thura-Yura	Narrungga	147	snake	woɹukoː	30
Karnic	Ngamini	147	snake	tuco	111
Gunwinyguan	Ngandi	147	snake	duːltuːl	166
Ngumpin-Yapa	Ngardily	147	snake	liŋka	9
Wororan	Ngarinyin	147	snake	toncamankalin	161
Ngumpin-Yapa	Ngarinyman	147	snake	waɳa	19
Ngayarta	Ngarla	147	snake	curu	66
Ngayarta	Ngarluma	147	snake	waɭu	4
Lower Murray	Ngarrindjeri	147	snake	ŋumundi	34
Central NSW	Ngiyambaa	147	snake	ŋuntapa	45
Kartu	Nhanta	147	snake	wakaʈi	5
Paman	Ntra’ngith	147	snake	maɣ	79
Thura-Yura	Nukunu	147	snake	woɹma	23
Marrngu	Nyangumarta	147	snake	curu	1
Eastern Nyulnyulan	Nyikina	147	snake	cuɹ̣u	1
Western Nyulnyulan	Nyulnyul	147	snake	cur	1
Paakantyi	Paakantyi	147	snake	wiɭuwiɭu	20
Paman	Pakanh	147	snake	t̪uːku	59
Ngayarta	Panyjima	147	snake	ɲuɳa	81
Thura-Yura	Parnkala	147	snake	wapma	23
Kanyara-Mantharta	Payungu	147	snake	cintalmaʈa	50
Karnic	Pitta-Pitta	147	snake	kundery	43
Lower Murray	Pytu Reach	147	snake	ŋumundi	154
Yolngu	Ritharrngu	147	snake	ɹaŋarac	17
Kanyara-Mantharta	Thalanyji	147	snake	t̪uʈiɭu	50
Yuin-Kuri	Thanggati	147	snake	pakala	129
Kanyara-Mantharta	Tharrgari	147	snake	t̪uɳu	60
Paman	Thaynakwith	147	snake	eɣeɹ	85
Garrwan	Waanyi	147	snake	miya	139
Central NSW	Wailwan	147	snake	ŋantapaː	89
Kartu	Wajarri	147	snake	waɭu	63
Warluwaric	Wakaya	147	snake	ŋuŋku	70
Wati	Wangkajunga	147	snake	wami	90
Karnic	Wangkumara	147	snake	yet̪e	31
Dyirbalic	Wargamay	147	snake	yirawuɹu	100
Ngumpin-Yapa	Warlmanpa	147	snake	waɳa	19
Ngumpin-Yapa	Warlpiri	147	snake	waɳa	19
Warluwaric	Warluwarra	147	snake	t̪uwana	61
Wati	Warnman	147	snake	cuɳtaŋu	35
Kanyara-Mantharta	Warriyangga	147	snake	t̪uɳu	60
WestVictoria	Warrnambool	147	snake	kuɹaŋ	49
Warumungic	Warumungu	147	snake	ŋurupulkːa	21
Maric	Warungu	147	snake	campal	62
Nyungar	Watjuk	147	snake	waugal	16
Kulin	Wemba-Wemba	147	snake	quemmil	33
Arandic	Western Arrarnta	147	snake	apme	23
Central NSW	Wiradjuri	147	snake	yuntapa	31
Thura-Yura	Wirangu	147	snake	wopma	24
Wororan	Worrorra	147	snake	aɹuya	163
Dyirbalic	Wulguru	147	snake	uɹpala	36
Wororan	Wunambal	147	snake	ˈluː	162
Kalkatungic	Yalarnnga	147	snake	yapintici	23
Karnic	Yandruwandha	147	snake	woːma	31
Warluwaric	Yanyuwa	147	snake	mimaɳu	52
Karnic	Yarluyandi	147	snake	waŋu	18
Eastern Nyulnyulan	Yawuru	147	snake	wiɹil	1
Paman	Yidiny	147	snake	cama	62
Ngayarta	Yindjibarndi	147	snake	waɭu	4
Kartu	Yingkarta	147	snake	miʎuɹa	93
Paman	Yir Yoront	147	snake	popoɹ	99
Yotayotic	Yorta Yorta	147	snake	turel	37
Wati	Yulparija	147	snake	curu	1
Central NSW	Yuwaalaraay	147	snake	ŋantapaː	1
Thura-Yura	Adnyamathanha	149	spear	witi	21
Paman	Aghu-Tharrnggala	149	spear	əlka ~ əlka	11
Arandic	Alyawarr	149	spear	əɹʈyaʈ	49
Arandic	Antekerrepenhe	149	spear	nteɳem	64
Karnic	Arabana	149	spear	t̪umpa	8
Paman	Ayapathu	149	spear	keka	59
Kartu	Badimaya	149	spear	walalku	8
Western Nyulnyulan	Bardi	149	spear	walaŋk	1
Paman	Barrow Point	149	spear	yinta-l	11
Waka-Kabi	Batyala	149	spear	pillaɹ	67
Maric	Bidyara-Gungabula	149	spear	t̪anca	71
Ngumpin-Yapa	Bilinarra	149	spear	miɭaraŋ	18
Maric	Biri	149	spear	walapaɹa	11
Warluwaric	Bularnu	149	spear	ciriwa	48
Bunuban	Bunuba	149	spear	cinali	1
Maningrida	Burarra	149	spear	ra	155
Arandic	Central Anmatyerr	149	spear	ɳtiɳi	102
Yuin-Kuri	Darkinyung	149	spear	culu	41
Yolngu	Dhangu	149	spear	gaɳa	15
Yuin-Kuri	Dharawal	149	spear	yiliman	38
Maric	Dharawala	149	spear	wilipaɹi	116
Yuin-Kuri	Dharuk	149	spear	waɹi	14
Maric	Dharumbal	149	spear	wuyula	56
Yolngu	Dhayyi	149	spear	guɹuŋguɹuŋ	23
Yuin-Kuri	Dhurga	149	spear	yiliman	38
Karnic	Diyari	149	spear	piɹimpaɹa	30
Paman	Djabugay	149	spear	yirmpa	69
Yolngu	Djinang	149	spear	ɖuɭʔ	13
Waka-Kabi	Duungidjawu	149	spear	kuɹaŋkuɹ	62
Dyirbalic	Dyirbal	149	spear	paŋkay	90
Central NSW	Gamilaraay	149	spear	wari	42
Garrwan	Garrwa	149	spear	ŋarkatapa	145
Bandjalangic	Githabul	149	spear	cuːl	118
Yolngu	Golpa	149	spear	gaɳa	15
Bunuban	Gooniyandi	149	spear	ŋoːni	1
Maric	Gugu-Badhun	149	spear	ˈpɑŋkɑy	117
Yolngu	Gumatj	149	spear	ɭuŋgu	20
Maric	Gunggari	149	spear	kuliɹa	9
Yolngu	Gupapuyngu	149	spear	wad̪awad̪a	19
Ngumpin-Yapa	Gurindji	149	spear	caʈir puŋana	18
Maric	Guwamu	149	spear	kuliɹa	9
Thura-Yura	Guyani	149	spear	wotlata	21
Paman	Ikarranggal	149	spear	ara	11
Jaminjungan	Jaminjung	149	spear	ŋuɳi	153
Ngumpin-Yapa	Jaru	149	spear	wurumpuɹu	24
Kanyara-Mantharta	Jiwarli	149	spear	cirpi-ɹu	48
Kalkatungic	Kalkatungu	149	spear	yuku	46
Marrngu	Karajarri	149	spear	yiwa	4
Ngayarta	Kariyarra	149	spear	waciri	4
Wati	Kartujarra	149	spear	kuɭaʈa	123
Thura-Yura	Kaurna	149	spear	winda	27
Paman	Koko-Bera	149	spear	t̪aŋa	11
Paman	Kugu Nganhcara	149	spear	keka	59
NorthernIsolate	Kukatj	149	spear	ŋuɹm	65
Wati	Kukatja	149	spear	wakala	123
Paman	Kuku Yalanji	149	spear	tama-	11
Paman	Kuku-Wura	149	spear	alka	11
Karnic	Kungadutyi	149	spear	moːʈya	2
Paman	Kunjen	149	spear	eman	11
Ngayarta	Kurrama	149	spear	pirut̪uni	4
Paman	Kuuku-Ya’u	149	spear	wut̪aːɲa	11
Paman	Linngithigh	149	spear	t̪awaɹa	82
Kartu	Malgana	149	spear	wiraŋu	84
Yardli	Malyangapa	149	spear	kaɹkoːɹo	11
Maric	Margany	149	spear	wamatu	94
Wati	Martu Wangka	149	spear	waɳura	40
Kulin	Mathi-Mathi	149	spear	wiʈyulkaione	80
Mayi	Mayi-Kulan	149	spear	kuŋkun	29
Mayi	Mayi-Yapi	149	spear	t̪apun	29
Paman	Mbabaram	149	spear	yaɹi	101
Paman	Mbakwithi	149	spear	t̪at̪a	96
Mirniny	Mirniny	149	spear	paɭta	8
Karnic	Mithaka	149	spear	winra	6
Ngumpin-Yapa	Mudburra	149	spear	rawuru	22
Muruwaric	Muruwari	149	spear	wuna	9
Thura-Yura	Narrungga	149	spear	winta	6
Karnic	Ngamini	149	spear	wonakuyu	78
Ngumpin-Yapa	Ngardily	149	spear	la	36
Wororan	Ngarinyin	149	spear	yoŋkalu	160
Ngumpin-Yapa	Ngarinyman	149	spear	caʎkaci	18
Ngayarta	Ngarla	149	spear	mukːanto	10
Lower Murray	Ngarrindjeri	149	spear	yaɳdi	32
Central NSW	Ngiyambaa	149	spear	yoːma	43
Kartu	Nhanta	149	spear	witaɹ	124
Paman	Ntra’ngith	149	spear	ila/alimb	110
Thura-Yura	Nukunu	149	spear	winda	6
Marrngu	Nyangumarta	149	spear	yantana	121
Eastern Nyulnyulan	Nyikina	149	spear	ŋul	1
Western Nyulnyulan	Nyulnyul	149	spear	walaŋk	1
Paakantyi	Paakantyi	149	spear	puʈhi	11
Paman	Pakanh	149	spear	ŋalin̪a	59
Ngayarta	Panyjima	149	spear	miɭima-lku	4
Thura-Yura	Parnkala	149	spear	wittiti	8
Kanyara-Mantharta	Payungu	149	spear	n̪uka-nmayi	7
Wati	Pintupi-Luritja	149	spear	pintipinti	92
Karnic	Pitta-Pitta	149	spear	ŋaɹuɾa	50
Lower Murray	Pytu Reach	149	spear	yaɳdi	149
Gunwinyguan	Rembarrnga	149	spear	cokkolo	156
Yolngu	Ritharrngu	149	spear	waɖawaɖa	14
Kanyara-Mantharta	Thalanyji	149	spear	caɲcu	54
Yuin-Kuri	Thanggati	149	spear	yuːma	14
Kanyara-Mantharta	Tharrgari	149	spear	wanapiʈi	7
Paman	Thaynakwith	149	spear	kweʔ	108
Paman	Umpila	149	spear	yikan	11
Paman	Uw Oykangand	149	spear	alkan̪t̪	11
Garrwan	Waanyi	149	spear	mukuɹa	136
Central NSW	Wailwan	149	spear	waru	103
Kartu	Wajarri	149	spear	wiraŋu	79
Warluwaric	Wakaya	149	spear	uɹampuŋu	76
Wati	Wangkajunga	149	spear	kaci	8
Karnic	Wangkumara	149	spear	yungoː	8
Nyungar	Wardandi	149	spear	kici	86
Dyirbalic	Wargamay	149	spear	calun	66
Ngumpin-Yapa	Warlmanpa	149	spear	kaʈa-pu-ŋka	26
Ngumpin-Yapa	Warlpiri	149	spear	waʈapiʈapi	123
Warluwaric	Warluwarra	149	spear	t̪ayili	52
Wati	Warnman	149	spear	wakaɳi	3
Kanyara-Mantharta	Warriyangga	149	spear	piɲa-ŋku	68
WestVictoria	Warrnambool	149	spear	ŋiɹin	105
Warumungic	Warumungu	149	spear	yuwala	17
Maric	Warungu	149	spear	paŋkay	66
Nyungar	Watjuk	149	spear	kici	8
Kulin	Wemba-Wemba	149	spear	cheram-cheɹam	32
Arandic	Western Arrarnta	149	spear	caʈe	74
Central NSW	Wiradjuri	149	spear	yanna-ra	41
Thura-Yura	Wirangu	149	spear	ŋu	8
Wororan	Worrorra	149	spear	cinaʎa	1
Dyirbalic	Wulguru	149	spear	wumiɹa	73
Wororan	Wunambal	149	spear	ˈkɑḷumbuɾ	159
Kalkatungic	Yalarnnga	149	spear	yuku	37
Karnic	Yandruwandha	149	spear	windɹa	6
Warluwaric	Yanyuwa	149	spear	wiɳmur	11
Karnic	Yarluyandi	149	spear	kuyamaɾa	8
Eastern Nyulnyulan	Yawuru	149	spear	walakari	1
Paman	Yidiny	149	spear	piŋkal	109
Ngayarta	Yindjibarndi	149	spear	wiɳta	7
Kartu	Yingkarta	149	spear	kutkeɹie	4
Paman	Yir Yoront	149	spear	wal+pon	11
Yotayotic	Yorta Yorta	149	spear	cikuɹa	37
Wati	Yulparija	149	spear	wurumpuɹu	10
Central NSW	Yuwaalaraay	149	spear	t̪uri	44
Thura-Yura	Adnyamathanha	150	spearthrower	wamaɾa	8
Paman	Aghu-Tharrnggala	150	spearthrower	mbun	65
Arandic	Alyawarr	150	spearthrower	amər	8
Karnic	Arabana	150	spearthrower	amiɾa	8
Kartu	Badimaya	150	spearthrower	t̪aɭka	94
Western Nyulnyulan	Bardi	150	spearthrower	ŋapaliɲ	2
Paman	Barrow Point	150	spearthrower	t̪anpu	84
Ngumpin-Yapa	Bilinarra	150	spearthrower	culkiri	10
Maric	Biri	150	spearthrower	wumaɹa	8
Warluwaric	Bularnu	150	spearthrower	wamaɹa	8
Maningrida	Burarra	150	spearthrower	maɹiŋgul	19
Arandic	Central Anmatyerr	150	spearthrower	amer	8
Yuin-Kuri	Darkinyung	150	spearthrower	wamaɹ	8
Yolngu	Dhangu	150	spearthrower	gaɭpu	16
Yuin-Kuri	Dharawal	150	spearthrower	wuməɹa	8
Yuin-Kuri	Dharuk	150	spearthrower	wumaɹa	8
Maric	Dharumbal	150	spearthrower	wumia	8
Yolngu	Dhayyi	150	spearthrower	gaɭpu	16
Yuin-Kuri	Dhurga	150	spearthrower	wuməɹa	8
Paman	Djabugay	150	spearthrower	milay	12
Central NSW	Gamilaraay	150	spearthrower	yule-man	34
Maric	Gangulu	150	spearthrower	wumaɹa	8
Garrwan	Garrwa	150	spearthrower	ŋalika	104
Bunuban	Gooniyandi	150	spearthrower	ŋawali	2
Maric	Gugu-Badhun	150	spearthrower	ˈwumpun	76
Yolngu	Gumatj	150	spearthrower	naricin	23
Yolngu	Gupapuyngu	150	spearthrower	maŋalʔ	23
Ngumpin-Yapa	Gurindji	150	spearthrower	waɭmayi	9
Maric	Guwamu	150	spearthrower	wumaɹa	8
Thura-Yura	Guyani	150	spearthrower	meːtla	12
Jaminjungan	Jaminjung	150	spearthrower	warimi	9
Ngumpin-Yapa	Jaru	150	spearthrower	walmayi	9
Kanyara-Mantharta	Jiwarli	150	spearthrower	miru	11
Paman	Kaanju	150	spearthrower	yuli	29
Kalkatungic	Kalkatungu	150	spearthrower	yulman	35
Marrngu	Karajarri	150	spearthrower	ŋapaliɲ	3
Ngayarta	Kariyarra	150	spearthrower	waɭpara	3
Wati	Kartujarra	150	spearthrower	waɭpara	31
Thura-Yura	Kaurna	150	spearthrower	miza	12
Arandic	Kaytetye	150	spearthrower	amere	8
Paman	Koko-Bera	150	spearthrower	yuŋéɲ	88
Paman	Kugu Nganhcara	150	spearthrower	t̪uli	39
NorthernIsolate	Kukatj	150	spearthrower	piɹ	47
Wati	Kukatja	150	spearthrower	ŋawala	14
Paman	Kuku Yalanji	150	spearthrower	tekaɹa	63
Karnic	Kungadutyi	150	spearthrower	madliana kad/ɹakad/ɹa	92
Ngayarta	Kurrama	150	spearthrower	waʈpar	11
Paman	Kuuk Thaayorre	150	spearthrower	t̪ul	39
Paman	Linngithigh	150	spearthrower	t̪aen̪	83
Kartu	Malgana	150	spearthrower	yuɹaku	57
Yardli	Malyangapa	150	spearthrower	t̪aɖu-piɾa	22
Wati	Martu Wangka	150	spearthrower	waɭpara	15
Kulin	Mathi-Mathi	150	spearthrower	kaiɹki	1
Mayi	Mayi-Kulan	150	spearthrower	yulman	41
Mayi	Mayi-Yapi	150	spearthrower	yulman	41
Paman	Mbabaram	150	spearthrower	umpun	58
Mirniny	Mirniny	150	spearthrower	waʈan	13
Karnic	Mithaka	150	spearthrower	wamaɹa	8
Ngumpin-Yapa	Mudburra	150	spearthrower	waɭmayi	10
Thura-Yura	Narrungga	150	spearthrower	yakkaɹa	24
Karnic	Ngamini	150	spearthrower	kuckuɹu	44
Ngumpin-Yapa	Ngardily	150	spearthrower	wanmayi	32
Wororan	Ngarinyin	150	spearthrower	yamalpa	201
Ngumpin-Yapa	Ngarinyman	150	spearthrower	walmayi	9
Ngayarta	Ngarla	150	spearthrower	waɭpara	3
Ngayarta	Ngarluma	150	spearthrower	waɭpara	11
Lower Murray	Ngarrindjeri	150	spearthrower	taɹalguŋai	27
Central NSW	Ngiyambaa	150	spearthrower	oːkoɹowpa	7
Kartu	Nhanta	150	spearthrower	witaɹ	5
Paman	Ntra’ngith	150	spearthrower	min̠d̠	64
Thura-Yura	Nukunu	150	spearthrower	wiɳeː	12
Eastern Nyulnyulan	Nyikina	150	spearthrower	ŋapaliɲ	2
Western Nyulnyulan	Nyulnyul	150	spearthrower	ŋapaliɲ	195
Paakantyi	Paakantyi	150	spearthrower	yaɹumpa	196
Paman	Pakanh	150	spearthrower	tuli  /tula	39
Ngayarta	Panyjima	150	spearthrower	warpala	3
Thura-Yura	Parnkala	150	spearthrower	midla	12
Kanyara-Mantharta	Payungu	150	spearthrower	mampara	37
Wati	Pintupi-Luritja	150	spearthrower	pikuru	11
Karnic	Pitta-Pitta	150	spearthrower	wamiɾa	8
Yolngu	Ritharrngu	150	spearthrower	murukuʔ	11
Kanyara-Mantharta	Thalanyji	150	spearthrower	miru	11
Yuin-Kuri	Thanggati	150	spearthrower	ŋukaɹupa	20
Kanyara-Mantharta	Tharrgari	150	spearthrower	yuɹaku	11
Paman	Thaynakwith	150	spearthrower	mind̪	64
Paman	Umpila	150	spearthrower	yuli	29
Garrwan	Waanyi	150	spearthrower	catpula	102
Central NSW	Wailwan	150	spearthrower	not uset	91
Kartu	Wajarri	150	spearthrower	miru	11
