ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	ASJP1	id	svmCC	lpCC
22563	Ngamini	ngam1284	SKY		paɹiwilpa	p a ɹ i w i l p a	p a r i w i l p a	P V R V W V R P V	P A R I W I L P A	SKY:9515	9515	pariwilpa	9198	SKY:6	4676
22565	Ngarinman	ngar1235	SKY		gunduru	g u n d u r u	g u n d u r u	K V N T V R V	K Y N T Y R Y	SKY:9505	9505	gunduru	9199	SKY:5	4674
22567	Ngarluma	ngar1287	SKY		baɭbaɹ	b a ɭ b a ɹ	b a L b a r	P V R P V R	P A L P A R	SKY:9509	9509	baLbar	9200	SKY:1	4670
22568	Narrinyeri	narr1259	SKY		t̪upat̪uwi	t̪ u p a t̪ u w i	t u p a t u w i	T V P V T V W V	T Y P A T Y W I	SKY:9516	9516	tupatuwi	9201	SKY:28	4689
22575	Northern Coastal Nyangumarta	nort2754	SKY		palpar	p a l p a r	p a l p a r	P V R P V R	P A L P A R	SKY:9509	9509	palpar	9202	SKY:1	4670
22576	Nyamal	nyam1271	SKY		kurwal	k u r w a l	k u r w a l	K V R W V R	K Y R W A L	SKY:1	1	kurwal	9203	SKY:8	4677
22577	Nyangumarta	nyan1301	SKY		paɭpar	p a ɭ p a r	p a L p a r	P V R P V R	P A L P A R	SKY:9509	9509	paLpar	9204	SKY:1	4670
22578	Nyunga	nyun1247	SKY		mar	m a r	m a r	M V R	M A R	SKY:9507	9507	mar	9205	SKY:27	4690
22579	Paakantyi	darl1243	SKY		galgaɹa	g a l g a ɹ a	g a l g a r a	K V R K V R V	K A L K A R A	SKY:9502	9502	galgara	9206	SKY:13	4672
22582	Panytyima	pany1241	SKY		ŋaɳka	ŋ a ɳ k a	N a n k a	N V N K V	N A N K A	SKY:9557	9557	Nanka	9207	SKY:2	4671
22583	Banggarla	bang1339	SKY		naieɹi	n a i e ɹ i	n a i e r i	N V V V R V	N A I E R I	SKY:9504	9504	naieri	9208	SKY:26	4681
22584	Bayungu	bayu1240	SKY		ciɳdi	c i ɳ d i	T i n d i	K V N T V	C I N T I	SKY:9529	9529	Tindi	9209	SKY:3	4669
22588	Pitjantjatjara	pitj1243	SKY		ilkaɹi	i l k a ɹ i	i l k a r i	V R K V R V	I L K A R I	SKY:9520	9520	ilkari	9210	SKY:9	4672
22589	Pitjantjatjara	pitj1243	SKY		mataɹi	m a t a ɹ i	m a t a r i	M V T V R V	M A T A R I	SKY:9520	9520	matari	9211	SKY:25	4697
22590	Pitjantjatjara	pitj1243	SKY		utuwaɹi	u t u w a ɹ i	u t u w a r i	V T V W V R V	Y T Y W A R I	SKY:9520	9520	utuwari	9212	SKY:24	4699
22591	Pitta Pitta	pitt1247	SKY		ʈikarha	ʈ i k a r h a	t i k a r h a	T V K V R H V	T I K A R H A	SKY:9528	9528	tikarha	9213	SKY:23	4691
22593	Ritarungo	rita1239	SKY		gunduru	g u n d u r u	g u n d u r u	K V N T V R V	K Y N T Y R Y	SKY:9500	9500	gunduru	9214	SKY:5	4674
22594	Dhalandji	dhal1245	SKY		ciɳdi	c i ɳ d i	T i n d i	K V N T V	C I N T I	SKY:9529	9529	Tindi	9215	SKY:3	4669
22595	Dhargari	dhar1247	SKY		ciʈi	c i ʈ i	T i t i	K V T V	C I T I	SKY:9529	9529	Titi	9216	SKY:22	4669
22597	Wagaya	waga1260	SKY		junːgu	j u nː g u	y u n g u	J V N K V	J Y N K Y	SKY:9546	9546	yungu	9217	SKY:21	4671
22603	Ngura	ngur1261	SKY		ŋajira	ŋ a j i r a	N a y i r a	N V J V R V	N A J I R A	SKY:9504	9504	Nayira	9218	SKY:20	4678
22608	Warlpiri	warl1254	SKY		ŋuɹuɪ	ŋ u ɹ u ɪ	N u r u i	N V R V V	N Y R Y I	SKY:9511	9511	Nurui	9219	SKY:19	4693
22610	Wanman	wanm1242	SKY		ŋaɳka	ŋ a ɳ k a	N a n k a	N V N K V	N A N K A	SKY:9557	9557	Nanka	9220	SKY:2	4671
22611	Wariyangga	wari1262	SKY		ciɳdi	c i ɳ d i	T i n d i	K V N T V	C I N T I	SKY:9529	9529	Tindi	9221	SKY:3	4669
22612	Warumungu	waru1265	SKY		palampar	p a l a m p a r	p a l a m p a r	P V R V M P V R	P A L A M P A R	SKY:9509	9509	palampar	9222	SKY:1	4670
22614	Wathawurrung	wath1238	SKY		wurwur	w u r w u r	w u r w u r	W V R W V R	W Y R W Y R	SKY:9517	9517	wurwur	9223	SKY:18	4694
22617	Wik-Mungkan	wikm1247	SKY		juw	j u w	y u w	J V W	J Y W	SKY:1	1	yuw	9224	SKY:17	4695
22618	Wiradhuri	wira1262	SKY		guːnaŋgalaŋ	g uː n a ŋ g a l a ŋ	g u n a N g a l a N	K V N V N K V R V N	K Y N A N K A L A N	SKY:9524	9524	gunaNgalaN	9225	SKY:7	4675
22619	Wirangu-Nauo	wira1260	SKY		wiɹa	w i ɹ a	w i r a	W V R V	W I R A	SKY:9512	9512	wira	9226	SKY:16	4678
22625	Yandruwandha	yand1253	SKY		paɹiwilpa	p a ɹ i w i l p a	p a r i w i l p a	P V R V W V R P V	P A R I W I L P A	SKY:9515	9515	pariwilpa	9227	SKY:6	4676
22629	Yindjibarndi	yind1247	SKY		baɹbar	b a ɹ b a r	b a r b a r	P V R P V R	P A R P A R	SKY:9509	9509	barbar	9228	SKY:1	4670
22630	Yorta Yorta	yort1237	SKY		jurat̪a	j u r a t̪ a	y u r a t a	J V R V T V	J Y R A T A	SKY:9519	9519	yurata	9229	SKY:15	4679
22632	Yulparitja	yulp1238	SKY		ŋaɳka	ŋ a ɳ k a	N a n k a	N V N K V	N A N K A	SKY:9557	9557	Nanka	9230	SKY:2	4671
22633	Yuwaalaraay	yuwa1242	SKY		gunagala	g u n a g a l a	g u n a g a l a	K V N V K V R V	K Y N A K A L A	SKY:9524	9524	gunagala	9231	SKY:7	4675
22634	Adnyamathanha	adny1235	SLEEP		mija	m i j a	m i y a	M V J V	M I J A	SLEEP:9572	9572	miya	9232	SLEEP:62	4710
22636	Alyawarr	alya1239	SLEEP		ankʷajntejel	a n kʷ a j n t e j e l	a n k a y n t e y e l	V N K V J N T V J V R	A N K A J N T E J E L	SLEEP:9610	9610	ankaynteyel	9233	SLEEP:61	4736
22638	Arabana	arab1267	SLEEP		kudnala	k u d n a l a	k u d n a l a	K V T N V R V	K Y T N A L A	SLEEP:9604	9604	kudnala	9234	SLEEP:2	4702
22642	Yugambeh-Bandjalang	band1339	SLEEP		wouɹam	w o u ɹ a m	w o u r a m	W V V R V M	W U Y R A M	SLEEP:9636	9636	wouram	9235	SLEEP:60	4732
22652	Dhangu	dhan1270	SLEEP		jakuja	j a k u j a	y a k u y a	J V K V J V	J A K Y J A	SLEEP:9577	9577	yakuya	9236	SLEEP:59	4707
22653	Sydney	sydn1236	SLEEP		gnaŋa	g n a ŋ a	g n a N a	K N V N V	K N A N A	SLEEP:9591	9591	gnaNa	9237	SLEEP:58	4727
22658	Dhuwal	dhuw1249	SLEEP		jakur	j a k u r	y a k u r	J V K V R	J A K Y R	SLEEP:9577	9577	yakur	9238	SLEEP:7	4707
22660	Dieri	dier1241	SLEEP		muka	m u k a	m u k a	M V K V	M Y K A	SLEEP:9579	9579	muka	9239	SLEEP:6	4703
22661	Dyaabugay	dyaa1242	SLEEP		wunaj	w u n a j	w u n a y	W V N V J	W Y N A J	SLEEP:9589	9589	wunay	9240	SLEEP:56	4711
22662	Djambarrpuyngu	djam1256	SLEEP		ŋora	ŋ o r a	N o r a	N V R V	N U R A	SLEEP:9569	9569	Nora	9241	SLEEP:3	4704
22664	Djinang	djin1253	SLEEP		ŋurici	ŋ u r i c i	N u r i T i	N V R V K V	N Y R I C I	SLEEP:9569	9569	NuriTi	9242	SLEEP:55	4704
22668	Gamilaraay	gami1243	SLEEP		baːbili	b aː b i l i	b a b i l i	P V P V R V	P A P I L I	SLEEP:9618	9618	babili	9243	SLEEP:54	4705
22674	Kumbainggar	kumb1268	SLEEP		guːŋguwa	g uː ŋ g u w a	g u N g u w a	K V N K V W V	K Y N K Y W A	SLEEP:9612	9612	guNguwa	9244	SLEEP:52	4739
22678	Gupapuyngu	gupa1247	SLEEP		jakur	j a k u r	y a k u r	J V K V R	J A K Y R	SLEEP:9577	9577	yakur	9245	SLEEP:7	4707
22679	Gurindji	guri1247	SLEEP		makin_kariɲana	m a k i n k a r i ɲ a n a	m a k i n k a r i H a n a	M V K V N K V R V N V N V	M A K I N K A R I N A N A	SLEEP:9578	9578	makinkariNana	9246	SLEEP:51	4712
22682	Guyani	guya1249	SLEEP		ŋancanta	ŋ a n c a n t a	N a n T a n t a	N V N K V N T V	N A N C A N T A	SLEEP:9615	9615	NanTanta	9247	SLEEP:50	4706
22683	Sydney	sydn1236	SLEEP		ŋaŋɹej	ŋ a ŋ ɹ e j	N a N r e y	N V N R V J	N A N R E J	SLEEP:9591	9591	NaNrey	9248	SLEEP:57	4735
22684	Jaru	jaru1254	SLEEP		mancan	m a n c a n	m a n T a n	M V N K V N	M A N C A N	SLEEP:9647	9647	manTan	9249	SLEEP:49	4706
22686	Djiwarli	djiw1241	SLEEP		ŋuɳdaji	ŋ u ɳ d a j i	N u n d a y i	N V N T V J V	N Y N T A J I	SLEEP:9609	9609	Nundayi	9250	SLEEP:1	4701
22688	Kalkutung	kalk1246	SLEEP		ɳu_wamil̪ajan	ɳ u w a m i l̪ a j a n	n u w a m i l a y a n	N V W V M V R V J V N	N Y W A M I L A J A N	SLEEP:9599	9599	nuwamilayan	9251	SLEEP:48	4738
22689	Gamilaraay	gami1243	SLEEP		baːbi	b aː b i	b a b i	P V P V	P A P I	SLEEP:9569	9569	babi	9252	SLEEP:53	4705
22690	Karadjeri	kara1476	SLEEP		kaʈaka_kaʈi_jaɲa	k a ʈ a k a k a ʈ i j a ɲ a	k a t a k a k a t i y a H a	K V T V K V K V T V J V N V	K A T A K A K A T I J A N A	SLEEP:9585	9585	katakakatiyaNa	9253	SLEEP:47	4714
22693	Kartujarra	kart1247	SLEEP		kuɲala	k u ɲ a l a	k u H a l a	K V N V R V	K Y N A L A	SLEEP:9593	9593	kuNala	9254	SLEEP:2	4702
22696	Kaurna	kaur1267	SLEEP		medo	m e d o	m e d o	M V T V	M E T U	SLEEP:9582	9582	medo	9255	SLEEP:46	4715
22702	Kukatja	kuka1246	SLEEP		kutun	k u t u n	k u t u n	K V T V N	K Y T Y N	SLEEP:9568	9568	kutun	9256	SLEEP:45	4716
22703	Kuku-Yalanji	kuku1273	SLEEP		waɳgku	w a ɳ g k u	w a n g k u	W V N K K V	W A N K K Y	SLEEP:9644	9644	wangku	9257	SLEEP:44	4717
22710	Gurdjar	gurd1238	SLEEP		lowor_ntij	l o w o r n t i j	l o w o r n t i y	R V W V R N T V J	L U W U R N T I J	SLEEP:9640	9640	loworntiy	9258	SLEEP:43	4737
22711	Kuuku-Ya'u	kuuk1238	SLEEP		ŋaːnt̪a	ŋ aː n t̪ a	N a n t a	N V N T V	N A N T A	SLEEP:9615	9615	Nanta	9259	SLEEP:11	4701
22713	Kala Lagaw Ya	kala1377	SLEEP		utui	u t u i	u t u i	V T V V	Y T Y I	SLEEP:9576	9576	utui	9260	SLEEP:42	4713
22720	Margany	marg1253	SLEEP		una	u n a	u n a	V N V	Y N A	SLEEP:9630	9630	una	9261	SLEEP:10	4711
22721	Martu Wangka	mart1256	SLEEP		ɲurmanu	ɲ u r m a n u	H u r m a n u	N V R M V N V	N Y R M A N Y	SLEEP:9594	9594	Nurmanu	9262	SLEEP:41	4719
22735	Mudburra	mudb1240	SLEEP		makina	m a k i n a	m a k i n a	M V K V N V	M A K I N A	SLEEP:9578	9578	makina	9263	SLEEP:40	4720
22737	Muruwari	muru1266	SLEEP		taliŋka	t a l i ŋ k a	t a l i N k a	T V R V N K V	T A L I N K A	SLEEP:9600	9600	taliNka	9264	SLEEP:39	4721
22740	Ngaanyatjarra	ngaa1240	SLEEP		ŋarikutciɳturiŋku	ŋ a r i k u t c i ɳ t u r i ŋ k u	N a r i k u t T i n t u r i N k u	N V R V K V T K V N T V R V N K V	N A R I K Y T C I N T Y R I N K Y	SLEEP:9639	9639	NarikutTinturiNku	9265	SLEEP:38	4708
22741	Ngaanyatjarra	ngaa1240	SLEEP		ŋariku	ŋ a r i k u	N a r i k u	N V R V K V	N A R I K Y	SLEEP:9639	9639	Nariku	9266	SLEEP:37	4708
22742	Ngaanyatjarra	ngaa1240	SLEEP		pintiɹiŋaɹaku	p i n t i ɹ i ŋ a ɹ a k u	p i n t i r i N a r a k u	P V N T V R V N V R V K V	P I N T I R I N A R A K Y	SLEEP:9639	9639	pintiriNaraku	9267	SLEEP:36	4708
22746	Lower Riverland	lowe1402	SLEEP		mururi	m u r u r i	m u r u r i	M V R V R V	M Y R Y R I	SLEEP:9587	9587	mururi	9268	SLEEP:9	4718
22747	Ngamini	ngam1284	SLEEP		cindina	c i n d i n a	T i n d i n a	K V N T V N V	C I N T I N A	SLEEP:9611	9611	Tindina	9269	SLEEP:35	4706
22750	Ngarinman	ngar1235	SLEEP		waɳan_gariɲa	w a ɳ a n g a r i ɲ a	w a n a n g a r i H a	W V N V N K V R V N V	W A N A N K A R I N A	SLEEP:9584	9584	wanangariNa	9270	SLEEP:34	4712
22752	Ngarluma	ngar1287	SLEEP		bamba	b a m b a	b a m b a	P V M P V	P A M P A	SLEEP:9618	9618	bamba	9271	SLEEP:5	4705
22753	Narrinyeri	narr1259	SLEEP		ɹeːɹiŋbaɹin	ɹ eː ɹ i ŋ b a ɹ i n	r e r i N b a r i n	R V R V N P V R V N	R E R I N P A R I N	SLEEP:9588	9588	reriNbarin	9272	SLEEP:33	4722
22760	Northern Coastal Nyangumarta	nort2754	SLEEP		kupalja	k u p a l j a	k u p a l y a	K V P V R J V	K Y P A L J A	SLEEP:9607	9607	kupalya	9273	SLEEP:4	4702
22761	Nyamal	nyam1271	SLEEP		koːbala	k oː b a l a	k o b a l a	K V P V R V	K U P A L A	SLEEP:9607	9607	kobala	9274	SLEEP:32	4702
22762	Nyangumarta	nyan1301	SLEEP		kaʈakara	k a ʈ a k a r a	k a t a k a r a	K V T V K V R V	K A T A K A R A	SLEEP:9585	9585	katakara	9275	SLEEP:31	4723
22763	Nyangumarta	nyan1301	SLEEP		kupalja	k u p a l j a	k u p a l y a	K V P V R J V	K Y P A L J A	SLEEP:9585	9585	kupalya	9276	SLEEP:4	4702
22764	Nyunga	nyun1247	SLEEP		beːcaɹ	b eː c a ɹ	b e T a r	P V K V R	P E C A R	SLEEP:9571	9571	beTar	9277	SLEEP:30	4724
22765	Paakantyi	darl1243	SLEEP		imːeɹkulːa	i mː e ɹ k u lː a	i m e r k u l a	V M V R K V R V	I M E R K Y L A	SLEEP:9618	9618	imerkula	9278	SLEEP:8	4725
22768	Banggarla	bang1339	SLEEP		mia	m i a	m i a	M V V	M I A	SLEEP:9572	9572	mia	9279	SLEEP:29	4710
22769	Bayungu	bayu1240	SLEEP		ŋuwan	ŋ u w a n	N u w a n	N V W V N	N Y W A N	SLEEP:9616	9616	Nuwan	9280	SLEEP:28	4704
22776	Pitjantjatjara	pitj1243	SLEEP		ŋaɹiɹa_tciɹiɹpiɹiɲi	ŋ a ɹ i ɹ a t c i ɹ i ɹ p i ɹ i ɲ i	N a r i r a t T i r i r p i r i H i	N V R V R V T K V R V R P V R V N V	N A R I R A T C I R I R P I R I N I	SLEEP:9639	9639	NariratTirirpiriNi	9281	SLEEP:27	4726
22777	Pitta Pitta	pitt1247	SLEEP		muci	m u c i	m u T i	M V K V	M Y C I	SLEEP:9614	9614	muTi	9282	SLEEP:26	4703
22779	Ritarungo	rita1239	SLEEP		ŋora	ŋ o r a	N o r a	N V R V	N U R A	SLEEP:9569	9569	Nora	9283	SLEEP:3	4704
22780	Dhalandji	dhal1245	SLEEP		ŋuɳdajin	ŋ u ɳ d a j i n	N u n d a y i n	N V N T V J V N	N Y N T A J I N	SLEEP:9609	9609	Nundayin	9284	SLEEP:1	4701
22781	Dhargari	dhar1247	SLEEP		ŋuʈaji	ŋ u ʈ a j i	N u t a y i	N V T V J V	N Y T A J I	SLEEP:9609	9609	Nutayi	9285	SLEEP:1	4701
22784	Wagaya	waga1260	SLEEP		ŋun	ŋ u n	N u n	N V N	N Y N	SLEEP:9608	9608	Nun	9286	SLEEP:25	4701
22791	Ngura	ngur1261	SLEEP		muga	m u g a	m u g a	M V K V	M Y K A	SLEEP:9579	9579	muga	9287	SLEEP:24	4703
22795	Warlpiri	warl1254	SLEEP		caɖa	c a ɖ a	T a d a	K V T V	C A T A	SLEEP:9570	9570	Tada	9288	SLEEP:23	4709
22797	Wanman	wanm1242	SLEEP		kuɲalacuwa	k u ɲ a l a c u w a	k u H a l a T u w a	K V N V R V K V W V	K Y N A L A C Y W A	SLEEP:9593	9593	kuNalaTuwa	9289	SLEEP:2	4702
22798	Wariyangga	wari1262	SLEEP		ŋuɳdaji	ŋ u ɳ d a j i	N u n d a y i	N V N T V J V	N Y N T A J I	SLEEP:9609	9609	Nundayi	9290	SLEEP:1	4701
22799	Warumungu	waru1265	SLEEP		tuʈu_ŋunta	t u ʈ u ŋ u n t a	t u t u N u n t a	T V T V N V N T V	T Y T Y N Y N T A	SLEEP:9574	9574	tutuNunta	9291	SLEEP:22	4728
22801	Wathawurrung	wath1238	SLEEP		kuwamba	k u w a m b a	k u w a m b a	K V W V M P V	K Y W A M P A	SLEEP:9586	9586	kuwamba	9292	SLEEP:21	4705
22805	Wik-Mungkan	wikm1247	SLEEP		ŋaːnt_pukamaŋ	ŋ aː n t p u k a m a ŋ	N a n t p u k a m a N	N V N T P V K V M V N	N A N T P Y K A M A N	SLEEP:9615	9615	NantpukamaN	9293	SLEEP:20	4729
22806	Wiradhuri	wira1262	SLEEP		euɹie	e u ɹ i e	e u r i e	V V R V V	E Y R I E	SLEEP:9603	9603	eurie	9294	SLEEP:19	4730
22807	Wirangu-Nauo	wira1260	SLEEP		angu	a n g u	a n g u	V N K V	A N K Y	SLEEP:9580	9580	angu	9295	SLEEP:18	4731
22813	Yan-nhangu	yann1237	SLEEP		ŋora	ŋ o r a	N o r a	N V R V	N U R A	SLEEP:9569	9569	Nora	9296	SLEEP:3	4704
22814	Yandruwandha	yand1253	SLEEP		t̪uda	t̪ u d a	t u d a	T V T V	T Y T A	SLEEP:9574	9574	tuda	9297	SLEEP:17	4709
22815	Yandruwandha	yand1253	SLEEP		muka	m u k a	m u k a	M V K V	M Y K A	SLEEP:9574	9574	muka	9298	SLEEP:6	4703
22816	Yandruwandha	yand1253	SLEEP		muka_t̪uda	m u k a t̪ u d a	m u k a t u d a	M V K V T V T V	M Y K A T Y T A	SLEEP:9574	9574	mukatuda	9299	SLEEP:16	4703
22819	Yawarawarga	yawa1258	SLEEP		cindindɹi	c i n d i n d ɹ i	T i n d i n d r i	K V N T V N T R V	C I N T I N T R I	SLEEP:9611	9611	Tindindri	9300	SLEEP:15	4706
22821	Yindjibarndi	yind1247	SLEEP		bamba	b a m b a	b a m b a	P V M P V	P A M P A	SLEEP:9618	9618	bamba	9301	SLEEP:5	4705
22825	Yorta Yorta	yort1237	SLEEP		dutala	d u t a l a	d u t a l a	T V T V R V	T Y T A L A	SLEEP:9574	9574	dutala	9302	SLEEP:14	4709
22827	Yulparitja	yulp1238	SLEEP		kulir	k u l i r	k u l i r	K V R V R	K Y L I R	SLEEP:9567	9567	kulir	9303	SLEEP:13	4733
22828	Yuwaalaraay	yuwa1242	SLEEP		juwar	j u w a r	y u w a r	J V W V R	J Y W A R	SLEEP:9602	9602	yuwar	9304	SLEEP:12	4734
22829	Adnyamathanha	adny1235	SMALL		vapa	v a p a	v a p a	W V P V	B A P A	SMALL:9693	9693	vapa	9305	SMALL:73	4754
22830	Adnyamathanha	adny1235	SMALL		vidnavapa	v i d n a v a p a	v i d n a v a p a	W V T N V W V P V	B I T N A B A P A	SMALL:9693	9693	vidnavapa	9306	SMALL:64	4754
22832	Alyawarr	alya1239	SMALL		akelj	a k e l j	a k e l y	V K V R J	A K E L J	SMALL:9721	9721	akely	9307	SMALL:63	4758
22834	Arabana	arab1267	SMALL		kupa	k u p a	k u p a	K V P V	K Y P A	SMALL:9734	9734	kupa	9308	SMALL:62	4759
22837	Yugambeh-Bandjalang	band1339	SMALL		biduŋ	b i d u ŋ	b i d u N	P V T V N	P I T Y N	SMALL:9706	9706	biduN	9309	SMALL:61	4747
22847	Dhangu	dhan1270	SMALL		ɲumukuɳiɲ	ɲ u m u k u ɳ i ɲ	H u m u k u n i H	N V M V K V N V N	N Y M Y K Y N I N	SMALL:9679	9679	NumukuniN	9310	SMALL:1	4743
22849	Sydney	sydn1236	SMALL		moːnnal	m oː n n a l	m o n n a l	M V N N V R	M U N N A L	SMALL:9703	9703	monnal	9311	SMALL:60	4769
22854	Dhuwal	dhuw1249	SMALL		ɲumukuɳiɲ	ɲ u m u k u ɳ i ɲ	H u m u k u n i H	N V M V K V N V N	N Y M Y K Y N I N	SMALL:9679	9679	NumukuniN	9312	SMALL:1	4743
22856	Dieri	dier1241	SMALL		waka	w a k a	w a k a	W V K V	W A K A	SMALL:9719	9719	waka	9313	SMALL:71	4750
22857	Dyaabugay	dyaa1242	SMALL		bibuːjaŋgan	b i b uː j a ŋ g a n	b i b u y a N g a n	P V P V J V N K V N	P I P Y J A N K A N	SMALL:9741	9741	bibuyaNgan	9314	SMALL:70	4756
22858	Djambarrpuyngu	djam1256	SMALL		ɲumukiɲ	ɲ u m u k i ɲ	H u m u k i H	N V M V K V N	N Y M Y K I N	SMALL:9679	9679	NumukiN	9315	SMALL:1	4743
22860	Djinang	djin1253	SMALL		milijiriŋ	m i l i j i r i ŋ	m i l i y i r i N	M V R V J V R V N	M I L I J I R I N	SMALL:9677	9677	miliyiriN	9316	SMALL:59	4755
22865	Gamilaraay	gami1243	SMALL		gaːj	g aː j	g a y	K V J	K A J	SMALL:9710	9710	gay	9317	SMALL:58	4745
22866	Gamilaraay	gami1243	SMALL		gaːjnmaɹa	g aː j n m a ɹ a	g a y n m a r a	K V J N M V R V	K A J N M A R A	SMALL:9710	9710	gaynmara	9318	SMALL:57	4745
22872	Kumbainggar	kumb1268	SMALL		cunuj	c u n u j	T u n u y	K V N V J	C Y N Y J	SMALL:9745	9745	Tunuy	9319	SMALL:56	4762
22877	Gupapuyngu	gupa1247	SMALL		ɲumikiɲ	ɲ u m i k i ɲ	H u m i k i H	N V M V K V N	N Y M I K I N	SMALL:9679	9679	NumikiN	9320	SMALL:1	4743
22878	Gurindji	guri1247	SMALL		japawuru	j a p a w u r u	y a p a w u r u	J V P V W V R V	J A P A W Y R Y	SMALL:9685	9685	yapawuru	9321	SMALL:2	4741
22879	Gurindji	guri1247	SMALL		japakaɹu	j a p a k a ɹ u	y a p a k a r u	J V P V K V R V	J A P A K A R Y	SMALL:9685	9685	yapakaru	9322	SMALL:2	4741
22880	Gurindji	guri1247	SMALL		japakaji	j a p a k a j i	y a p a k a y i	J V P V K V J V	J A P A K A J I	SMALL:9685	9685	yapakayi	9323	SMALL:68	4741
22883	Guyani	guya1249	SMALL		wadni	w a d n i	w a d n i	W V T N V	W A T N I	SMALL:9694	9694	wadni	9324	SMALL:55	4760
22884	Sydney	sydn1236	SMALL		ŋaɹuŋ	ŋ a ɹ u ŋ	N a r u N	N V R V N	N A R Y N	SMALL:9704	9704	NaruN	9325	SMALL:72	4779
22885	Jaru	jaru1254	SMALL		jamba	j a m b a	y a m b a	J V M P V	J A M P A	SMALL:9687	9687	yamba	9326	SMALL:54	4752
22887	Djiwarli	djiw1241	SMALL		cumaɖi	c u m a ɖ i	T u m a d i	K V M V T V	C Y M A T I	SMALL:9720	9720	Tumadi	9327	SMALL:6	4740
22890	Kalkutung	kalk1246	SMALL		katakuɭu	k a t a k u ɭ u	k a t a k u L u	K V T V K V R V	K A T A K Y L Y	SMALL:9711	9711	katakuLu	9328	SMALL:53	4761
22891	Gamilaraay	gami1243	SMALL		kainmura	k a i n m u r a	k a i n m u r a	K V V N M V R V	K A I N M Y R A	SMALL:9713	9713	kainmura	9329	SMALL:69	4745
22892	Karadjeri	kara1476	SMALL		wupaʈu	w u p a ʈ u	w u p a t u	W V P V T V	W Y P A T Y	SMALL:9691	9691	wupatu	9330	SMALL:9	4749
22895	Kartujarra	kart1247	SMALL		capuwaʈa	c a p u w a ʈ a	T a p u w a t a	K V P V W V T V	C A P Y W A T A	SMALL:9700	9700	Tapuwata	9331	SMALL:52	4746
22898	Kaurna	kaur1267	SMALL		tukːuca	t u kː u c a	t u k u T a	T V K V K V	T Y K Y C A	SMALL:9692	9692	tukuTa	9332	SMALL:51	4751
22901	Kukatja	kuka1246	SMALL		lampaɳpa	l a m p a ɳ p a	l a m p a n p a	R V M P V N P V	L A M P A N P A	SMALL:9744	9744	lampanpa	9333	SMALL:50	4752
22902	Kuku-Yalanji	kuku1273	SMALL		buban	b u b a n	b u b a n	P V P V N	P Y P A N	SMALL:9759	9759	buban	9334	SMALL:49	4748
22903	Kuku-Yalanji	kuku1273	SMALL		karkaj	k a r k a j	k a r k a y	K V R K V J	K A R K A J	SMALL:9759	9759	karkay	9335	SMALL:48	4777
22909	Gurdjar	gurd1238	SMALL		ceːkiɖ	c eː k i ɖ	T e k i d	K V K V T	C E K I T	SMALL:9757	9757	Tekid	9336	SMALL:47	4744
22910	Gurdjar	gurd1238	SMALL		mpeːlmp	m p eː l m p	m p e l m p	M P V R M P	M P E L M P	SMALL:9757	9757	mpelmp	9337	SMALL:67	4776
22911	Gurdjar	gurd1238	SMALL		woenajin	w o e n a j i n	w o e n a y i n	W V V N V J V N	W U E N A J I N	SMALL:9757	9757	woenayin	9338	SMALL:46	4780
22912	Kuuku-Ya'u	kuuk1238	SMALL		cuʔuci	c u ʔ u c i	T u 7 u T i	K V H V K V	C Y H Y C I	SMALL:9748	9748	Tu7uTi	9339	SMALL:15	4757
22914	Kala Lagaw Ya	kala1377	SMALL		magi	m a g i	m a g i	M V K V	M A K I	SMALL:9676	9676	magi	9340	SMALL:45	4750
22919	Margany	marg1253	SMALL		gapuɲ	g a p u ɲ	g a p u H	K V P V N	K A P Y N	SMALL:9680	9680	gapuN	9341	SMALL:14	4740
22920	Martu Wangka	mart1256	SMALL		capu	c a p u	T a p u	K V P V	C A P Y	SMALL:9708	9708	Tapu	9342	SMALL:8	4746
22938	Mudburra	mudb1240	SMALL		wuɲu	w u ɲ u	w u H u	W V N V	W Y N Y	SMALL:9686	9686	wuNu	9343	SMALL:44	4784
22940	Muruwari	muru1266	SMALL		kitcu	k i t c u	k i t T u	K V T K V	K I T C Y	SMALL:9665	9665	kitTu	9344	SMALL:43	4751
22943	Ngaanyatjarra	ngaa1240	SMALL		kuɭuɲ	k u ɭ u ɲ	k u L u H	K V R V N	K Y L Y N	SMALL:9657	9657	kuLuN	9345	SMALL:42	4764
22944	Ngaanyatjarra	ngaa1240	SMALL		ŋaɳaŋaɳa	ŋ a ɳ a ŋ a ɳ a	N a n a N a n a	N V N V N V N V	N A N A N A N A	SMALL:9657	9657	NanaNana	9346	SMALL:41	4778
22945	Ngaanyatjarra	ngaa1240	SMALL		puɭkamunu	p u ɭ k a m u n u	p u L k a m u n u	P V R K V M V N V	P Y L K A M Y N Y	SMALL:9657	9657	puLkamunu	9347	SMALL:66	4781
22946	Ngaanyatjarra	ngaa1240	SMALL		tcimpaɳiɲ	t c i m p a ɳ i ɲ	t T i m p a n i H	T K V M P V N V N	T C I M P A N I N	SMALL:9657	9657	tTimpaniN	9348	SMALL:40	4782
